"SITE_ID","YEAR","VISIT_NO","LANDAREA","PFOR","PWETL","PURB","PAGT","RDDENS","POPDENS","ELEV","PRECIP_M" 
"NEWS04-2101",2004,1,28.58,95.82,1.68,0.12,0,0.1,3.03,36,1.079 
"NEWS04-2301",2004,1,111.36,91.29,2.29,0.19,5.42,0.73,7.1,220,1.13 
"NEWS04-2302",2004,1,11.81,95.05,2.14,0.2,2.02,0.45,11.49,353,1.287 
"NEWS04-2401",2004,1,25.46,90.68,3.8,0.18,4.02,0.95,9.37,329,1.088 
"NEWS04-2502",2004,1,79.59,89.62,4.42,0.78,2.73,1.27,15.64,143,1.168 
"NEWS04-2805",2004,1,26.31,87.26,1.11,0.18,11.41,0.67,13.53,299,1.348 
"NEWS04-2907",2004,1,32.01,84.97,3.56,0.9,10.52,1.74,19.24,157,1.014 
"NEWS04-3004",2004,1,225.55,81.15,9.39,2.76,6.07,1.46,39.51,70,1.211 
"NEWS04-3102",2004,1,69.26,83.17,3.73,2.16,10.69,1.37,41.37,21,1.171 
"NEWS04-3504",2004,1,7.82,61.68,8.46,0.2,29.5,1.45,12.4,307,1.22 
"NEWS04-3603",2004,1,133.77,74.25,8.93,6.64,9.66,1.76,75.28,154,1.197 
"NEWS04-3701",2004,1,2.37,70.48,7.49,13.01,7.56,3,173.89,53,1.2 
"NEWS04-3802",2004,1,7.29,58.09,5.91,29.18,6.72,5.33,289.82,24,1.225 
"NEWS04-3901",2004,1,22.99,86.39,5.25,4.31,3.95,2.91,137.98,128,1.274 
"NEWS04-4003",2004,1,10.21,41.24,5.36,31.36,21.86,3.65,375.84,51,1.247 
"NEWS04-4104",2004,1,24.54,52.72,7.59,2.69,35.98,1.58,42.68,68,1.226 
"NEWS04-4201",2004,1,29.02,71.17,9.4,5.39,14.01,2.33,94.46,6,1.185 
"OWW04440-0004",2004,1,11.37,98.54,0,0,0.88,1.21,11.12,444,1.313 
"OWW04440-0008",2004,1,11.84,27.64,0.38,0.06,70.67,1.5,14.55,110,1.184 
"OWW04440-0010",2004,1,3.35,57.36,0.08,12.05,30.49,5.73,401.51,127,1.145 
"OWW04440-0011",2004,1,11.96,75.13,0,0,23.88,0.72,5.16,289,1.061 
"OWW04440-0014",2004,1,2.49,72.61,0,0.18,27.2,1.94,14.97,481,1.552 
"OWW04440-0015",2004,1,1.77,32.26,4.21,0.05,63.47,0.72,18.75,10,1.118 
"OWW04440-0016",2004,1,103.87,5.63,0.5,0.62,93.21,1.47,9.3,159,0.906 
"OWW04440-0017",2004,1,18.74,95.98,0,0.17,1.46,1.02,12.19,128,1.47 
"OWW04440-0019",2004,1,236.05,0.82,0.14,0.46,93.52,1.49,7.57,352,0.736 
"OWW04440-0020",2004,1,9.56,99.96,0,0,0.01,0,1.15,774,1.417 
"OWW04440-0021",2004,1,6.17,63.25,0,1.35,35.37,1.14,9.24,87,1.274 
"OWW04440-0023",2004,1,44.17,23.89,0.1,0.84,74.95,1.46,16.3,341,0.832 
"OWW04440-0026",2004,1,10.54,94.72,0,0.84,1.71,1.03,4.51,223,1.06 
"OWW04440-0029",2004,1,414.72,8.03,0.0065,0.16,19.72,1.16,1.5,337,0.736 
"OWW04440-0030",2004,1,1.94,94.67,0.09,0,5.13,2.3,4.38,415,1.601 
"OWW04440-0032",2004,1,12.14,66.87,0.11,14.09,18.92,2.91,151.79,130,1.12 
"OWW04440-0034",2004,1,33.29,29.71,16.63,0.48,48.37,0.79,8.24,233,0.738 
"OWW04440-0039",2004,1,17.63,21.13,0,0.0051,78.82,1.14,13.91,302,0.833 
"OWW04440-0040",2004,1,23.88,14.14,1.11,2.4,82.11,1.58,49.14,160,0.977 
"OWW04440-0041",2004,1,1.94,60.9,0.88,0,29.55,0.37,10.35,63,1.33 
"OWW04440-0043",2004,1,57.82,71.04,27.74,0,1.1,0.38,2.6,457,0.865 
"OWW04440-0046",2004,1,40.86,99.5,0,0.01,0.47,0.61,4.88,441,1.785 
"OWW04440-0048",2004,1,2.27,0.51,0,0.47,99.01,1.73,5.87,292,0.822 
"OWW04440-0051",2004,1,35.92,2.01,2.41,0.31,89.72,1.52,12.57,262,1.029 
"OWW04440-0054",2004,1,7.18,57.84,0.28,2.05,34.38,1.76,12.77,185,1.233 
"OWW04440-0055",2004,1,622.73,39.96,49.95,0.22,9.48,0.55,1.53,370,0.722 
"OWW04440-0056",2004,1,16.16,3.73,0.41,0.57,95.27,1.45,15.54,189,0.951 
"OWW04440-0058",2004,1,4.15,99.32,0,0,0.21,0.1,7.87,493,1.11 
"OWW04440-0059",2004,1,16.31,2.43,2.32,0,95.23,1.34,3.19,320,0.712 
"OWW04440-0060",2004,1,23.67,3.61,0.27,1.75,94.32,2.17,12.66,176,1.011 
"OWW04440-0061",2004,1,21.22,3.87,0.56,0.52,86.82,1.24,5.01,19,1.077 
"OWW04440-0063",2004,1,8.24,79.33,0,0.06,20.59,1.72,17.97,496,1.004 
"OWW04440-0064",2004,1,1024.77,39.65,0.14,0.55,59.63,1.3,15.27,158,1.073 
"OWW04440-0066",2004,1,3,43.18,0.56,0.05,56.18,1.12,19.56,438,1.129 
"OWW04440-0070",2004,1,3.44,37.16,0,44.72,11.29,7.41,875.93,43,1.08 
"OWW04440-0071",2004,1,7.3,26.56,22.41,1.53,49.47,2.23,19.27,265,0.758 
"OWW04440-0078",2004,1,52.02,81.61,0,0.38,17.79,1.84,11.45,121,1.347 
"OWW04440-0080",2004,1,6.6,24.15,0.14,0.04,75.65,1.36,12.82,270,0.812 
"OWW04440-0081",2004,1,70.16,83.07,1.24,0.12,12.38,0.98,11.1,30,1.535 
"OWW04440-0085",2004,1,49.56,95.34,0,0,2.19,0.64,2.16,263,1.294 
"OWW04440-0087",2004,1,17.24,83.66,0.14,3.08,13.01,1.48,13.93,189,0.74 
"OWW04440-0093",2004,1,10.86,92.97,0.11,0.28,6.6,1.08,4.72,48,1.207 
"OWW04440-0094",2004,1,0.56,69.48,0,0.15,18.84,0.16,6.15,345,1.299 
"OWW04440-0096",2004,1,208.71,25.76,0.48,1.51,72.23,1.44,48.65,275,1.012 
"OWW04440-0102",2004,1,30.13,79.55,0.22,0,20.19,0.92,5.03,239,0.971 
"OWW04440-0103",2004,1,1.18,98.78,0,0,0.98,1.19,2.79,270,0.832 
"OWW04440-0106",2004,1,78.03,73,0.92,0.3,25.71,1.29,14.99,543,1.22 
"OWW04440-0107",2004,1,430.73,36.58,51.83,0.25,8.86,0.77,3.78,226,0.792 
"OWW04440-0108",2004,1,18.38,97.04,2.57,0.02,0.35,0.43,7.46,463,1.036 
"OWW04440-0112",2004,1,2280.99,20.12,0.24,1.08,78.4,1.49,22.58,163,1.083 
"OWW04440-0114",2004,1,7.43,61.96,7,0.79,30.23,3.43,64.74,48,1.174 
"OWW04440-0115",2004,1,32.42,5.32,1.55,0.57,74,1.41,2.5,309,0.983 
"OWW04440-0122",2004,1,40.01,43.89,6.53,33.25,16.31,5.21,497.4,259,0.933 
"OWW04440-0124",2004,1,39.38,4.24,1.16,9.02,85.14,3.54,113.54,155,0.993 
"OWW04440-0125",2004,1,51.32,52.5,0.01,0,0.86,0.88,3.32,292,0.796 
"OWW04440-0128",2004,1,50.35,88.54,0.01,0.0054,11.4,0.95,5.33,240,1.181 
"OWW04440-0130",2004,1,2.7,98.2,1.16,0,0.63,0,6.93,602,1.411 
"OWW04440-0131",2004,1,16106.75,4.45,0.29,1.1,48.91,1.4,15.57,268,0.709 
"OWW04440-0132",2004,1,5.47,31.68,0.19,10.82,56.65,4.02,51.93,430,1.059 
"OWW04440-0134",2004,1,96.71,13.34,1.6,46.07,38.96,7.52,588.61,311,0.941 
"OWW04440-0139",2004,1,15.07,69.69,0.76,0.006,28.82,0.68,4.32,179,1.032 
"OWW04440-0142",2004,1,13.89,46.14,0,3.33,50.48,2.08,32.32,216,1.418 
"OWW04440-0146",2004,1,397.92,78.86,8.48,0.16,8.81,1.54,3.48,220,0.864 
"OWW04440-0147",2004,1,166.95,0.28,0.85,0,86.34,1.26,2.81,665,0.614 
"OWW04440-0149",2004,1,10.12,6.71,0.0089,1.28,36.12,1.54,28.63,299,0.89 
"OWW04440-0151",2004,1,21.21,41.83,46.42,0.01,11.37,1.4,3.95,463,0.831 
"OWW04440-0157",2004,1,713.33,38.14,1.8,2.13,56.9,1.91,10.61,80,1.001 
"OWW04440-0158",2004,1,518.39,40.97,0.9,0.43,57.67,1.2,14.57,120,1.293 
"OWW04440-0163",2004,1,169.61,0.59,1.96,0,38.39,1.04,0.45,519,0.64 
"OWW04440-0164",2004,1,17.69,99.96,0,0.02,0.01,0.31,6.27,609,1.382 
"OWW04440-0165",2004,1,237.15,89.35,0,0.05,10.55,0.95,2.63,116,1.313 
"OWW04440-0166",2004,1,9.56,30.63,0.26,0.49,68.6,3.1,56.65,207,1.078 
"OWW04440-0168",2004,1,43.68,15.36,4.85,1.18,76.48,1.12,3.44,219,0.99 
"OWW04440-0169",2004,1,20.34,29.43,9.92,1.14,59.42,0.73,6.59,39,1.481 
"OWW04440-0171",2004,1,691.66,57.42,31.61,0.21,9.97,0.8,4.37,395,0.783 
"OWW04440-0172",2004,1,21.84,52.1,6.65,1.59,39.64,1.7,92.21,59,0.836 
"OWW04440-0176",2004,1,65.58,6.06,0.52,18.12,74.21,3.65,283.7,165,1.003 
"OWW04440-0178",2004,1,10.84,49.29,48.34,0.6,1.75,0.57,76.11,26,1.145 
"OWW04440-0179",2004,1,29.1,0.4,0.2,0,69.46,1.43,3.91,418,0.83 
"OWW04440-0181",2004,1,63.47,77.88,5.53,0.32,14.72,1.26,5.72,79,1.202 
"OWW04440-0182",2004,1,9.2,79.55,0,0.03,18.41,0.81,19.05,200,1.461 
"OWW04440-0184",2004,1,44.41,12.8,2.2,17.26,67.05,3.63,299.65,242,0.82 
"OWW04440-0185",2004,1,32.72,93.7,0,0,4.85,0.72,8.11,92,1.209 
"OWW04440-0186",2004,1,16.98,84.47,0,0.95,14.31,1.62,61,308,0.976 
"OWW04440-0191",2004,1,2.3,28.97,0,0.11,70.9,1.3,35.54,355,0.864 
"OWW04440-0192",2004,1,3.91,11.32,0.02,2.59,86.05,1.67,54.69,301,0.973 
"OWW04440-0195",2004,1,15.3,0.17,0.17,0.15,71.4,1.34,1.14,618,0.609 
"OWW04440-0196",2004,1,0.16,18.13,0,0,81.86,2.47,11.26,811,1.11 
"OWW04440-0197",2004,1,11.63,62.96,0,0,36.94,1.05,6.48,163,1.274 
"OWW04440-0199",2004,1,31.97,38.63,42.72,0.31,18.26,0.76,11.97,381,0.73 
"OWW04440-0200",2004,1,225.61,9.72,3.72,1.5,81.89,1.3,17.02,200,0.973 
"OWW04440-0203",2004,1,15.8,44.18,15.15,0.77,39.52,1.48,2.86,262,0.884 
"OWW04440-0206",2004,1,14.55,74.06,0,1.14,21.87,2.42,46.48,407,1.615 
"OWW04440-0211",2004,1,531.94,43.98,0.56,3.42,51.54,1.64,32.61,218,1.143 
"OWW04440-0212",2004,1,4.23,83.36,0.04,3.21,13.36,2.53,17.94,766,1.24 
"OWW04440-0218",2004,1,9.01,46.42,0,0.04,53.51,1.82,15.26,396,1.08 
"OWW04440-0219",2004,1,162.62,1.63,0.23,0.68,91.23,1.47,7.22,360,0.61 
"OWW04440-0221",2004,1,1.63,15.1,3.4,0,81.49,0.73,10.43,110,1.081 
"OWW04440-0224",2004,1,3.81,1.81,0.23,0,97.94,1.29,11.67,268,0.921 
"OWW04440-0226",2004,1,584.92,56.7,9.59,0.85,28.72,1.4,14.31,190,0.876 
"OWW04440-0231",2004,1,15.13,49.36,13.44,0.96,35.45,0.98,2.16,414,0.819 
"OWW04440-0234",2004,1,12.56,98.18,0.02,0.0072,0.73,0.82,4.55,583,1.343 
"OWW04440-0238",2004,1,38.49,71.55,0,1.88,26.46,3.36,81.02,277,1.15 
"OWW04440-0240",2004,1,140.11,2.43,0.79,0.2,96.56,1.37,12.53,278,1.053 
"OWW04440-0242",2004,1,10.1,2.54,2.05,0.38,95.01,1.54,75.28,185,1.077 
"OWW04440-0243",2004,1,57.14,33.37,0.23,2.63,61.79,2.09,22.1,329,1.09 
"OWW04440-0248",2004,1,28.66,17.79,2.27,0.09,79.82,1.24,25.8,256,0.894 
"OWW04440-0250",2004,1,6.47,4.18,0.38,0.4,95.02,1.31,15.8,238,0.923 
"OWW04440-0252",2004,1,4.88,51.38,0.16,1.19,45.63,2.14,28.62,141,1.194 
"OWW04440-0255",2004,1,24.2,91.69,6.77,0.68,0.84,0.87,29.23,379,1.149 
"OWW04440-0256",2004,1,189.45,15.22,0.06,0.97,83.73,1.41,22.66,276,1.092 
"OWW04440-0257",2004,1,113.96,0.02,0,0.3,0.35,0.82,0.32,1328,0.403 
"OWW04440-0262",2004,1,108.27,51.92,0,15.01,32.65,4.35,172.4,279,0.956 
"OWW04440-0263",2004,1,127.26,46.01,33.99,1.18,18.02,0.63,0.58,380,0.646 
"OWW04440-0266",2004,1,9.19,63.91,0.57,3.29,28.19,4.26,119.49,39,1.124 
"OWW04440-0267",2004,1,191.14,27.83,1.39,1.19,65.84,1.99,45.42,238,1.014 
"OWW04440-0271",2004,1,0.51,86.94,12.87,0,0.17,0.06,7.44,9,1.129 
"OWW04440-0274",2004,1,70.83,73.05,17.46,0,5.68,1.6,2.44,323,0.757 
"OWW04440-0277",2004,1,701.79,20.71,2.66,1.89,73.91,1.57,18.94,149,1.094 
"OWW04440-0282",2004,1,90.3,73.9,0.004,0.08,25.98,1.66,7.11,222,1.032 
"OWW04440-0283",2004,1,42.02,83.54,15.83,0,0.36,0.52,0.1,506,0.748 
"OWW04440-0286",2004,1,43.56,80.18,0.15,2.19,17.46,1.9,73.84,162,1.267 
"OWW04440-0290",2004,1,48.74,44.38,17.18,0.33,38.05,1.51,17.09,256,1.028 
"OWW04440-0291",2004,1,141.09,0.22,0.66,0.0096,58.53,1.26,1.3,497,0.69 
"OWW04440-0292",2004,1,30.03,83.64,0,5.84,10.5,2.79,80.3,318,1.159 
"OWW04440-0293",2004,1,48.15,53.13,0.58,0.77,43.1,1.56,22.65,119,1.187 
"OWW04440-0294",2004,1,23.31,30.52,1.13,41.35,26.67,9.6,959.4,78,1.036 
"OWW04440-0295",2004,1,237.16,15.77,0.91,0.65,82.39,1.39,9.77,248,0.778 
"OWW04440-0296",2004,1,19.42,25.43,0.56,0.01,68.57,1.03,4.6,201,1.001 
"OWW04440-0298",2004,1,28.35,55.06,0.01,0.05,44.82,1.08,17.68,403,0.834 
"OWW04440-0305",2004,1,0.25,1.77,0,1.06,97.16,1.28,38.82,5,0.834 
"OWW04440-0311",2004,1,92.58,49.36,39.87,0.3,10.06,0.78,1.31,340,0.766 
"OWW04440-0312",2004,1,17.48,6.65,0.01,6.65,86.65,2.27,55.18,198,0.941 
"OWW04440-0313",2004,1,155.34,61.63,0,0.1,35.83,1.1,5.77,167,1.171 
"OWW04440-0320",2004,1,5.06,89.41,0.24,0.39,8.16,2.23,25.57,188,1.06 
"OWW04440-0323",2004,1,9283.98,1.35,0.06,0.36,43.3,1.24,4.12,361,0.675 
"OWW04440-0324",2004,1,2.86,97.42,0.18,0,2.38,1.24,6.66,412,1.289 
"OWW04440-0325",2004,1,1914.3,89.94,0.28,0.1,9.04,0.86,3.76,194,1.188 
"OWW04440-0326",2004,1,19.04,28.76,1.88,7.33,62,4.04,157.64,172,1.054 
"OWW04440-0327",2004,1,69.37,2.29,6.28,0,91.41,1.46,6.48,332,0.704 
"OWW04440-0328",2004,1,239.67,52.4,0.0045,0.25,47.33,1.18,10.09,161,1.251 
"OWW04440-0330",2004,1,12.95,79.74,0.59,0.63,19.02,1.96,10.37,493,1.171 
"OWW04440-0334",2004,1,4.07,57.25,0,0,42.68,0.79,12.14,128,1.371 
"OWW04440-0336",2004,1,55.6,17.57,0.15,4.6,77.54,1.79,29.25,255,0.798 
"OWW04440-0337",2004,1,99.6,73.17,8.41,0.23,11.82,1.17,12.68,70,1.474 
"OWW04440-0338",2004,1,3.38,78.76,0,1,20.22,1.1,23.24,214,1.108 
"OWW04440-0340",2004,1,5.38,31.31,0.06,4.89,63.71,1.73,58.59,216,1.119 
"OWW04440-0341",2004,1,3.79,94.49,0,0,0.02,1.47,0.96,309,1.405 
"OWW04440-0346",2004,1,16.95,75.37,0.97,0.0053,23.64,1.18,20.21,189,1.098 
"OWW04440-0349",2004,1,120.1,88.26,1.76,0.57,6.85,1.79,6.04,34,1.337 
"OWW04440-0353",2004,1,0.52,100,0,0,0,0,30.65,87,1.337 
"OWW04440-0356",2004,1,4.89,99.77,0,0.05,0.05,1.31,13.58,220,1.156 
"OWW04440-0358",2004,1,1.24,10,0,0,89.99,1.41,100.77,152,1.057 
"OWW04440-0359",2004,1,17.06,53.39,29.11,0.03,15.44,0.47,6.02,274,0.802 
"OWW04440-0360",2004,1,23.87,7.67,3.37,0.74,84.87,1.01,2.04,254,0.971 
"OWW04440-0361",2004,1,3.39,74.55,16.87,0,8.56,0.29,5.35,6,1.526 
"OWW04440-0362",2004,1,6.01,99.95,0,0,0.04,0,4.23,663,1.371 
"OWW04440-0368",2004,1,56.43,1.37,0.55,0.14,97.92,1.44,12.6,233,0.978 
"OWW04440-0369",2004,1,16.3,0.03,0,0.01,99.73,1.33,13.43,3,1.507 
"OWW04440-0373",2004,1,107.42,52.8,8.1,1.07,37.77,2.5,16.21,93,1.149 
"OWW04440-0377",2004,1,50.05,48.22,0,1.11,50.39,1.26,18.37,81,1.26 
"OWW04440-0378",2004,1,2.38,65.44,8.47,0.86,25.2,1.37,104.22,356,1.119 
"OWW04440-0380",2004,1,60.56,94.77,0.09,0,5.07,0.89,2.58,271,1.083 
"OWW04440-0381",2004,1,39.29,52.06,0.04,1.36,6.18,1.79,4.7,524,0.774 
"OWW04440-0382",2004,1,249.42,98.95,0,0.47,0.46,0.92,24.18,222,1.162 
"OWW04440-0384",2004,1,4.52,96.39,0,0.01,3.58,1.33,11.09,235,1.109 
"OWW04440-0386",2004,1,0.72,50.62,0,0,49.37,1.49,33.1,374,0.962 
"OWW04440-0387",2004,1,181.02,47.99,0.01,0.77,13.69,1.97,6.06,244,0.928 
"OWW04440-0389",2004,1,3.39,91.71,0.26,0,0,1.81,8.99,79,1.329 
"OWW04440-0394",2004,1,312.63,74.32,1.07,3.05,9,2.44,115.01,142,1.133 
"OWW04440-0398",2004,1,7.19,13.33,9.16,0.88,76.61,0.95,11.68,164,1.285 
"OWW04440-0400",2004,1,2.98,2.1,0.03,0,97.83,1.09,9.36,268,0.922 
"OWW04440-0401",2004,1,6.75,43.1,30.54,0.85,21.42,2.28,28.71,9,1.621 
"OWW04440-0403",2004,1,167.97,6.68,0.02,0.5,54.78,1.27,1.67,427,0.71 
"OWW04440-0405",2004,1,313.96,5.83,0.01,0.03,22.54,0.39,0.65,238,0.824 
"OWW04440-0410",2004,1,31.32,75.29,0.0057,0.04,24.47,0.9,10.37,379,0.935 
"OWW04440-0416",2004,1,74.18,8.28,0.7,0.57,90.42,1.68,16.15,243,0.89 
"OWW04440-0418",2004,1,32.5,26.4,7.75,0.05,65.79,1.22,24.62,241,0.757 
"OWW04440-0419",2004,1,17.34,16.33,1.14,0.84,58.35,1.07,37.74,269,0.973 
"OWW04440-0420",2004,1,35.72,45.89,0.2,1.37,51.92,1.59,21.5,440,1.122 
"OWW04440-0423",2004,1,39.39,52,0,0.0023,47.88,1.04,6.32,232,0.831 
"OWW04440-0425",2004,1,291.05,61.07,9.34,0.23,25.98,0.97,7.86,35,1.596 
"OWW04440-0426",2004,1,119.48,60.67,0.12,15.01,22.6,4.08,282.37,293,1.116 
"OWW04440-0427",2004,1,48.11,77.62,13.14,0.02,7.03,1.3,3.65,232,0.77 
"OWW04440-0428",2004,1,0.62,100,0,0,0,0,0.64,335,0.77 
"OWW04440-0429",2004,1,10102.16,0.09,0.02,0.28,0.3,0.93,1.48,772,0.315 
"OWW04440-0432",2004,1,265.97,2.73,0.34,7.24,89.64,2.6,115.56,204,1.031 
"OWW04440-0433",2004,1,11.19,45.46,7.83,0,46.69,0.33,5.2,24,1.474 
"OWW04440-0435",2004,1,95.67,1.25,0.6,0,27.49,0.76,1.31,364,0.897 
"OWW04440-0436",2004,1,8.9,4.41,9.32,83.53,1.36,8.67,825.51,1,1.299 
"OWW04440-0437",2004,1,21.87,54.16,3.92,0.71,40.07,1.76,10.41,103,1.074 
"OWW04440-0439",2004,1,4.02,76.18,2.05,12.64,9.1,2.09,32.15,8,1.125 
"OWW04440-0440",2004,1,17.09,9.77,0.64,0,89.03,1.72,11.2,308,0.802 
"OWW04440-0442",2004,1,19.95,47.74,0,0.29,51.95,1.94,24.59,354,1.16 
"OWW04440-0445",2004,1,37.58,41.25,0.01,50.25,4.3,7.98,819.11,242,0.799 
"OWW04440-0447",2004,1,3.77,97.68,0,0.02,2.29,0.87,20.44,399,0.857 
"OWW04440-0451",2004,1,112.62,12.65,0,0,14.15,1.45,0.89,494,0.68 
"OWW04440-0453",2004,1,16.17,0.96,1.31,0,97.72,1.09,3.27,61,1.279 
"OWW04440-0456",2004,1,62.28,6.47,0.62,0.0014,88.56,1.24,2.75,199,0.998 
"OWW04440-0457",2004,1,7.43,83.82,1.91,2.13,11.17,1.49,18.67,79,1.41 
"OWW04440-0458",2004,1,12.58,76.23,0.85,1.66,21.24,1.74,63.71,62,1.253 
"OWW04440-0459",2004,1,39.7,64.55,21.2,0.54,13.56,0.85,0.95,360,0.908 
"OWW04440-0464",2004,1,1.91,10.12,1.03,7.58,80.93,1.72,258.95,275,0.899 
"OWW04440-0465",2004,1,61.75,89.26,0.41,0.02,7.44,0.99,12.09,58,1.454 
"OWW04440-0466",2004,1,138.64,62.03,2.88,6.24,28.54,2.51,103.84,66,1.101 
"OWW04440-0467",2004,1,13.24,7.57,0.07,0.02,90.31,1.11,4.15,235,1.102 
"OWW04440-0469",2004,1,9.08,96.09,0,0,0.18,0.59,3.44,225,1.263 
"OWW04440-0471",2004,1,3.73,84.47,1.05,1.82,12.32,0.87,3.23,399,0.821 
"OWW04440-0472",2004,1,4.73,1.76,0,0.03,98.19,1.82,7.73,204,0.974 
"OWW04440-0473",2004,1,13.47,83.76,0,0,9.54,1.04,7.95,76,1.421 
"OWW04440-0474",2004,1,0.9,71.99,0,0,28,1.92,9.92,516,1.128 
"OWW04440-0475",2004,1,260.23,0.66,0.93,4.92,93.47,1.79,37.83,439,0.704 
"OWW04440-0480",2004,1,16.49,4.05,0.38,0.1,95.45,1.37,12.05,347,0.964 
"OWW04440-0481",2004,1,60.05,72.12,1.42,2.02,22.57,1.71,39.61,158,1.443 
"OWW04440-0482",2004,1,17.73,20.58,5.82,0.78,72.8,1.53,47.12,239,0.759 
"OWW04440-0483",2004,1,63.73,5.67,1.56,0.46,74.98,1.37,2.84,313,0.848 
"OWW04440-0485",2004,1,0.92,58.47,1.45,0,29.91,2.62,6.71,61,1.342 
"OWW04440-0487",2004,1,14.97,43.05,25.28,0.006,31.61,0.8,8.15,311,0.817 
"OWW04440-0488",2004,1,8.01,5.82,0.1,0.11,93.96,1.43,8.33,357,0.704 
"OWW04440-0489",2004,1,22.8,86.91,0,0.35,12.52,1.5,8.66,18,1.722 
"OWW04440-0493",2004,1,2655.63,0.22,0.19,0.7,70.45,1.49,5.82,403,0.638 
"OWW04440-0496",2004,1,250.85,86.86,0.16,0.16,12.8,1.41,8.41,202,1.142 
"OWW04440-0498",2004,1,56.26,59.14,1.24,2.05,37.56,2.5,75.37,95,1.174 
"OWW04440-0499",2004,1,24.34,89.47,0.5,0.01,8.91,0.95,2.54,121,1.225 
"OWW04440-0502",2004,1,9.63,62.74,0,0.07,37.17,1.45,35.11,214,1.365 
"OWW04440-0504",2004,1,29.01,28.35,3.71,0.05,67.86,1.62,25.94,190,0.941 
"OWW04440-0506",2004,1,71.08,55.39,0.41,0.18,44.01,1.43,18.22,237,1.011 
"OWW04440-0507",2004,1,35.37,47.78,18.56,0.27,32.01,0.81,6.18,425,0.702 
"OWW04440-0511",2004,1,10.2,92.34,0.69,0.03,6.92,1.61,9.35,529,1.026 
"OWW04440-0513",2004,1,108.4,0.52,2.28,0,10.85,1.5,0.25,726,0.537 
"OWW04440-0514",2004,1,17,99.3,0.47,0.04,0.18,1.24,5.76,302,0.971 
"OWW04440-0515",2004,1,28.43,22.53,5.05,11.44,58.36,3.89,51.08,15,1.191 
"OWW04440-0516",2004,1,3,97.03,0,0.02,2.93,1.18,20.69,395,1.327 
"OWW04440-0518",2004,1,21.91,53.14,0.37,0.5,45.97,1.64,18.47,329,0.996 
"OWW04440-0526",2004,1,26.8,87.01,0,0.04,12.94,0.88,7.96,233,1.441 
"OWW04440-0528",2004,1,71.55,24.72,6.1,0.11,69.05,1.32,20.81,259,0.871 
"OWW04440-0529",2004,1,0.7,95.66,0,0,4.33,1.74,2.14,184,1.431 
"OWW04440-0530",2004,1,177.23,31.92,30.58,2.83,34.65,1.63,64.43,186,0.761 
"OWW04440-0531",2004,1,1017.36,1.95,0.68,1.27,88.17,1.54,18.12,489,0.692 
"OWW04440-0535",2004,1,21.4,22.81,0.26,0.07,76.6,1.04,9.7,387,0.82 
"OWW04440-0538",2004,1,1.68,88.05,0,0,11.94,2.2,28.48,287,1.01 
"OWW04440-0542",2004,1,69.49,99.6,0,0.0026,0.39,0.54,7.55,924,2.133 
"OWW04440-0544",2004,1,80.53,57.79,0,3.15,39.04,1.51,31.96,189,1.113 
"OWW04440-0546",2004,1,119.1,76.62,2.84,0.07,6.8,1.34,30.77,173,0.98 
"OWW04440-0548",2004,1,0.93,98.26,1.53,0,0.19,0.11,10.67,385,1.388 
"OWW04440-0551",2004,1,34.11,36.9,0,0,63.03,0.92,10.56,274,0.795 
"OWW04440-0552",2004,1,12.13,42.14,0.97,0.19,55.54,0.9,6.14,128,0.96 
"OWW04440-0553",2004,1,110.38,86.94,2.78,0.21,6.75,0.89,13.33,48,1.5 
"OWW04440-0554",2004,1,4.46,55.93,17.7,1.61,22.86,3.04,53.48,127,1.199 
"OWW04440-0558",2004,1,10.78,96.42,0,0.0083,1.15,1.65,14.2,422,1.703 
"OWW04440-0560",2004,1,3.26,19.44,0,0,80.55,1.62,7.26,256,0.852 
"OWW04440-0565",2004,1,65.22,50.31,0.82,0.3,48.05,0.87,5.89,157,1.121 
"OWW04440-0567",2004,1,105.59,77.89,6.2,0.16,15,0.68,3.22,357,0.827 
"OWW04440-0568",2004,1,66.89,28.71,1.09,0.0027,69.91,1.16,11.03,155,0.969 
"OWW04440-0570",2004,1,54.83,64.01,0.75,1.26,33.89,1.78,22.26,403,1.143 
"OWW04440-0571",2004,1,725.94,3.35,3.08,1.2,92.35,1.34,6.33,293,0.767 
"OWW04440-0575",2004,1,1.48,37.93,5.53,0,56.53,1.1,28.38,122,0.945 
"OWW04440-0576",2004,1,29.26,87.24,0,0.1,12.64,1.41,8.25,235,1.085 
"OWW04440-0578",2004,1,361.85,79.03,0.51,0.19,20.25,1.23,10.29,317,1.048 
"OWW04440-0579",2004,1,2.64,6.57,1.26,0,3.81,1.69,6.92,184,1.09 
"OWW04440-0582",2004,1,391.66,37.63,3.78,7.37,49.71,2.78,221.85,28,1.076 
"OWW04440-0584",2004,1,1.32,0.81,0.27,0,98.91,0.95,7.15,115,1.167 
"OWW04440-0585",2004,1,8,0.93,1.76,0.71,96.37,1.69,14.99,11,1.517 
"OWW04440-0586",2004,1,9.76,97.61,0.2,1.95,0.19,0.73,58.1,352,1.272 
"OWW04440-0587",2004,1,212.97,50.36,0.82,1.22,46.74,1.37,10.54,223,1.06 
"OWW04440-0592",2004,1,45.82,18.55,1.5,58.48,19.44,8.08,832.45,191,0.892 
"OWW04440-0594",2004,1,0.61,37.95,10.07,0,51.97,1.45,28.46,66,1.047 
