"SITE_ID","VISIT_NO","DATE_COL","SAMPLED","COM_IM","STAT_ID","QCCSCOND","COM_QCCS","STRMCOND","COM_COND","STRM_DO","COM_DO","STRMTEMP","COM_TEMP","TIME_COM","TEAM_ID","NAME_1","BIOMOR1","GEOMOR1","FORMS1","NAME_2","BIOMOR2","GEOMOR2","FORMS2","NAME_3","BIOMOR3","GEOMOR3","FORMS3","NAME_4","BIOMOR4","GEOMOR4","FORMS4","NAME_5","BIOMOR5","GEOMOR5","FORMS5","NAME_6","NAME_7","NAME_8","COM_CREW","TIME","YEAR" 
"OWW04440-0340",1,08/12/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",19," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","2:25",2004 
"OWW04440-0341",1,06/29/2004,"Yes"," ","X", ," ",6.5,"pH = 6.94", ," ",25.5," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","16:00",2004 
"OWW04440-0346",1,08/12/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",17.5," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:40",2004 
"OWW04440-0349",1,07/28/2004,"Yes"," ","X", ," ",7.1," ", ," ",24.1," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:50",2004 
"OWW04440-0353",1,08/04/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",24," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:15",2004 
"OWW04440-0356",1,09/19/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",17," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","16:22",2004 
"OWW04440-0358",1,08/24/2004,"Yes"," ","X", ," ",6.9,"pH = 7.16; conductivity = 0.003 ms/cm; turbidity = 3.0 ntu", ," ",17," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:30",2004 
"OWW04440-0359",1,07/12/2004,"Yes"," ","X", ," ",7.8," ", ," ",23.6," "," ","4"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","15:30",2004 
"OWW04440-0360",1,07/28/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",18.5," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:30",2004 
"OWW04440-0361",1,06/20/2004,"Yes"," ","X", ," ", ,"Team left blank.", ," ",24.6," ","AM","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:30",2004 
"OWW04440-0362",1,08/10/2004,"Yes"," ","X", ," ",8.2," ", ," ",16.4," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","17:30",2004 
"OWW04440-0368",1,09/10/2004,"Yes"," ","F", ," ", ,"TEAM LEFT BLANK", ," ",17.9," ","AM","3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0369",1,06/22/2004,"Yes"," ","F", ," ", ,"Team left blank.", ," ",29.5," ","am","3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:00",2004 
"OWW04440-0373",1,07/29/2004,"Yes"," ","X", ," ",14.7,"Conductivity 350 pH: 7.1", ," ",21.9," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","12:36",2004 
"OWW04440-0377",1,06/24/2004,"Yes"," ","X", ," ",7.2,"pH:7.45", ," ",24,"CONDUCTIVITY: 205.0"," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:30",2004 
"OWW04440-0378",1,09/16/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",15," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:00",2004 
"OWW04440-0380",1,08/05/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",26," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0381",1,08/06/2004,"Yes"," ","X", ," ",6.4," ", ," ",26.3," "," ","6"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","13:00",2004 
"OWW04440-0382",1,09/23/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",18," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","17:45",2004 
"OWW04440-0383",1,07/26/2004,"Sampling failed"," ","X", ," ", ,"TEAM LEFT BLANK", ," ", ,"TEAM LEFT BLANK","TEAM LEFT BLANK","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",":",2004 
"OWW04440-0384",1,08/05/2004,"Yes"," ","X", ," ",9.4," ", ," ",20," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0386",1,07/20/2004,"Sampling failed"," ","X", ," ", ,"TEAM LEFT BLANK", ," ", ,"TEAM LEFT BLANK","TEAM LEFT BLANK","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",":",2004 
"OWW04440-0387",1,08/04/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",27," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:00",2004 
"OWW04440-0389",1,06/22/2004,"Yes"," ","X", ," ",7.5,"ph 6.28", ," ",20,"TEMP CORRECTED COND 24.3MS"," ","4"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:55",2004 
"OWW04440-0393",1,06/16/2004,"Yes"," ","F", ," ", ,"Team left blank.", ," ",28.5," ","AM","3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:30",2004 
"OWW04440-0394",1,08/11/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",19," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","14:00",2004 
"OWW04440-0398",1,09/12/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",20," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","15:50",2004 
"OWW04440-0400",1,07/09/2004,"Yes"," ","X", ," ",5.6,"pH 7.21", ," ",16," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:00",2004 
"OWW04440-0401",1,10/04/2004,"Sampling failed"," "," ", ," ", ," ", ," ", ," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",2004 
"OWW04440-0403",1,09/20/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",23," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","16:30",2004 
"OWW04440-0405",1,07/21/2004,"Yes"," ","X", ," ",6.3,"DO% SAT = 89.0, pH = 7.5", ," ",32.9,"SPC = 0.293 US/CM, TDS = 0.2 G/L"," ","8"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","18:34",2004 
"OWW04440-0410",1,08/10/2004,"Yes"," ","X", ," ",8.7," ", ," ",18.9," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:20",2004 
"OWW04440-0416",1,07/21/2004,"Yes"," ","X", ," ",5.3," ", ," ",21.2," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:30",2004 
"OWW04440-0418",1,10/10/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",13," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","9:40",2004 
"OWW04440-0419",1,08/03/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",35,"I SHOULD HAVE TAKEN TEMP DOWN TOWARD DOWN-SITE AS WELL AS UP AT X-SITE.  TEMP WA"," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:50",2004 
"OWW04440-0420",1,10/15/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",14.5," ","EASTERN STANDARD TIME.","7"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","8:16",2004 
"OWW04440-0423",1,08/09/2004,"Yes"," ","X", ," ",8.9," ", ," ",16.8," "," ","4"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","16:35",2004 
"OWW04440-0425",1,08/11/2004,"Sampling failed"," ","X", ," ", ,"TEAM LEFT BLANK", ," ", ,"NO MEASUREMENT TAKEN.","TEAM LEFT BLANK","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",2004 
"OWW04440-0426",1,08/12/2004,"Yes"," ","F", ," ", ,"TEAM LEFT BLANK", ," ",19.1," "," ","3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:15",2004 
"OWW04440-0427",1,08/17/2004,"Yes"," ","X", ," ",10.6," ", ," ",13.7," "," ","4"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","12:35",2004 
"OWW04440-0428",1,07/08/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",20," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:15",2004 
"OWW04440-0429",1,08/10/2004,"Yes"," ","X", ," ",5.1," ", ," ",26.3," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:15",2004 
"OWW04440-0432",1,09/12/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",19.1," ","AM","3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0433",1,06/28/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",23.5," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:00",2004 
"OWW04440-0435",1,08/25/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",24," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:26",2004 
"OWW04440-0436",1,07/17/2004,"Yes"," ","K", ," ", ,"TEAM LEFT BLANK", ," ",25," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","14:30",2004 
"OWW04440-0437",1,09/02/2004,"Yes"," ","X", ," ",4.6,"SPECIFIC COND EQUALS 120", ," ",21.7,"PH EQUALS 6.5"," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:22",2004 
"OWW04440-0439",1,09/01/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",21," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:30",2004 
"OWW04440-0440",1,06/30/2004,"Yes"," ","X", ," ",10," ", ," ",19.6," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","16:29",2004 
"OWW04440-0442",1,08/15/2004,"Yes"," ","F", ," ", ,"TEAM LEFT BLANK", ," ",17.9," ","PM","3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","12:00",2004 
"OWW04440-0445",1,06/23/2004,"Yes"," ","X", ," ",4," ", ," ",23.5," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0447",1,07/21/2004,"Sampling failed"," ","X", ," ", ,"TEAM LEFT BLANK", ," ", ,"TEAM LEFT BLANK","TEAM LEFT BLANK","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",":",2004 
"OWW04440-0451",1,08/24/2004,"Yes"," ","X", ," ",6.9,"spc 2390 us/cm", ," ",26.6,"TDS 1500 G/L","DO% 86.1 % SAT","8"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","14:33",2004 
"OWW04440-0453",1,06/24/2004,"Yes"," ","X", ," ",6,"PH - 8.14", ," ",26,"COND.-467.2US"," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","12:00",2004 
"OWW04440-0455",1,08/17/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",15.7," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","8:50",2004 
"OWW04440-0456",1,08/06/2004,"Yes"," ","D", ," ", ,"TEAM LEFT BLANK", ," ",17," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:00",2004 
"OWW04440-0457",1,06/17/2004,"Yes"," ","X", ," ", ,"Team left blank.", ," ",22," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:03",2004 
"OWW04440-0458",1,08/16/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",19," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","13:05",2004 
"OWW04440-0459",1,10/04/2004,"Yes"," "," ", ," ",11.7,"Taken upstream of K. About 17m.", ," ",6.6,"PH = 5.3"," ","5"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:39",2004 
"OWW04440-0464",1,07/11/2004,"Yes"," ","E", ," ",9.4,"Taken between D and E transects.", ," ",18," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:05",2004 
"OWW04440-0465",1,10/01/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",20.5," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","15:00",2004 
"OWW04440-0466",1,08/03/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",21," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:00",2004 
"OWW04440-0467",1,07/20/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",23," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0469",1,07/27/2004,"Yes"," ","F", ," ", ,"TEAM LEFT BLANK", ," ",21," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:05",2004 
"OWW04440-0471",1,06/24/2004,"Yes"," ","X", ," ",9.4," ", ," ",10.7," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:30",2004 
"OWW04440-0472",1,07/14/2004,"Yes"," ","X", ," ",9.5," ", ," ",21.5," "," ","5"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","15:25",2004 
"OWW04440-0473",1,07/30/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",24," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","12:00",2004 
"OWW04440-0474",1,08/19/2004,"Yes"," ","F", ," ", ,"TEAM LEFT BLANK", ," ",15.1," "," ","3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0475",1,08/26/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",21.5," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:30",2004 
"OWW04440-0479",1,07/27/2004,"Sampling failed"," ","X", ," ", ,"TEAM LEFT BLANK", ," ", ,"TEAM LEFT BLANK","TEAM LEFT BLANK","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",":",2004 
"OWW04440-0480",1,09/09/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",17," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:30",2004 
"OWW04440-0481",1,07/28/2004,"Yes"," ","F", ," ", ,"TEAM LEFT BLANK", ," ",24.8," "," ","3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:30",2004 
"OWW04440-0482",1,10/09/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",11," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","9:20",2004 
"OWW04440-0483",1,07/13/2004,"Yes"," ","X", ," ",1.4,"Questionable reading.", ," ",26.1," "," ","6"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:45",2004 
"OWW04440-0485",1,06/20/2004,"Yes"," ","X", ," ", ,"Team left blank.", ," ",21.5," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:00",2004 
"OWW04440-0486",1,09/07/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",20," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:00",2004 
"OWW04440-0487",1,06/25/2004,"Yes"," ","X", ," ",6.9," ", ," ",16," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:30",2004 
"OWW04440-0488",1,06/23/2004,"Yes"," ","X", ," ",11.3," ", ," ",16.3," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:08",2004 
"OWW04440-0489",1,06/17/2004,"Yes"," ","X", ," ", ,"Team left blank.", ," ",26," ","a.M.","3"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0493",1,06/18/2004,"Yes"," ","X", ," ",8.9," ", ," ",30.6," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","19:30",2004 
"OWW04440-0496",1,09/22/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",18," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:36",2004 
"OWW04440-0498",1,08/17/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",17.6," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:15",2004 
"OWW04440-0499",1,08/16/2004,"Yes"," ","E", ," ", ,"TEAM LEFT BLANK", ," ",19," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","15:00",2004 
"OWW04440-0502",1,07/27/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",21," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:17",2004 
"OWW04440-0504",1,09/20/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",14," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","17:00",2004 
"OWW04440-0506",1,09/14/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",17," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:30",2004 
"OWW04440-0507",1,09/11/2004,"Yes"," ","A", ," ",5.6," ", ," ",16.5," "," ","5"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:14",2004 
"OWW04440-0511",1,08/18/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",16," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","15:27",2004 
"OWW04440-0513",1,07/17/2004,"Yes"," ","X", ," ",2.6,"SPRING-FED STREAM", ," ",13.9," "," ","6"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:00",2004 
"OWW04440-0514",1,07/29/2004,"Sampling failed"," ","X", ," ", ,"TEAM LEFT BLANK", ," ", ,"TEAM LEFT BLANK","TEAM LEFT BLANK","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",":",2004 
"OWW04440-0515",1,09/07/2004,"Yes"," ","X", ," ",3.6," ", ," ",27," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:30",2004 
"OWW04440-0516",1,07/29/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",19," ","Central standard time.","7"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","08:36",2004 
"OWW04440-0518",1,09/01/2004,"Yes"," ","A", ," ",13.2,"ABOUT 10 METERS UPSTREAM OF A.", ," ",16," "," ","5"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:15",2004 
"OWW04440-0526",1,08/05/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",23," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:36",2004 
"OWW04440-0528",1,09/21/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",16," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","17:00",2004 
"OWW04440-0529",1,07/27/2004,"Yes"," ","F", ," ", ,"TEAM LEFT BLANK", ," ",21.4," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0530",1,10/07/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",9," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","9:30",2004 
"OWW04440-0531",1,10/14/2004,"Yes"," ","X", ," ",9.8," ", ," ",7," "," ","6"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","9:15",2004 
"OWW04440-0535",1,08/12/2004,"Yes"," ","X", ," ",9.3," ", ," ",15.2," "," ","4"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","13:55",2004 
"OWW04440-0538",1,10/15/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",10," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","09:10",2004 
"OWW04440-0542",1,10/11/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",12," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0544",1,09/09/2004,"Yes"," ","I", ," ", ,"TEAM LEFT BLANK", ," ",19," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:23",2004 
"OWW04440-0546",1,08/20/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",18," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","13:20",2004 
"OWW04440-0548",1,07/15/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",19.4," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:00",2004 
"OWW04440-0551",1,08/10/2004,"Yes"," ","X", ," ",9.3," ", ," ",13.7," "," ","4"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","17:48",2004 
"OWW04440-0552",1,07/31/2004,"Yes"," ","X", ," ",11.3," ", ," ",27.9," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","1:12",2004 
"OWW04440-0553",1,10/08/2004,"Sampling failed"," "," ", ," ", ," ", ," ", ," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",2004 
"OWW04440-0554",1,08/15/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",13," "," ","2"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","10:05",2004 
"OWW04440-0557",1,09/16/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",14," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","12:00",2004 
"OWW04440-0558",1,10/07/2004,"Yes"," ","X", ," ", ,"TEAM LEFT BLANK", ," ",15," "," ","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:55",2004 
"OWW04440-0560",1,09/01/2004,"Yes"," ","X", ," ",7.7," ", ," ",17.9," "," ","4"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","13:03",2004 
"OWW04440-0565",1,08/25/2004,"Sampling failed"," "," ", ," ", ," ", ," ", ," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",2004 
"OWW04440-0567",1,08/11/2004,"Yes"," ","X", ," ",9.5," ", ," ",13.2," "," ","4"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","13:00",2004 
"OWW04440-0568",1,07/30/2004,"Yes"," ","K", ," ",8," ", ," ",21.4," "," ","5"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","11:36",2004 
