"OBJECTID","SITE_CD","STRM_NM","MS_CD","UID","DT","MRG_SITE_CD","VST_NMBR","MIDLAT","MIDLONG","PRJCT","PRTCL","STRTM","DSGN_TYP","INDCTR_CLLCTD","STRM_ORDR","STRM_SZ_ORDER","STRM_SZ_BNK","NAMC_BENCHMARK","ECRGN","CLIMATE","BTMLAT","BTMLONG","TRLAT","TRLONG","TOT_RCH_LEN","FLD_STATUS","PCT_OVRHD_CVR","BK_OVRHD_CVR","VEG_CMPLXTY","RPRN_VEG_CNPY_CVR","RPRN_VEG_UNDRSTRY_CVR","RPRN_VEG_GC","NON_NTVE_WDY","NTVE_WDY","NON_NTVE_HRB","NTVE_HRB","SDGE_RSH","INVSVE_INVRT_SP","OBSRVD_INVRT_RCHNSS","EXPCTD_INVRT_RCHNSS","OE_MACROINVRTBRTE","MMI_MACROINVRTBRTE","OE_MMI_MOD_USD","MOD_APPLCBLTY","MACROINVRTBRTE_CNT","TTL_N","PRD_TTL_N","TTL_P","PRD_TTL_P","SPCFC_CNDCTNCE","PRD_SPCFC_CNDCTNCE","pH","INSTNT_TEMP","MN_AG_TEMP","TRBDTY","PCT_PL","RES_PL_DEP","NM_PL","PL_FREQ","LWD_FREQ","LWD_VL","PCT_FN2","PCT_FN6","D16","D84","D50","GMTRC_MN_PRTCLE_DIAM","PL_TL_FN2","PL_TL_FN6","BankCoverFoliar","BankCoverBasal","BnkCoverFoliar_Stab","BNK_STBLTY","BNK_CVR_BDRCK","BNK_CVR_CBBLE","BNK_CVR_LWD","BnkCoverFoliarVeg","BnkCoverBasalVeg","BNKFLL_HT","INCSN_HT","CHN_INCSN","FLDPLN_CNNCTVTY","INSTRM_HBTT_CMPLXTY","BNK_AN","THLWG_DEP_CV","THLWG_DEP_MN","PCT_DRY","BNKFLL_WT","WTTD_WT","FLD_WT","ENTRCH","SLPE","SNSTY","HMNINFLNC","BVR_FLW_MD","BVR_SGN","SD_CHNNLS","WTR_WTHDRWL","geometry"
9247,"RA-TR-001","Deep Gulch","RA-TR-001","5A542E6E-9845-4D46-A452-92A0C5BCF5AF",2016-08-15,NA,"1",41.342837,-107.503948,"WY_RawlinsFO","WADEABLE",NA,"Targeted","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.342211,-107.504346,41.343162,-107.503478,150,"Sampled - Full Reach",0,0,0.45,0,0.05,0,0,95,9,100,100,"ABSENT",3,7.86204449,0.38158014,NA,"WY2018_WYOMING BASIN","Pass",300,433.3,383.3,15.6,29.3,1371,392.2,8.3,15.5,15.83,NA,0.8,0.08,1,6.7,0,0,97.3,97.3,1,1,1,1,NA,NA,NA,74,NA,98,0,0,0,NA,52,0.09,0.2,-0.67,NA,0.17,NA,NA,NA,NA,1.73,1.25,4.6,2.66,1.33,1.17,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-107.50395888027, 41.3428434453232)
9248,"XE-LS-5008","RED CREEK","BLM13-5008","10372",2013-06-07,NA,"1",41.0678,-109.174,"WRSA","WADEABLE","XE_EPLAT","Random","Core","3","LS","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",41.06763,-109.17484,41.06777,-109.17315,150,"Sampled - Full Reach",0.1,2.9,0.61,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",2,10.61540797,0.18840538,NA,"WY2018_WYOMING BASIN","Pass",194,339.7,198,21.2,22.8,635,394.3,NA,22,17.22,NA,NA,NA,NA,NA,0,0,44.8,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,45,NA,NA,NA,NA,NA,0.3,0.74,-0.27,2.16,0.03,NA,0.36,0.09,0,10.12,3.21,NA,NA,0.73,1.05,NA,"NONE","ABSENT","ABSENT",NA,c(-109.17401120922, 41.067806283654)
9249,"MT-SS-23717","MOQUI CANYON","BLMMaster-23717","CDCD5CA0-951D-4774-A8DF-786DEE127285",2018-10-08,NA,"1",37.454812,-110.497014,"UT_CanyonCountryDO","WADEABLE","Monticello","Random","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",37.455153,-110.497496,37.454705,-110.496126,150,"Sampled - Full Reach",40.4,52.1,0.89,0.31,0.32,0.22,5,100,0,100,100,"ABSENT",4,6.04010657,0.66223997,NA,"UT_DEQ_2015",NA,400,142.5,278.8,19.5,21.1,186.6,532,7.1,14.8,22.64,NA,0,NA,0,0,2,0.136,100,100,2,2,2,1,NA,NA,NA,52,NA,90,6,0,2,NA,42,0.19,0.24,-0.82,1.13,0.07,164,0.66,0.04,NA,4.41,1.8,9.28,2.39,3.5,1.15,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-110.497025058225, 37.4548177411395)
9250,"OT-SS-7141","Trout Creek","BLM13-7141","6024378460",2014-07-04,NA,"1",44.998818,-108.020388,"WRSA","WADEABLE","Other","Random","Core","2","SS","SmallWadeable","RangelandPlains_SmallWadeable","RangelandPlains","Plains",44.998996,-108.021649,44.998955,-108.019633,200,"Sampled - Partial Reach",11.5,50.5,1.47,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",10,13.319799,0.75076208,NA,"WY2018_BIGHORN BASIN FOOTHILLS","Pass",298,138,171.5,14.5,9.8,279,302.2,8.5,11.9,13.32,NA,NA,NA,NA,NA,4,0.175,4.6,7.4,21,120,60,5,NA,NA,NA,59,NA,86,NA,NA,NA,NA,NA,0.28,0.61,-0.37,1.65,0.76,118,0.22,0.3,0,6.46,4.83,NA,NA,NA,NA,NA,"MINOR","COMMON","ABSENT",NA,c(-108.020399559964, 44.9988248260945)
9251,"OT-LS-7015","WHITEWATER CREEK","BLM13-7015","34DE0B29-6F0D-461F-A36B-3AC5164781A8",2019-09-06,NA,"2",48.703156,-107.598955,"WRSA","WADEABLE","Other","Random","Core","4","LS","LargeWadeable","RangelandPlains_LargeWadeable","RangelandPlains","Plains",48.701762,-107.598813,48.703509,-107.599502,304.8,"Sampled - Partial Reach",0,51.1,NA,NA,NA,NA,0,0,6,6,100,NA,NA,NA,NA,NA,NA,NA,NA,756.6,243.3,38.3,31.4,1488,444.2,8.48,16.5,NA,NA,11.04,1.53,NA,4.7,0,0,50,50.7,1,50,4,2,NA,NA,97,NA,90,90,0,0,0,78,NA,0.49,0.75,-0.44,1.22,NA,NA,0.42,0.64,0,14.68,11.4,36.39,3,0.1,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-107.598967197804, 48.7031632396378)
9253,"KN-SS-10785","DRY FORK SMITHS FORK","BLMMaster-10785","15C826DE-29AF-4AAA-98EE-BB39F184D91B",2017-07-17,NA,"1",42.416513,-110.870549,"WY_HighDesertDO","WADEABLE","Kemmerer Field Office No-GRSG","Random","Core","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",42.416193,-110.870745,42.416937,-110.870312,150,"Sampled - Full Reach",1.1,28.3,1.47,0,0.06,0.01,0,100,18,100,100,"ABSENT",3,8.94856599,0.33524925,NA,"WY2018_SEDIMENTARY MNTS","Pass",173,89.1,174.9,4.7,16.8,369.5,263.6,8.1,14.5,12.97,1.31,NA,0.51,10,66.7,0,0,15.2,17.6,5,45,21,4,NA,NA,NA,81,NA,79,0,8,0,NA,62,0.3,0.5,-0.53,1.35,0.16,NA,0.64,0.32,0,3.53,2.14,5.05,1.46,0.43,1.67,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-110.870560762102, 42.4165193019858)
9254,"RA-SS-10777","Cherry Creek","BLMMaster-10777","C006E1CD-EC91-48B5-8145-717C458D5C0A",2016-06-08,NA,"1",42.330969,-107.302618,"WY_RawlinsFO","WADEABLE","Rawlins Field Office","Random","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.331358,-107.302449,42.330322,-107.302594,150,"Sampled - Full Reach",87.8,88.2,1.3,0.13,0.19,0.45,0,100,14,100,100,"ABSENT",3,7.13899899,0.42022698,NA,"WY2018_WYOMING BASIN","Pass",293,109.6,135.3,5.7,14.3,183.8,355.5,8.3,7.8,15.17,NA,43.47,0.37,11,73.3,0,0,44.3,44.9,1,85,19,3,NA,NA,NA,29,NA,79,0,4,0,NA,34,0.22,0.48,-0.45,NA,1.3,NA,NA,NA,NA,4.8,3.83,19.12,3,2.83,1.3,NA,"MINOR","RARE","ABSENT","ABSENT",c(-107.302628972849, 42.3309755816572)
9255,"PS-SS-15065","LITTLE COTTONWOOD CREEK","BLMMaster-15065","1606C995-6EA9-4E03-B766-594B7F4263EB",2018-07-16,NA,"1",42.72441,-110.41352,"WY_HighDesertDO","WADEABLE","Pinedale Field Office Yes-GRSG","Random","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.72419,-110.41287,42.724192,-110.414124,150,"Sampled - Full Reach",66.7,89,1.45,0,0.36,0.53,0,100,5,100,100,"ABSENT",8,11.77272447,0.67953684,NA,"WY2018_HIGH VALLEYS","Pass",299,NA,107.7,NA,19.6,461,235.4,8.19,18.3,12.19,3.59,35.39,0.25,10,66.7,0,0,17.6,22.4,2,51,24,3,NA,NA,NA,81,NA,90,0,1,0,NA,51,0.27,0.38,-0.68,1.24,NA,NA,0.48,0.19,0,2.92,1.94,5.94,1.61,0.74,1.46,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-110.413531712527, 42.7244163735718)
9256,"PN-SS-13921","PERKINS CREEK","BLMMaster-13921","7B0AF709-4DB7-4AD5-BB31-6F32662CE443",2018-08-19,NA,"1",42.24404,-110.51563,"WY_HighDesertDO","WADEABLE","Pinedale Field Office No-GRSG","Random","Core","1","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.24363,-110.51551,42.24464,-110.51564,150,"Sampled - Full Reach",53.6,63.9,0.47,0,0.04,0.09,0,100,59,100,68,"ABSENT",3,8.31741095,0.36068916,NA,"WY2018_WYOMING BASIN","Pass",294,NA,219.7,NA,20.1,461,355.9,8.86,14,11.6,11.67,17.6,0.17,7,46.7,0,0,29,41.4,2,45,9,3,NA,NA,NA,2,NA,5,0,4,0,NA,15,0.24,0.31,-0.77,1.28,NA,NA,1.01,0.04,0,1.63,0.55,5.4,2.7,NA,1.33,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-110.515641661601, 42.244046312306)
9257,"GWS-SR-37725","12345 FID00204653 WHITE RIVER","GWS-SR-37725","2865AE4B-496F-4C19-8815-3CDEF49E2986",2018-08-05,NA,"1",39.931553,-109.291716,"UT_GreenRiverDO","WADEABLE","White","SystematicRandom","Core","6","RV","LargeWadeable","EasternXericBasin_LargeWadeable","EasternXericBasin","Xeric",39.928959,-109.291295,39.934634,-109.29272,748,"Sampled - Full Reach",0.3,26.5,1.24,0.16,0.23,0.27,100,91,77,100,82,"ABSENT",8,7.87855252,1.01541495,NA,"UT_DEQ_2015",NA,400,362.7,184.2,61.4,19.8,869,462.3,8.22,22,20.35,NA,0,NA,0,0,4.278,1.759,43.8,46.2,1,85,12,3,NA,NA,NA,31,NA,71,0,5,1,NA,31,0.6,1.11,-0.21,1.37,0.3,138,0.57,0.79,0,30.22,26.63,100.8,3,0.11,1.16,NA,"NONE","COMMON","ABSENT","ABSENT",c(-109.291727087663, 39.9315591368728)
9258,"KN-SS-12385","SAWMILL CREEK","BLMMaster-12385","2FD14983-5B06-498C-BBAD-6C93FEF00F8F",2018-08-01,NA,"1",42.23693,-110.84984,"WY_HighDesertDO","WADEABLE","Kemmerer Field Office No-GRSG","Random","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",42.23685,-110.850573,42.237189,-110.849331,150,"Sampled - Full Reach",5.9,45.7,1.06,0,0.1,0.05,0,100,45,100,100,"ABSENT",8,11.92080916,0.67109538,NA,"WY2018_HIGH VALLEYS","Pass",297,221.9,172.5,15.8,17.2,470,429,8.38,9,12.86,2.79,10.65,0.15,4,26.7,1.333,0.058,13.8,25.2,3,73,18,3,NA,NA,NA,90,NA,76,0,2,0,NA,70,0.28,0.3,-0.92,1.04,NA,NA,0.22,0.18,0,2.66,1.75,10.54,3,2.45,1.38,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-110.849851730833, 42.2369362840739)
9259,"PN-LS-20185","NORTH PINEY CREEK","BLMMaster-20185","BC8564BC-035A-49F0-9DAC-021A00585022",2019-08-21,NA,"1",42.645477,-110.471055,"WY_HighDesertDO","WADEABLE","Pinedale Field Office No-GRSG","Random","Core","3","LS","LargeWadeable","NorthernRockies_LargeWadeable","NorthernRockies","Mountains",42.64502,-110.469475,42.646558,-110.470813,234,"Sampled - Full Reach",0,57.1,NA,NA,NA,NA,0,0,0,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,15,330.4,278,7.11,7.6,11.75,0.51,26.92,0.33,NA,12.8,0.389,0.031,4.3,5.2,29,151,85,6,NA,NA,100,NA,74,74,0,56,0,43,NA,0.47,0.73,-0.44,1.3,NA,NA,0.32,0.38,0,13.8,11.4,47.55,3,1.07,1.15,NA,"MAJOR","COMMON","PRESENT","ABSENT",c(-110.471066712644, 42.6454833601508)
9260,"WD-TR-021","BIG CREEK MIM","WD-TR-021","E13758B5-A31B-4458-84A1-FA3DB22D227D",2019-09-09,NA,"3",41.582546,-111.312284,"UT_WestDesertDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.582501,-111.31192,41.582152,-111.312061,150,"Sampled - Full Reach",0,9.6,NA,NA,NA,NA,0,0,73,73,100,"ABSENT",13,9.58897328,1.35572387,NA,"UT_DEQ_2015",NA,400,378.7,214.4,31.3,17.9,365.6,275.7,8.44,10.5,13.96,NA,25.2,0.43,NA,33.3,0,0,25.2,28.1,2,27,13,3,NA,NA,52,NA,43,67,0,1,0,49,NA,0.17,0.3,-0.63,1.2,NA,106,0.42,0.42,0,4.5,3.2,9.21,3,0.48,3.7,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-111.312295731567, 41.5825521743986)
9262,"CC-SS-1017","DEER CREEK","BLMMaster-22309","172EEC34-51AB-4B7E-B091-A96671EFEFC3",2020-07-26,NA,"1",37.761139,-112.902605,"UT_ColorCountryDO","WADEABLE","CedarCityFO","Random","Core","1","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",37.761709,-112.902459,37.760609,-112.902839,150,"Sampled - Full Reach",64.6,73.9,NA,NA,NA,NA,0,100,0,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.8,NA,8.48,12.6,12.71,NA,1.97,0.09,4,26.7,0.667,0.029,56.2,68.5,1,50,2,2,NA,NA,33,NA,33,81,0,3,0,35,NA,0.11,0.39,-0.42,2.71,NA,127,0.46,0.04,0,1.13,0.41,1.66,3,15.09,1.18,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-112.902616571879, 37.7611446174056)
9263,"CA-TR-13682","ALKALI CREEK","CA-TR-13682","D4CC2BE5-4854-4D0B-BAAD-7A8DCEC82B06",2020-08-19,NA,"1",43.375602,-106.810578,"WY_CasperFO","WADEABLE",NA,"Targeted","Core","3","LS","SmallWadeable","RangelandPlains_SmallWadeable","RangelandPlains","Plains",43.376107,-106.810314,43.375113,-106.811104,150,"Sampled - Full Reach",8,46.3,NA,NA,NA,NA,5,0,77,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942,NA,7.95,17.3,16.15,0.82,19.15,0.58,3,20,0,0,73.1,75.1,1,30,1,2,NA,NA,95,NA,95,100,0,2,0,88,NA,0.12,0.14,-0.93,1.02,NA,NA,0.49,0.4,0,3.51,2.22,10.88,2.95,0.81,1.18,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-106.81058901671, 43.3756087458655)
9264,"CC-LS-1005",NA,"BLMMaster-41452","8C7E5B0E-524A-46A1-8D37-6F3459FD366B",2020-06-22,NA,"1",37.985615,-112.675127,"UT_ColorCountryDO","WADEABLE","CedarCityFO","Random","Core","3","LS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",37.985781,-112.675666,37.985323,-112.674465,150,"Sampled - Full Reach",48.8,57.5,NA,NA,NA,NA,4,81,15,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.9,NA,8.4,12.7,15.92,NA,0,NA,0,0,4,0.175,48.3,56.1,2,28,4,2,NA,NA,29,NA,29,62,0,5,0,30,NA,0.26,0.6,-0.36,1.94,NA,145,0.3,0.1,0,3.91,1.17,8.18,1.58,4.39,1.28,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-112.675138551989, 37.9856206596949)
9265,"CO-RV-27942","DRY CREEK","BLMMaster-27942","E1736C33-8532-4120-9400-CD13850E2210",2020-08-05,NA,"1",44.503029,-108.43786,"WY_CodyFO","WADEABLE",NA,"Random","Core","5","RV","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",44.502508,-108.437266,44.503361,-108.43859,150,"Sampled - Full Reach",7.8,42.8,NA,NA,NA,NA,95,5,45,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599,NA,8.03,22.4,20.15,NA,14.81,0.36,2,13.3,0,0,26,27.5,2,61,28,3,NA,NA,86,NA,86,98,0,1,0,60,NA,0.1,0.31,-0.51,1.67,NA,NA,0.6,0.23,0,3,2.71,NA,NA,0.5,1.06,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-108.437871568747, 44.5030357358843)
9266,"XS-SS-6115","UNKNOWN ","BLM13-6115","FD2A1D2D-A48C-47B7-9D58-EE22026807F8",2020-07-09,NA,"2",41.068115,-115.716761,"NV_ElkoDO","WADEABLE","TuscaroraFO","Random","Core","1","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",41.067755,-115.716082,41.068538,-115.717433,150,"Sampled - Full Reach",15.9,42,NA,NA,NA,NA,0,82,0,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5,NA,8.26,23.7,14.09,NA,0.55,0.06,1,6.7,0,0,34.8,45.2,1,29,9,2,NA,NA,48,NA,36,43,0,0,0,44,NA,0.15,0.16,-0.98,1.03,NA,NA,0.35,0.04,0,1.13,0.6,1.77,1.6,5.77,1.05,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-115.716773520814, 41.0681207627546)
9267,"WD-TR-021","BIG CREEK MIM","WD-TR-021","397FCB8E-0B3A-4865-84FA-CBB228DC2015",2020-07-14,NA,"4",41.582514,-111.31238,"UT_WestDesertDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",41.582581,-111.311771,41.582237,-111.312009,150,"Sampled - Full Reach",4.1,17.9,NA,NA,NA,NA,0,73,14,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.4,NA,8.46,8.5,13.96,NA,42.57,0.46,8,53.3,1.333,0.082,16.7,20.5,2,28,18,3,NA,NA,40,NA,33,76,0,1,0,42,NA,0.21,0.25,-0.85,1.06,NA,115,0.45,0.35,0,3.95,3.18,9.25,3,0.49,3.48,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-111.312391731582, 41.5825201743873)
9269,"TU-LS-42120","SOUTH FORK LITTLE HUMBOLDT RIVER","BLMMaster-42120","DFA512E8-29A5-4B9F-8E0D-008D0EA79F73",2020-08-10,NA,"1",41.380411,-116.873015,"NV_ElkoDO","WADEABLE","TuscaroraFO","Random","Core","4","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.380902,-116.873318,41.379761,-116.872741,150,"Sampled - Interrupted Flow",30.2,63.1,NA,NA,NA,NA,0,100,41,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,6.7,17.3,15.7,NA,NA,NA,NA,NA,3.333,0.17,32.4,32.9,1,83,34,3,NA,NA,50,NA,48,88,0,5,0,42,NA,0.19,0.43,-0.47,1.95,NA,NA,NA,0.11,49,5.61,1.35,8.61,1.34,NA,1.11,NA,"MINOR","COMMON","ABSENT","ABSENT",c(-116.87302777738, 41.3804166963928)
9270,"JA-RV-33704","SALMON FALLS CREEK","BLMMaster-33704","141E0DA5-F448-4CE2-8E8D-5F2B0EC78347",2020-09-03,NA,"1",42.257395,-114.75253,"ID_JarbidgeFO","WADEABLE",NA,"Random","Core","6","RV","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",42.257798,-114.753032,42.256804,-114.751987,150,"Sampled - Partial Reach",11.1,89.8,NA,NA,NA,NA,0,91,9,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.2,NA,6.95,15.6,18.62,NA,20.15,0.93,3,20,0.667,0.029,47.6,47.6,1,804,160,5,NA,NA,100,NA,100,100,28,5,3,61,NA,0.14,0.14,-1,1,NA,116,0.27,0.8,0,8.57,7.93,12.43,1.62,0.87,NA,NA,"NONE","RARE","ABSENT","ABSENT",c(-114.752542516504, 42.257400958738)
9271,"HU-SS-66292","BIG CREEK","BLMMaster-66292","31AD5900-4D89-4980-B377-04842C9F3AFF",2020-08-19,NA,"1",41.687095,-118.680515,"NV_WinnemuccaDO","WADEABLE","HumboldtRiverFO","Random","Core","1","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.686826,-118.679737,41.687335,-118.681359,150,"Sampled - Full Reach",94.5,97.6,NA,NA,NA,NA,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,NA,7.62,9.8,9.57,NA,5.18,0.31,5,33.3,19.333,1.923,30,35.2,2,98,18,3,NA,NA,90,NA,90,100,0,2,5,74,NA,0.27,0.29,-0.93,1.04,NA,NA,0.49,0.12,0,2,1.59,4.13,2.24,NA,1.03,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-118.680528141163, 41.687100569751)
9272,"CF-SS-71322","KINNIKINIC CREEK","BLMMaster-71322","55E0C813-7B55-4815-A4D4-8BF2C21545C6",2020-07-22,NA,"1",44.265951,-114.403157,"ID_ChallisFO","WADEABLE","Bull Trout and Steelhead","Random","Core","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.265303,-114.403153,44.266524,-114.403221,150,"Sampled - Full Reach",81.8,94.1,NA,NA,NA,NA,0,100,9,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.8,NA,8.19,8.8,10.13,NA,9.94,0.29,4,26.7,1.333,0.107,5.2,9,15,108,46,5,1,4,79,NA,79,95,0,21,0,50,NA,0.26,0.55,-0.4,1.48,NA,124,0.3,0.27,0,4,3.22,8.42,2.04,3.97,1.1,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-114.403169782871, 44.2659571776093)
9273,"RI-LS-1167","SULPHUR CREEK","BLMMaster-53644","2A7D1694-C3BD-463F-B235-95965A495D8A",2020-07-11,NA,"1",38.302108,-111.347453,"UT_ColorCountryDO","WADEABLE","RichfieldFO","Random","Core","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",38.301679,-111.346909,38.302622,-111.34797,150,"Sampled - Full Reach",49.2,76.2,NA,NA,NA,NA,59,59,0,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281,NA,8.22,17,16.87,NA,0,NA,0,0,0,0,47,52.5,1,28,5,2,NA,NA,67,NA,64,83,43,3,0,23,NA,0.79,1.93,0.09,2.29,NA,95,0.43,0.09,0,7.24,2.85,12.39,1.87,0.84,1.07,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-111.347464322709, 38.3021137897712)
9274,"SW-SS-65664","BIG DEN CREEK","BLMMaster-65664","1BCB7A89-BFB4-45D0-B334-760CBA443F6D",2020-08-05,NA,"1",39.32233,-117.763723,"NV_CarsonCityDO","WADEABLE","StillwaterFO","Random","Core","1","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.322156,-117.764543,39.322324,-117.762976,150,"Sampled - Full Reach",36.4,61.5,NA,NA,NA,NA,0,100,36,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2,NA,8,13.4,9.04,NA,0,NA,0,0,4.667,6.007,22,29,2,39,14,3,NA,NA,100,NA,100,100,0,0,3,97,NA,0.2,0.29,-0.73,1.33,NA,NA,0.43,0.05,0,1.58,1.11,3.03,2.43,NA,1.1,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-117.763735651726, 39.3223354315843)
9275,"RA-TR-1444","ENCAMPMENT RIVER ODD FELLOWS PHASE II","RA-TR-1444","0E9423B8-CC30-45A5-95B3-FC5AE67AF5E7",2020-09-14,NA,"2",41.187431,-106.795818,"WY_RawlinsFO","WADEABLE",NA,"Targeted","Core","4","LS","LargeWadeable","SouthernRockies_LargeWadeable","SouthernRockies","Mountains",41.188956,-106.794381,41.185705,-106.796717,414.8,"Sampled - Full Reach",5.6,87.7,NA,NA,NA,NA,0,100,0,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,7.22,11.3,15.58,NA,0,NA,0,0,2.893,0.228,1.9,3.8,46,148,82,7,NA,NA,88,NA,88,100,0,26,2,40,NA,0.57,0.57,-1,1,NA,NA,NA,NA,NA,19.23,15.17,53.99,2.57,0.4,1.01,NA,"NONE","RARE","ABSENT","ABSENT",c(-106.795828700669, 41.1874374796501)
9276,"HU-SS-67636","CROWLEY CREEK","BLMMaster-67636","F92FD5E5-F652-47FC-8A20-D38362D64EFA",2020-08-19,NA,"1",41.834652,-118.054012,"NV_WinnemuccaDO","WADEABLE","HumboldtRiverFO","Random","Core","1","SS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.834686,-118.053193,41.835193,-118.054386,150,"Sampled - Interrupted Flow",89.5,94.6,NA,NA,NA,NA,0,96,23,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.6,NA,6.01,10.7,12.61,NA,0,NA,0,0,8.667,5.146,46.3,46.3,1,66,19,3,NA,NA,86,NA,86,98,0,4,1,68,NA,0.18,0.31,-0.64,1.74,NA,NA,NA,0.01,64,1.12,0.1,1.92,2.1,6.06,1.32,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-118.054025055448, 41.8346576363843)
9279,"SG-LS-1281","SHORT CREEK","BLMMaster-19221","670C0B56-1A9F-4352-85C2-D71F9D402A5D",2020-09-16,NA,"1",37.041076,-112.93792,"UT_ColorCountryDO","WADEABLE","StGeorgeFO","Random","Core","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",37.040566,-112.938386,37.041377,-112.937372,175.92,"Sampled - Full Reach",31.6,46.8,NA,NA,NA,NA,41,100,0,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.2,NA,7.94,12,18.96,NA,0,NA,0,0,1.705,1.782,86.2,86.2,2,2,2,2,NA,NA,38,NA,38,81,6,16,1,14,NA,0.6,0.87,-0.43,1.51,NA,144,0.74,0.02,0,8.49,1.68,13.88,1.7,0.76,1.38,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-112.937931502786, 37.0410815287117)
