"SITE_ID","CREEK_CODE","SITE","ORIGINAL_SURVEY_YEAR","SAMPLE_TYPE","REACH_LENGTH","GLOBALID","STATES","HUC_12","unit","AGENCY","Prov","site_survey_id","survey_year","impact_group","poolscore","substratescore","woodscore","habitatscore","gradient","average_bfwidth","average_bfdepth","elevation","pool_fines","substrate","wood_12x25","wood_18x25","lua_group","aquatic_province","states","key_watershed","rotation_panel","creek_code","longitude","lattitude","Z","Z2"
"CASMV0011","CASMV",11,2010,"STATUS_AND_TREND",160,"{773383DD-2400-402B-BE4E-D789D232946C}","CA","180102100104","Klamath National Forest","FSR5","KS","2010CASMV1011",2010,"ref",54.236083,27.37559562,76.88489047,52.00430754,0.06798046,6.88390998,0.87696924,942,17.66666667,26.66666666,10,7,"RES","Klamath/Siskiyou","CA","Y",2,"CASMV",-123.041873010358,41.0951198255994,969.369999999995,969.369999999995
"ORABT0001","ORABT",1,2010,"STATUS_AND_TREND",160,"{615F65A9-0E06-4640-AC05-00753A604DFA}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","WC","2010ORABT1001",2010,"imp75",0,36.34105032,25.63057322,20.51812519,0.03522496,6.04587181,0.26878922,1306,40,24.76190476,5,4,"LSR","High Cascades","OR","N",2,"ORABT",-122.556053970119,42.9016148577384,1311.83,1311.83
"ORABT0002","ORABT",2,2010,"STATUS_AND_TREND",160,"{FCD72ACE-5084-4E6E-BD50-31C6BADBBA61}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","HC","2010ORABT1002",2010,"middle",5.69689332,40.6490765,0,15.09168619,0.1137378,5.36332249,0.5716899,952,3.666666667,20,2,2,"LSR","High Cascades","OR","N",2,"ORABT",-122.497568989779,42.8956638670757,905.679999999993,905.679999999993
"ORABT0003","ORABT",3,2010,"STATUS_AND_TREND",160,"{0B6944D8-C4E5-47D2-ABE2-6EC9B1640442}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","WC","2010ORABT1003",2010,"ref",48.81645334,18.48471564,58.02887415,40.88476364,0.1137378,5.31983748,0.50071763,1156,3,26.66666666,14,7,"LSR","High Cascades","OR","N",2,"ORABT",-122.536170000608,42.925809887342,1190.47,1190.47
"ORABT0004","ORABT",4,2010,"STATUS_AND_TREND",360,"{C9C889EB-5FC9-4A70-A8DE-AD03E2260FD9}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","HC","2010ORABT1004",2010,"imp75",67.88800165,72.56711653,37.87570659,58.41713997,0.03142645,13.50703412,0.49596881,979,0.666666667,15.23809523,14,10,"LSR","High Cascades","OR","N",2,"ORABT",-122.520448990497,42.9043788680455,81.3600000000006,81.3600000000006
"ORABT0007","ORABT",7,2010,"STATUS_AND_TREND",160,"{4633C746-E1B1-4459-BB04-AFBCDC223E58}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","HC","2010ORABT1007",2010,"middle",0,54.46872161,36.5779313,30.37403895,0.03568588,7.5624656,0.36811935,999,10.22222222,16.19047619,7,5,"LSR","High Cascades","OR","N",2,"ORABT",-122.49104996059,42.9086468471278,1010.22,1010.22
"ORABT0008","ORABT",8,2010,"STATUS_AND_TREND",440,"{66F3E90B-50DD-49AB-B822-5BDE6309487B}","OR","171003070110","Rogue River-Siskiyou National Forest","FSR6","HC","2010ORABT1008",2010,"imp75",68.40451513,40.83749894,20.40401003,41.90211293,0.01605723,15.33030172,0.4909718,929,0.299527445,20,6,6,"LSR","High Cascades","OR","N",2,"ORABT",-122.512474019697,42.8860968473575,924.669999999998,924.669999999998
"ORDMT0012","ORDMT",12,2010,"STATUS_AND_TREND",160,"{DDB69029-F280-432E-B46C-19B2106FF53A}","OR","171003020302","Umpqua National Forest","FSR6","WC","2010ORDMT1012",2010,"imp90",9.00440206,0,24.69280316,10.72872535,0.15098626,2.29361004,0.31833671,954,19.22324019,36.2745098,4,3,"LSR","Western Cascades","OR","Y",2,"ORDMT",-122.884574030878,43.0724878282109,988.350000000006,988.350000000006
"ORDMT0013","ORDMT",13,2010,"STATUS_AND_TREND",320,"{2EB3FA50-2207-4A11-B627-B6C87339985B}","OR","171003020302","Umpqua National Forest","FSR6","WC","2010ORDMT1013",2010,"middle",67.37322745,60.37419012,58.54177469,61.12659665,0.00980661,16.83736866,0.98522326,470,0.357060185,9.52380952,10,7,"LSR","Western Cascades","OR","Y",2,"ORDMT",-122.816820000594,43.0523938083797,486.789999999994,486.789999999994
"ORDMT0017","ORDMT",17,2010,"STATUS_AND_TREND",240,"{AFF1858B-DAB9-4BDD-B111-712F51E04372}","OR","171003020302","Umpqua National Forest","FSR6","WC","2010ORDMT1017",2010,"middle",67.05673314,65.1496428,100,76.69890007,0.01499607,11.79840824,0.64348313,521,3.157834296,4.76190476,29,23,"LSR","Western Cascades","OR","Y",2,"ORDMT",-122.82003102935,43.0800478880978,541.580000000002,541.580000000002
"ORDMT0020","ORDMT",20,2010,"STATUS_AND_TREND",320,"{847A1B2F-F4F4-4EDA-A3D9-50E9CA69FBD6}","OR","171003020302","Umpqua National Forest","FSR6","WC","2010ORDMT1020",2010,"middle",65.86243191,57.90822415,64.65787722,61.88617032,0.0195712,16.47438969,1.18772414,479,1.075431943,13.46153846,11,9,"LSR","Western Cascades","OR","Y",2,"ORDMT",-122.816349030031,43.051860888086,436.559999999998,436.559999999998
"ORDMT0022","ORDMT",22,2010,"STATUS_AND_TREND",240,"{6F51A4AC-72A2-45A1-A3CC-17267632D457}","OR","171003020302","Umpqua National Forest","FSR6","WC","2010ORDMT1022",2010,"middle",66.12121837,55.80253427,100,73.23456104,0.01151097,22.47119237,0.51967517,513,0.952380952,19.04761904,61,36,"LSR","Western Cascades","OR","Y",2,"ORDMT",-122.82344899961,43.0742038586773,514.910000000003,514.910000000003
"ORDMT0022","ORDMT",22,2010,"STATUS_AND_TREND",240,"{6F51A4AC-72A2-45A1-A3CC-17267632D457}","OR","171003020302","Umpqua National Forest","FSR6","WC","2010ORDMT9022",2010,"middle",62.62673369,41.84178883,100,67.3970616,0.01312964,17.91324987,0.56724609,513,2.613981763,40.38461538,78,54,"LSR","Western Cascades","OR","Y",2,"ORDMT",-122.82344899961,43.0742038586773,514.910000000003,514.910000000003
"OREFA0007","OREFA",7,2010,"STATUS_AND_TREND",200,"{B22CB5E5-4D26-49AB-BFB6-CC2C46C0F76A}","OR","180102030101","Crater Lake NP","NPS","HC","2010OREFA1007",2010,"middle",NA,39.38337086,90.35424529,65.47894504,0.01016889,11.71342935,0.40893379,1388,NA,34.28571428,16,14,"RES","High Cascades","OR","N",2,"OREFA",-122.073558010314,42.7990878277541,1444.5,1444.5
"OREFA0008","OREFA",8,2010,"STATUS_AND_TREND",160,"{F46120A5-AB4C-4466-9EC1-29B1AA84892A}","OR","180102030101","Crater Lake NP","NPS","HC","2010OREFA1008",2010,"middle",NA,23.07536393,39.4619643,31.30940556,0.0626,3.78928972,0.2432517,1951,NA,52.38095238,2,2,"RES","High Cascades","OR","N",2,"OREFA",-122.131632029475,42.8917008176845,1980.19,1980.19
"OREFA0009","OREFA",9,2010,"STATUS_AND_TREND",160,"{452F9E10-2805-47B0-8320-C2B16E74D1D5}","OR","180102030101","Winema National Forest","FSR6","HC","2010OREFA1009",2010,"middle",64.47006764,34.56961643,84.22142633,60.16618732,0.0444177,6.03984592,0.28282634,1431,0.666666667,45.71428571,10,6,"RES","High Cascades","OR","N",2,"OREFA",-122.068101979888,42.7950128870059,1450.74000000001,1450.74000000001
"OREFA0010","OREFA",10,2010,"STATUS_AND_TREND",160,"{E8BD1752-18D5-4F1B-92B3-67F86A0767E9}","OR","180102030101","Crater Lake NP","NPS","HC","2010OREFA1010",2010,"ref",69.21292111,64.73193995,24.35743239,51.59768074,0.02801197,3.3880867,0.33956951,1773,2.888888889,35.23809523,0,0,"RES","High Cascades","OR","N",2,"OREFA",-122.134696029839,42.8584588675152,1794.17,1794.17
"ORHSC0007","ORHSC",7,2010,"STATUS_AND_TREND",160,"{542B38A5-9ED1-4AA9-9264-23AFF00B6A53}","OR","171003050201","Rogue River-Siskiyou National Forest","FSR6",NA,"2010ORHSC1007",2010,"imp75",55.81906481,0,90.22512158,47.74715514,0.23897641,2.87627135,0.49854372,665,17.26666667,53.39805825,15,6,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORHSC",-123.970226960604,42.7676538467693,699.960000000006,699.960000000006
"ORNES0003","ORNES",3,2010,"STATUS_AND_TREND",160,"{E19B6E8E-C92B-4FC1-8DA1-E03356D63EAA}","OR","171002030201","Salem BLM","ORBLM","CS","2010ORNES1003",2010,"imp90",38.69461402,50.01796222,27.11677339,37.89450299,0.01176989,6.51310692,0.49784411,570,19.66666667,37.14285714,8,4,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNES",-123.415512020008,45.293779842899,588.210000000006,588.210000000006
"ORNES0005","ORNES",5,2010,"STATUS_AND_TREND",240,"{784A93BF-4873-4509-9DE0-B051D428B37B}","OR","171002030201","Salem BLM","ORBLM","CS","2010ORNES1005",2010,"middle",28.25477485,48.13474273,100,58.66085398,0.0409502,10.19567426,0.65898446,443,9.037340723,17.3076923,36,26,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNES",-123.478206979451,45.3001848820477,442.809999999998,442.809999999998
"ORNES0010","ORNES",10,2010,"STATUS_AND_TREND",160,"{F7BA9698-BF41-4C6F-BC42-866D940FD939}","OR","171002030201","Salem BLM","ORBLM","CS","2010ORNES1010",2010,"imp90",64.45642095,0,55.7431951,38.78978167,0.3016564,3.67433197,0.27392687,408,4.297924298,23.8095238,7,6,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNES",-123.480206989768,45.3109878122617,431.270000000004,431.270000000004
"ORNES0011","ORNES",11,2010,"STATUS_AND_TREND",160,"{B4D65790-8FA5-468B-82A9-BF7424A68E86}","OR","171002030201","Salem BLM","ORBLM","CS","2010ORNES1011",2010,"imp90",64.1808989,6.16014152,10.42845754,25.42994746,0.14145035,4.42792002,0.37984977,670,15.66666667,48.57142857,5,3,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNES",-123.434559980281,45.3032448631044,703.809999999998,703.809999999998
"ORNES0016","ORNES",16,2010,"STATUS_AND_TREND",160,"{4DDD9B37-12B2-461B-AA3D-706100021DF5}","OR","171002030201","Salem BLM","ORBLM","CS","2010ORNES1016",2010,"imp75",51.1136346,28.42594736,98.18988531,58.59496092,0.14785552,3.60149665,0.3630327,621,37.04506605,33.33333333,23,21,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNES",-123.401984970599,45.2772028718215,620.889999999999,620.889999999999
"ORNES0023","ORNES",23,2010,"STATUS_AND_TREND",160,"{362CFAA6-0F22-4855-BCDC-0A241A7E4D61}","OR","171002030201","Salem BLM","ORBLM","CS","2010ORNES1023",2010,"imp90",59.76785396,38.40328296,5.59338555,33.32525942,0.10059074,5.69370689,0.47154363,757,5.5,36.19047619,4,2,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNES",-123.449070979307,45.2878438729477,779.990000000005,779.990000000005
"ORNES0025","ORNES",25,2010,"STATUS_AND_TREND",160,"{53DDAF5E-CCE5-4862-BFA3-8D0CED06A62C}","OR","171002030201","Salem BLM","ORBLM","CS","2010ORNES1025",2010,"imp90",0,0,2.05892903,0.208795737,0.20471534,2.59365008,0.14438582,726,56.46689895,95.23809523,2,1,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNES",-123.43788600953,45.3002278826928,745.380000000005,745.380000000005
"ORNFS0002","ORNFS",2,2010,"STATUS_AND_TREND",400,"{3053196E-A7F7-468E-A25E-901431DEF4EF}","OR","171003030705","Siuslaw National Forest","FSR6","CS","2010ORNFS1002",2010,"middle",0,21.53841763,100,40.71020061,0.00806254,13.89394187,0.74646217,119,32.68387097,23.8095238,45,23,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNFS",-123.826654008806,43.8736638318737,130.619999999995,130.619999999995
"ORNFS0005","ORNFS",5,2010,"STATUS_AND_TREND",160,"{89DF635E-998E-4903-8269-55ED87A989B4}","OR","171003030705","Siuslaw National Forest","FSR6","CS","2010ORNFS1005",2010,"middle",34.40965107,0,41.17051536,24.34824796,0.09860767,4.87008076,0.40044087,287,11.10382739,23.8095238,5,3,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNFS",-123.799722960377,43.8966948714668,312.309999999998,312.309999999998
"ORNFS0007","ORNFS",7,2010,"STATUS_AND_TREND",440,"{55464A0F-D4E2-43B0-828B-B5225B0824D6}","OR","171003030705","Siuslaw National Forest","FSR6","CS","2010ORNFS1007",2010,"middle",0,63.54713042,100,54.9504012,0.00454727,23.49504736,0.76622076,84,4.923076923,7.61904761,37,26,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNFS",-123.859406970064,43.8727908612426,108.029999999999,108.029999999999
"ORNFS0010","ORNFS",10,2010,"STATUS_AND_TREND",480,"{1DABEBB2-A0BE-4FF2-8488-3A94E6D22E0B}","OR","171003030705","Siuslaw National Forest","FSR6","CS","2010ORNFS1010",2010,"middle",54.32822654,20.88262433,57.31260099,43.19778983,0.02638209,23.95491849,0.60739497,227,2.324898529,8.57142857,19,16,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNFS",-123.816990009802,43.9256848619773,235.169999999998,235.169999999998
"ORNFS0011","ORNFS",11,2010,"STATUS_AND_TREND",160,"{F595CCE7-3B23-492D-880C-5DDAC58E28BE}","OR","171003030705","Siuslaw National Forest","FSR6","CS","2010ORNFS1011",2010,"middle",0,26.83590804,77.08445041,34.73799436,0.02489821,6.97072935,0.4952393,114,10.33333333,20.95238095,10,10,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNFS",-123.821342989689,43.8720738708689,172.440000000002,172.440000000002
"ORNFS0020","ORNFS",20,2010,"STATUS_AND_TREND",400,"{5DFCA21A-5DEF-40B9-AEC1-EA3C030E0779}","OR","171003030705","Siuslaw National Forest","FSR6","CS","2010ORNFS1020",2010,"middle",0,59.96964726,15.39905052,25.05949321,0.00523262,20.49267907,0.7973395,85,4.29035753,9.52380952,3,3,"LSR","Washington/Oregon Coast Range","OR","Y",2,"ORNFS",-123.850307989688,43.8805708508004,114.279999999999,114.279999999999
"ORQTZ0004","ORQTZ",4,2010,"STATUS_AND_TREND",160,"{8CD37F2F-12C3-4C14-AE6B-41B90D5403F1}","OR","170900060301","Willamette National Forest","FSR6","WC","2010ORQTZ1004",2010,"imp90",78.43856939,45.5083229,42.11817758,54.01920986,0.10255142,6.10313383,0.48834155,1034,1.622418879,17.14285714,5,5,"LSR","Western Cascades","OR","N",2,"ORQTZ",-122.153027999416,44.5804108523361,1038.34,1038.34
"ORQTZ0008","ORQTZ",8,2010,"STATUS_AND_TREND",160,"{8BC82140-B074-4E94-BDBF-3D0814A16241}","OR","170900060301","Willamette National Forest","FSR6","WC","2010ORQTZ1008",2010,"middle",83.70504918,40.96195787,63.96220726,61.54822113,0.22595085,5.34582246,0.58270282,1108,0,20,15,9,"LSR","Western Cascades","OR","N",2,"ORQTZ",-122.209392999266,44.6048988527287,1104.67,1104.67
"ORSFC0009","ORSFC",9,2010,"STATUS_AND_TREND",200,"{53C6C682-C0C2-4A6C-8C5B-84FC47DE7B6B}","CA,OR","171003090106","Rogue River-Siskiyou National Forest","FSR6","KS","2010ORSFC1009",2010,"middle",69.67747111,98.20532522,10.8618917,58.51671606,0.05052112,12.63323025,0.51341626,1061,2.382428941,0.95238095,2,2,"MATRIX","Klamath/Siskiyou","OR","N",2,"ORSFC",-123.308391969928,42.0353808627592,1078.24000000001,1078.24000000001
"WABLB0013","WABLB",13,2010,"STATUS_AND_TREND",360,"{355B6E5A-06B1-417C-BAB7-B4E825FDCDC7}","WA","170701050902","Gifford Pinchot National Forest","FSR6","WC","2010WABLB1013",2010,"middle",79.25847886,76.82046505,28.82190229,60.38554483,0.10266993,11.70317129,0.59937291,1027,1.167084377,6.66666666,15,9,"RES","Western Cascades","WA","N",2,"WABLB",-121.775021020504,45.9479008916512,1087.61,1087.61
"WABLB0018","WABLB",18,2010,"STATUS_AND_TREND",160,"{5828E8DE-A6CD-42EA-875A-905633EC665E}","WA","170701050902","Gifford Pinchot National Forest","FSR6","WC","2010WABLB1018",2010,"middle",0,44.44701356,53.1906229,32.60826423,0.01954937,3.23987233,0.45603696,935,23.99368698,45.71428571,15,7,"RES","Western Cascades","WA","N",2,"WABLB",-121.684537959702,45.9156878914375,938.850000000006,938.850000000006
"WABLB0019","WABLB",19,2010,"STATUS_AND_TREND",160,"{3EE699D3-1F29-4A4B-93D6-DB155681EB37}","WA","170701050902","Gifford Pinchot National Forest","FSR6","WC","2010WABLB1019",2010,"middle",NA,16.427718,33.64704923,24.97252839,0.0881036,6.27543362,0.37607544,1029,NA,46.66666666,13,5,"RES","Western Cascades","WA","N",2,"WABLB",-121.770923030445,45.9337138411126,1687.71000000001,1687.71000000001
"WAHAM0005","WAHAM",5,2010,"STATUS_AND_TREND",400,"{C1D3D5B3-D048-4801-AB64-BA4872E5880D}","WA","171100180202","Olympic National Forest","FSR6","OL","2010WAHAM1005",2010,"middle",70.97076127,72.51904503,23.62207899,54.54397798,0.04901065,23.04677504,1.08436528,444,0.166666667,5.71428571,7,6,"RES","Olympic Peninsula","WA","N",2,"WAHAM",-123.226938979885,47.5819458648699,459.869999999995,459.869999999995
"WAHAM0007","WAHAM",7,2010,"STATUS_AND_TREND",160,"{45B8C52A-BF50-4267-A317-A31B2BB95DCF}","WA","171100180202","Olympic National Forest","FSR6","OL","2010WAHAM1007",2010,"imp75",87.2275406,47.60521175,38.63841261,56.3297662,0.10619205,3.26040738,0.42349314,797,0,19.04761904,3,1,"RES","Olympic Peninsula","WA","N",2,"WAHAM",-123.074366969115,47.631325834768,805.220000000001,805.220000000001
"WAHAM0021","WAHAM",21,2010,"STATUS_AND_TREND",320,"{EF1DB30B-6DD7-437B-B2C8-8B3BB050857B}","WA","171100180202","Olympic National Forest","FSR6","OL","2010WAHAM1021",2010,"middle",74.0154331,61.90115191,48.056039,60.19019017,0.03312066,38.04458099,0.95195856,335,0.5,8.57142857,32,15,"RES","Olympic Peninsula","WA","N",2,"WAHAM",-123.2049039703,47.5812608143699,363.979999999996,363.979999999996
"WARRC0001","WARRC",1,2010,"STATUS_AND_TREND",360,"{0E23A16E-6001-418E-9574-5EA6379037FA}","WA","170200090205","Okanogon-Wenatchee National Forest","FSR6","NC","2010WARRC1001",2010,"ref",74.35716773,74.06674061,29.30598934,58.06624229,0.12025868,10.50371663,0.76862893,1158,0,0,4,3,"RES","North Cascades","WA","N",2,"WARRC",-120.44642902015,48.1984768300664,1145.77,1145.77
"ORGLV0013","ORGLV",13,2011,"STATUS_AND_TREND",160,"{CFC90C7F-75D4-D5C2-E8A6-96753D3BBB87}","OR","171003020603","Medford BLM","ORBLM","KS","2011ORGLV1013",2011,"imp90",62.1755522,22.25995305,53.10627085,44.7203601,0.08514524,2.98444113,0.30073224,665,5.831033803,27,7,7,"LSR","Klamath/Siskiyou","OR","N",2,"ORGLV",-123.103937856029,42.8089563605102,632.108200000002,0
"ORGLV0017","ORGLV",17,2011,"STATUS_AND_TREND",160,"{97DAAD0A-9D53-E35F-1AA3-EC99C9985ACC}","OR","171003020603","Medford BLM","ORBLM","KS","2011ORGLV1017",2011,"imp90",0,18.43053114,33.49134821,17.11144206,0.04774228,3.61014312,0.33153593,619,3.185185185,26.66666666,1,1,"LSR","Klamath/Siskiyou","OR","N",2,"ORGLV",-123.110032600731,42.8348756928437,580.327499999999,0
"OREFI0011","OREFI",11,2011,"STATUS_AND_TREND",200,"{DCA74CEE-006A-4F01-C196-A3219AE92FC4}","OR","171003110303","Rogue River-Siskiyou National Forest","FSR6","KS","2011OREFI1011",2011,"middle",52.80408775,67.81954629,35.88652699,51.36353327,0.10341599,10.09476247,0.53539574,580,1.515151515,1.9047619,5,3,"MATRIX","Klamath/Siskiyou","OR","N",2,"OREFI",-123.581624406652,42.0671256613934,443.4182,0
"ORULS0001","ORULS",1,2011,"STATUS_AND_TREND",160,"{01B214EA-C572-7616-8399-026A0A7824E0}","OR","171003030704","Siuslaw National Forest","FSR6","CS","2011ORULS1001",2011,"imp90",0,17.45645092,62.66292537,26.66988806,0.0409375,5.46412375,0.43173253,142,16.01503759,28.57142857,11,5,"LSR","Washington/Oregon Coast Range","OR","N",2,"ORULS",-123.862650777775,43.7789942868301,132.379100000006,0
"OREFI0006","OREFI",6,2011,"STATUS_AND_TREND",160,"{61B0F0B3-05B0-E158-8D70-3035692EFB45}","OR","171003110303","Rogue River-Siskiyou National Forest","FSR6","KS","2011OREFI1006",2011,"middle",NA,10.9899494,41.5050742,26.20316368,0.18084681,3.17360482,0.25907542,1348,NA,39.04761904,3,3,"MATRIX","Klamath/Siskiyou","OR","N",2,"OREFI",-123.553108171584,42.0216633294317,1229.3697,0
"ORULS0013","ORULS",13,2011,"STATUS_AND_TREND",160,"{8D4F5BD9-3C40-0E9E-671F-03E677C17600}","OR","171003030704","Coos Bay BLM","ORBLM","CS","2011ORULS1013",2011,"imp90",57.75580077,0,80.85680005,45.18391392,0.08967811,3.54261529,0.45917495,163,5.333333333,44.94382022,10,10,"LSR","Washington/Oregon Coast Range","OR","N",2,"ORULS",-123.843310232214,43.8130974080657,183.588900000002,0
"ORULS0002","ORULS",2,2011,"STATUS_AND_TREND",160,"{49D00BBA-B193-5175-E955-88E4BC635650}","OR","171003030704","Coos Bay BLM","ORBLM","CS","2011ORULS1002",2011,"middle",0,4.59102608,43.74664877,15.89646099,0.02033774,6.71800726,0.44525371,121,25.22151899,34.28571428,6,4,"LSR","Washington/Oregon Coast Range","OR","N",2,"ORULS",-123.814146106706,43.837584403451,-16.2532999999967,0
"ORULS0010","ORULS",10,2011,"STATUS_AND_TREND",200,"{32590C90-3883-D78C-227B-0F2E0497C424}","OR","171003030704","Coos Bay BLM","ORBLM","CS","2011ORULS1010",2011,"middle",1.6134198,34.78050874,15.21443389,16.968455,0.017165,8.38588812,0.5744065,126,8.432569975,16.19047619,2,2,"LSR","Washington/Oregon Coast Range","OR","N",2,"ORULS",-123.848516976524,43.8296748232815,-122.274000000005,0
"ORULS0017","ORULS",17,2011,"STATUS_AND_TREND",160,"{43512044-CC4B-8C16-D125-016A6E42BAAB}","OR","171003030704","Coos Bay BLM","ORBLM","CS","2011ORULS1017",2011,"middle",25.24107966,36.36942889,77.08445041,45.95164549,0.04923713,5.85382337,0.81154277,125,5.87311828,15.23809523,10,10,"LSR","Washington/Oregon Coast Range","OR","N",2,"ORULS",-123.817736063705,43.8394575278575,139.354000000007,0
"ORBRW0002","ORBRW",2,2011,"STATUS_AND_TREND",240,"{28090F27-D67D-3D4C-836F-0F13DD5C489A}","OR","171003050304","Coos Bay BLM","ORBLM","CS","2011ORBRW1002",2011,"imp75",0,0,91.01330154,30.36273344,0.02090446,9.63638462,0.93948877,315,15.42428023,40.95238095,22,18,"LSR","Washington/Oregon Coast Range","OR","N",2,"ORBRW",-123.790804692853,43.1570798186811,487.225099999996,0
"ORBAR0040","ORBAR",40,2011,"STATUS_AND_TREND",160,"{D9391991-3572-F981-0FFD-F135B80A1294}","OR","171003070113","Rogue River-Siskiyou National Forest","FSR6","HC","2011ORBAR1040",2011,"imp90",70.26518281,64.93080626,15.30189909,48.92818493,0.07835906,4.70051941,0.68987977,878,0.266666667,11.42857142,5,5,"MATRIX","High Cascades","OR","N",2,"ORBAR",-122.494323075672,42.7998792213564,578.070399999997,0
"ORBAR0001","ORBAR",1,2011,"STATUS_AND_TREND",160,"{2967F1CB-88AC-4EE9-F1AF-139C75866333}","OR","171003070113","Rogue River-Siskiyou National Forest","FSR6","HC","2011ORBAR1001",2011,"imp90",52.82615996,9.6033656,31.9236182,30.29291642,0.10859616,5.39380426,0.54642956,1059,23.5,25.96153846,9,4,"MATRIX","High Cascades","OR","N",2,"ORBAR",-122.51257882585,42.7992248904015,910.522500000006,0
"ORBAR0013","ORBAR",13,2011,"STATUS_AND_TREND",160,"{2C8C226B-F203-88D8-3E89-E9781FD2BCF3}","OR","171003070113","Rogue River-Siskiyou National Forest","FSR6","HC","2011ORBAR1013",2011,"middle",7.0405889,5.11264062,37.2656885,16.10278718,0.20007806,3.1786417,0.25594876,1509,76,71.84466019,5,1,"MATRIX","High Cascades","OR","N",2,"ORBAR",-122.36449588764,42.8163236087755,0,0
"ORBAR0035","ORBAR",35,2011,"STATUS_AND_TREND",160,"{7E74C28B-2AF9-84B5-D1A2-E7408464E17B}","OR","171003070113","Rogue River-Siskiyou National Forest","FSR6","HC","2011ORBAR1035",2011,"imp90",64.49220028,60.43468163,22.83443264,48.1318893,0.09306069,5.8777445,0.47472847,934,10.68493151,15.23809523,5,4,"MATRIX","High Cascades","OR","N",2,"ORBAR",-122.502346201676,42.802470680723,874.647700000001,0
"ORBAR0039","ORBAR",39,2011,"STATUS_AND_TREND",160,"{EB1E79B6-603B-4907-7125-4B78659680EB}","OR","171003070113","Rogue River-Siskiyou National Forest","FSR6","HC","2011ORBAR1039",2011,"imp90",0,0,54.64812297,18.03558978,0.16180281,3.27724538,0.39082014,1066,29.11442786,38.09523809,13,3,"MATRIX","High Cascades","OR","N",2,"ORBAR",-122.53374499337,42.7688098529722,1046.2751,0
"ORBAR0045","ORBAR",45,2011,"STATUS_AND_TREND",160,"{A01B8BC4-7BDB-6132-E4EB-6CC1D7A05C1F}","OR","171003070113","Rogue River-Siskiyou National Forest","FSR6","HC","2011ORBAR1045",2011,"imp90",73.99914805,42.66644488,45.56620581,52.82081066,0.0833831,5.10784998,0.535429,1194,1.655345912,33.65384615,8,6,"MATRIX","High Cascades","OR","N",2,"ORBAR",-122.39314088541,42.808606712591,1106.85520000001,0
"CASLR0020","CASLR",20,2011,"STATUS_AND_TREND",160,"{34E22B1A-392B-88E0-2284-438C879D634E}","CA","180102111102","Shasta-Trinity National Forest","FSR5","KS","2011CASLR1020",2011,"imp75",55.56094735,61.69603155,48.05691571,54.28511379,0.35035555,1.87121668,0.50475674,853,11,17.14285714,4,4,"MATRIX","Klamath/Siskiyou","CA","N",2,"CASLR",-123.206297507659,40.701408723808,865.275599999994,0
"CASLR0015","CASLR",15,2011,"STATUS_AND_TREND",160,"{D66C132B-4431-89A1-C9AE-518685A760A3}","CA","180102111102","Shasta-Trinity National Forest","FSR5","KS","2011CASLR1015",2011,"middle",38.64878683,67.52732209,68.53651375,57.85591973,0.04122857,5.11223755,0.40345463,807,4.666666667,11.42857142,9,7,"MATRIX","Klamath/Siskiyou","CA","N",2,"CASLR",-123.195572176304,40.6949544315469,915.591,0
"CASLR0025","CASLR",25,2011,"STATUS_AND_TREND",160,"{E410D62E-1DE8-AC1D-C4C7-730A1F1B77C3}","CA","180102111102","Shasta-Trinity National Forest","FSR5","KS","2011CASLR1025",2011,"ref",66.81042378,63.97533383,52.30421796,60.05492511,0.30962773,3.15475834,0.34482409,1127,0.5,2.91262135,5,5,"MATRIX","Klamath/Siskiyou","CA","N",2,"CASLR",-123.156650765222,40.7021874283581,1027.3518,0
"CASLR0003","CASLR",3,2011,"STATUS_AND_TREND",160,"{46A07AAF-5EDD-1488-24F3-8A692819FD79}","CA","180102111102","Shasta-Trinity National Forest","FSR5","KS","2011CASLR1003",2011,"imp90",66.83225958,74.03009449,80.11511309,72.89760877,0.54276424,4.13128786,0.58042936,1289,2,3.8095238,6,6,"MATRIX","Klamath/Siskiyou","CA","N",2,"CASLR",-123.209841553719,40.6757997265753,1242.061,0
