"SITE_ID","YEAR","VISIT_NO","LTMXSPP","LTMXDIST","LTMXDBH","LTMXSIZE","LTMXHT","LTMXCNT","LTMDDIST","LTMDDOM","LTMDSUB","LTMDDOMN","LTMDSUBN","LTSPLIST","LTFRACS","LTFRACM","LTFRACL","LTFRACX" 
"OWW04440-0298",2004,1,"Unknown",45,">2","X",">30",11,26.625,"Unknown","Maple/Boxelder",6,1,"HONEY LOCUST,MAPLE,SPRUCE,UNKNOWN,WILLOW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,10,8,2 
"OWW04440-0305",2004,1,"Ash",30,".75-2","X",">30",11,29.285714286,"Ash"," ",7, ,"ASH,ASH,ASH,ASH,ASH,ASH,OAK,ASH,OAK,ASH,ASH",11,11,11,5 
"OWW04440-0311",2004,1,"Pine",11,".75-2","L","15-30",11,8.5,"Oak","Pine",3,2,"UNKNOWN,OAK,OAK,OAK,PINE,BIRCH,FIR,SPRUCE,PINE,POPLAR,ASH",11,11,10,0 
"OWW04440-0312",2004,1," ",7,">2","X",">30",11,5.3333333333," ","Ash",2,2,"COTTONWOOD,ASH,ASH,BLACK WALNUT,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,BLACK WALNUT,COTTONWOOD,BLACK WALNUT",11,11,6,2 
"OWW04440-0313",2004,1,"Sycamore",12,".75-2","X",">30",10,5.5,"Maple/Boxelder","Unknown_Deciduous",4,4,"OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,MAPLE/BOXELDER,SYCAMORE,SYCAMORE,MAPLE/BOXELDER,MAPLE/BOXELDER,MAPLE/BOXELDER,OTHER DECIDUOUS",10,10,9,1 
"OWW04440-0319",2004,1,"Unknown",20,".1-.3","M","5-15",11,7.1363636364,"Unknown"," ",11, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,3,0,0 
"OWW04440-0320",2004,1,"Unknown",20,".75-2","X",">30",11,12.727272727,"Unknown","Sycamore",10,1,"UNKNOWN,UNKNOWN,SYCAMORE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,11,11,4 
"OWW04440-0323",2004,1,"Willow",25,".75-2","L","15-30",11,21.2,"Poplar/Cottonwood","Willow",5,2,"WILLOW,COTTONWOOD,WILLOW,COTTONWOOD,COTTONWOOD,COTTONWOOD,ELM,COTTONWOOD,MAPLE/BOXELDER,OAK,OTHER DECIDUOUS",11,11,9,0 
"OWW04440-0324",2004,1,"Poplar/Cottonwood",40,".3-.75","L",">30",11,16.777777778," ","Poplar/Cottonwood",5,4,"TULIP POPLAR,TULIP POPLAR,TULIP POPLAR,BEECH,TULIP POPLAR,EASTERN HEMLOCK,HICKORY",11,11,9,0 
"OWW04440-0325",2004,1,"Oak",5,".75-2","L","15-30",11,8.2,"Unknown_Deciduous","Oak",2,1,"SYCAMORE,OAK,OAK,OTHER DECIDUOUS,SNAG,SYCAMORE,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,SYCAMORE",11,11,10,0 
"OWW04440-0326",2004,1,"Poplar/Cottonwood",9,".75-2","X",">30",11,18.333333333,"Oak","Poplar/Cottonwood",3,2,"ASH,POPLAR,ASH,POPLAR,OAK,SYCAMORE,OAK,OAK,SYCAMORE,OAK,SYCAMORE",11,11,11,5 
"OWW04440-0327",2004,1,"Poplar/Cottonwood",0,".3-.75","L","15-30",11,8.1,"Poplar/Cottonwood","Willow",9,1,"POPLAR/COTTONWOOD,WILLOW,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,WILLOW",11,11,10,0 
"OWW04440-0328",2004,1,"Unknown_Deciduous",4,".3-.75","L",">30",11,8,"Oak","Sycamore",4,3,"SYCAMORE,OTHER DECIDUOUS,SYCAMORE,OAK,MAPLE/BOXELDER,OAK,OAK,MAPLE/BOXELDER,SYCAMORE,OTHER DECIDUOUS,OAK",11,11,11,0 
"OWW04440-0330",2004,1,"Maple/Boxelder",8,".75-2","X",">30",11,6.2727272727,"Maple/Boxelder","Unknown",5,2,"BEECH,MAPLE,UNKNOWN,UNKNOWN,MAPLE,WILLOW,SPRUCE,MAPLE,MAPLE,OAK,MAPLE",11,11,10,1 
"OWW04440-0333",2004,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"OWW04440-0334",2004,1,"Oak",30,".75-2","X",">30",8,6.5,"Unknown","Maple/Boxelder",4,1,"MAPLE/BOXELDER,UNKNOWN/OTHER,UNKNOWN/OTHER,UNKNOWN/OTHER,UNKNOWN/OTHER,UNKNOWN/OTHER,OAK,UNKNOWN/OTHER",8,5,1,1 
"OWW04440-0336",2004,1,"Maple/Boxelder",35,".3-.75","L",">30",11,24.571428571,"Maple/Boxelder","Ash",6,1,"MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,ASH,ELM,BOXELDER,BOXELDER,BOXELDER",11,11,7,0 
"OWW04440-0337",2004,1,"Oak",25,".75-2","X",">30",9,13.25,"Oak","Ash",3,1,"OAK,OAK,OAK,ASH,OAK,CYPRESS,CYPRESS,CYPRESS,OAK",9,9,9,3 
"OWW04440-0338",2004,1,"Unknown",41,".3-.75","L",">30",9,41.625,"Unknown","Maple/Boxelder",6,2,"UNKNOWN,UNKNOWN,MAPLE/BOXELDER,MAPLE/BOXELDER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",9,9,8,0 
"OWW04440-0340",2004,1," ",10,".75-2","L","15-30",11,3.2727272727," "," ",11, ,"LIRIODENDRON TULIPERA",11,11,5,0 
"OWW04440-0341",2004,1,"Pine",3,".75-2","X",">30",11,3.9,"Pine","Maple/Boxelder",4,3,"MAPLE,OAK,PINE,PINE,ASH,MAPLE,PINE,OAK,MAPLE,PINE,PINE",11,11,10,1 
"OWW04440-0346",2004,1,"Unknown",4,".75-2","L","15-30",11,4.0909090909,"Unknown"," ",6,5,"UNKNOWN,UNKNOWN,BLACK WALNUT,BLACK WALNUT,BLACK WALNUT,UNKNOWN,SOUTHERN CATALPA,UNKNOWN,UNKNOWN,UNKNOWN,SOUTHERN CATALPA",11,11,5,0 
"OWW04440-0349",2004,1,"Oak",15,".75-2","X",">30",11,5.2727272727,"Oak","Unknown_Deciduous",5,5,"OAK,OTHER DECIDUOUS,OTHER DECIDUOUS,PINE,OAK,OTHER DECIDUOUS,OAK,OTHER DECIDUOUS,OTHER DECIDUOUS,OAK,OAK",11,11,11,1 
"OWW04440-0353",2004,1,"Pine",40,".75-2","X",">30",11,11,"Oak","Pine",4,1,"PINE,OAK,OAK,PINE,OAK,PINE,OAK,OAK,PINE,OAK,PINE",11,11,9,4 
"OWW04440-0356",2004,1,"Maple/Boxelder",0,".75-2","X",">30",11,16.090909091,"Maple/Boxelder","Unknown",5,4,"MAPLE/BOXELDER,MAPLE/BOXELDER,OAK,PINE,MAPLE/BOXELDER,UNKNOWN,UNKNOWN,UNKNOWN,MAPLE/BOXELDER,MAPLE/BOXELDER,UNKNOWN",11,11,11,1 
"OWW04440-0358",2004,1,"Ash",20,".75-2","X",">30",11,8.6,"Ash","Maple/Boxelder",8,1,"ASH,ASH,ASH,ASH,ASH,ASH,ASH,ASH,OAK,BLACK CHERRY,MAPLE (RED)",11,11,10,1 
"OWW04440-0359",2004,1," ",6,".3-.75","L",">30",11,5.125,"Cedar/Cypress/Sequoia"," ",5,3,"BASSWOOD,ASH,CEDAR,CEDAR,CEDAR,CEDAR,CEDAR,BALSAM,BALSAM,BASSWOOD,ASH",11,11,8,0 
"OWW04440-0360",2004,1,"Maple/Boxelder",2,".75-2","L","15-30",11,2.79,"Maple/Boxelder","Oak",7,2,"WALNUT,OAK,OAK,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE",11,11,8,0 
"OWW04440-0361",2004,1,"Pine",5,".3-.75","L",">30",11,15.714285714,"Pine","Oak",4,2,"OAK,PINE,PINE,PINE,PINE,OAK,PINE,PINE,OAK,PINE,BALD CYPRESS",11,11,5,0 
"OWW04440-0362",2004,1,"Poplar/Cottonwood",15,".3-.75","L",">30",11,7.1818181818,"Poplar/Cottonwood","Maple/Boxelder",6,2,"OAK,POPLAR,MAPLE,OAK,POPLAR,SHAGBARK HICKORY,POPLAR,POPLAR,POPLAR,MAPLE,POPLAR",11,11,11,0 
"OWW04440-0368",2004,1,"Sycamore",10,".75-2","X",">30",11,11.777777778,"Sycamore","Ash",6,1,"SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,ASH,WILLOW,SYCAMORE,ELM,COTTONWOOD,SYCAMORE,ASH",11,11,9,3 
"OWW04440-0369",2004,1,"Oak",4,".3-.75","M","5-15",11,5.9090909091,"Oak"," ",11, ,"OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK",11,11,0,0 
"OWW04440-0373",2004,1,"Oak",11,".75-2","X",">30",10,6.3,"Oak"," ",9,1,"OAK,OAK,OAK,OAK,OAK,OAK,OTHER DECIDUOUS,OAK,OTHER DECIDUOS,OAK,OAK",10,10,10,3 
"OWW04440-0377",2004,1,"Sycamore",5,".3-.75","L","15-30",11,3.4285714286,"Sycamore","Unknown",4,2,"ELM,SYCAMORE,SYCAMORE,ELM,UNKNOWN,UNKNOWN,SYCAMORE,UNKNOWN,UNKNOWN,SYCAMORE,SYCAMORE",11,10,1,0 
"OWW04440-0378",2004,1,"Unknown",3,".75-2","X",">30",10,16.9,"Unknown"," ",10, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",10,10,6,2 
"OWW04440-0380",2004,1,"Sycamore",10,".3-.75","L","15-30",11,5.9090909091,"Sycamore"," ",9,1,"ELM,SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,OAK,SYCAMORE,SYCAMORE,SYCAMORE",11,11,1,0 
"OWW04440-0381",2004,1,"Poplar/Cottonwood",6,".75-2","L","15-30",11,5.8,"Sycamore","Unknown_Deciduous",4,3,"SYCAMORE,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,SYCAMORE,COTTONWOOD,COTTONWOOD,CYPRESS,SYCAMORE,SYCAMORE,SYCAMORE",11,11,10,0 
"OWW04440-0382",2004,1,"Willow",6,".3-.75","L",">30",10,5.0909090909,"Sycamore","Maple/Boxelder",7,2,"SYCAMORE,WILLOW,SYCAMORE,MAPLE/BOXELDER,ALDER/BIRCH,SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,MAPLE/BOXELDER,SYCAMORE",10,10,10,0 
"OWW04440-0383",2004,1,"Unknown",5,".75-2","L","15-30",11,3.4375,"Unknown"," ",8, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,11,2,0 
"OWW04440-0384",2004,1,"Poplar/Cottonwood",40,".75-2","X",">30",11,23," ","Maple/Boxelder",5,2,"MAPLE,ASH,WHITE PINE,TULIP POPLAR,SILVER MAPLE,BUCKEYE,SYCAMORE,BUCKEYE,BLACK WALNUT,BLACK WALNUT,BASSWOOD",11,11,11,1 
"OWW04440-0386",2004,1,"Unknown",7,".1-.3","M","5-15",4,18.5,"Unknown"," ",2, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",4,2,0,0 
"OWW04440-0387",2004,1,"Poplar/Cottonwood",5,".3-.75","L","15-30",11,8.1,"Oak","Ash",4,2,"COTTONWOOD,MAPLE/BOXELDER,OAK,MAPLE/BOXELDER,ASH,OAK,OAK,ASH,MAPLE/BOXELDER,OAK,COTTONWOOD",11,11,5,0 
"OWW04440-0389",2004,1,"Oak",17,".75-2","X",">30",11,11.888888889,"Oak"," ",9, ,"OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK,PINE",11,11,11,8 
"OWW04440-0393",2004,1,"Ash",50,">2","X",">30",11,27.090909091,"Poplar/Cottonwood"," ",3,2,"UNKNOWN OR OTHER DECIDUOUS,WILLOW,COTTONWOOD,COTTONWOOD,BOXELDER,SWEETGUM,SWEETGUM,ASH,COTTONWOOD,ASH,WILLOW",11,11,8,4 
"OWW04440-0394",2004,1,"Maple/Boxelder",2,".3-.75","L",">30",11,2,"Maple/Boxelder","Oak",4,3,"MAPLE,FIR,OAK,OAK,PINE,MAPLE,UNKNOWN,OAK,MAPLE,FIR,MAPLE",11,11,11,0 
"OWW04440-0398",2004,1,"Unknown_Deciduous",5,".75-2","X",">30",10,9.65,"Unknown_Deciduous","Sycamore",6,2,"UNKNOWN,UNKNOWN,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,SYCAMORE,SYCAMORE,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS",10,10,10,1 
"OWW04440-0400",2004,1,"Sycamore", ,".1-.3","M","5-15",11,7.6,"Poplar/Cottonwood","Unknown",7,2,"COTTONWOOD,COTTONWOOD,SYCAMORE,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,WILLOW,UNKNOWN,UNKNOWN",11,1,0,0 
"OWW04440-0401",2004,1,"Pine",1.5,".3-.75","L",">30",11,2.8333333333,"Pine"," ",6, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,UNKNOWN,PINE,PINE",11,11,5,0 
"OWW04440-0403",2004,1,"Unknown",3,".3-.75","M","5-15",11,16.181818182,"Ash","Unknown",9,2,"UNKNOWN/OTHER,ASH,ASH,UNKNOWN/OTHER,ASH,ASH,ASH,ASH,ASH,ASH,ASH",11,11,0,0 
"OWW04440-0405",2004,1," ",25,".75-2","X",">30",11,14.8," "," ",5, ,"PECAN,PECAN,PECAN,PECAN,PECAN,PECAN,PECAN,ASH,PECAN,ASH,PECAN",11,11,7,2 
"OWW04440-0410",2004,1," ",10,".75-2","L","15-30",11,12.9,"Poplar/Cottonwood","Oak",4,3,"TULIP POPLAR,SYCAMORE,TULIP POPLAR,TULIP POPLAR,HICKORY,BASSWOOD,TULIP POPLAR,OAK,OAK,ASH,OAK",11,11,10,0 
"OWW04440-0416",2004,1," ",3,".75-2","L","15-30",11,7.1818181818," ","Ash",5,4,"ASH,ASH,HONEY LOCUST,HONEY LOCUST,ASH,HONEY LOCUST,BOXELDER,HONEY LOCUST,WALNUT,ASH,BOXELDER",11,11,6,0 
"OWW04440-0418",2004,1,"Willow",9,".75-2","L","15-30",11,25.6,"Maple/Boxelder"," ",4,2,"PINE,WALNUT,WILLOW,WALNUT,MAPLE,MAPLE,MAPLE,WILLOW,ASH,BOXELDER,PINE",11,11,10,0 
"OWW04440-0419",2004,1,"Sycamore",10,".75-2","L","15-30",11,4.5714285714,"Sycamore","Oak",5,2,"SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,OAK,SYCAMORE,SYCAMORE,SYCAMORE,HACKBERRY,OAK,SYCAMORE",11,11,7,0 
"OWW04440-0420",2004,1,"Sycamore",3,".75-2","X",">30",7,1.6,"Sycamore","Poplar/Cottonwood",3,1,"SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,SYCAMORE,OTHER DECIDUOUS,POPLAR/COTTONWOOD",7,7,7,5 
"OWW04440-0423",2004,1,"Oak",5,".75-2","X",">30",11,4.25," ","Maple/Boxelder",3,2,"BOXELDER,ELM,WILLOW,WILLOW,BOXELDER,BOXELDER,ELM,BOXELDER,BOXELDER,OAK,ELM",11,11,8,1 
"OWW04440-0425",2004,1,"Ash",10,".3-.75","L",">30",10,6.1,"Oak","Ash",4,3,"ASH,ASH,OAK,OAK,PINE,CYPRESS,PINE,PINE,ASH,OAK,OAK",10,10,6,0 
"OWW04440-0426",2004,1,"Oak",20,".75-2","X",">30",11,11.888888889," ","Sycamore",4,3,"SYCAMORE,HICKORY,SYCAMORE,SYCAMORE,SUMAC,SUMAC,HICKORY,OAK,OAK,WALNUT,BLACK CHERRY",11,11,9,1 
"OWW04440-0427",2004,1,"Pine",17,".3-.75","L",">30",11,13.571428571,"Oak"," ",4,1,"WHITE PINE,POPLAR,OAK,POPLAR,OAK,OAK,OAK,ELM,POPLAR,PINE,BOXELDER",11,11,7,0 
"OWW04440-0428",2004,1,"Unknown",2.3,".75-2","X",">30",11,6.3,"Unknown"," ",8, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,11,11,7 
"OWW04440-0429",2004,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"OWW04440-0432",2004,1,"Sycamore",20,".75-2","X",">30",11,7.7272727273,"Maple/Boxelder","Sycamore",6,4,"SYCAMORE,MAPLE,SYCAMORE,MAPLE,MAPLE,SYCAMORE,MAPLE,COTTONWOOD,MAPLE,MAPLE,SYCAMORE",11,11,11,4 
"OWW04440-0433",2004,1,"Unknown",6,".75-2","X",">30",11,3.5714285714,"Unknown"," ",7, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,11,11,7 
"OWW04440-0435",2004,1,"Oak",6,".75-2","L","15-30",10,5.7," ","Oak",5,3,"SYCAMORE,OTHER,OTHER,OTHER,SYCAMORE,OTHER,OAK,OTHER,OTHER,OAK,OAK",10,10,7,0 
"OWW04440-0436",2004,1,"Unknown",1,".75-2","X",">30",11,6.8181818182,"Unknown","Maple/Boxelder",8,2,"UNKNOWN,MAPLE,UNKNOWN,UNKNOWN,UNKNOWN,SNAG,UNKNOWN,MAPLE,UNKNOWN,UNKNOWN,UNKNOWN",11,11,11,1 
"OWW04440-0437",2004,1,"Unknown_Deciduous",20,".75-2","L","15-30",11,6.9545454545,"Maple/Boxelder","Unknown_Deciduous",6,5,"OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,MAPLE/BOXELDER,MAPLE/BOXELDER,OTHER DECIDUOUS,MAPLE/BOXELDER,MAPLE/BOXELDER,OTHER DECIDUOUS,MAPLE/BOXELDER,MAPLE/BOXELDER",11,11,11,0 
"OWW04440-0439",2004,1,"Maple/Boxelder",13,".3-.75","L",">30",11,17.545454545,"Maple/Boxelder"," ",11, ,"MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE",11,11,11,0 
"OWW04440-0440",2004,1,"Maple/Boxelder",44,".3-.75","L",">30",9,43.666666667,"Maple/Boxelder"," ",6, ,"BOXELDER,BOXELDER,WILLOW,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE,MAPLE",9,7,6,0 
"OWW04440-0442",2004,1," ",10,".3-.75","L",">30",10,12.1," ","Maple/Boxelder",7,2,"HICKORY,HICKORY,OAK,WALNUT,HICKORY,BLACK CHERRY,BLACK CHERRY,MAPLE,MAPLE,BLACK CHERRY,HICKORY",10,10,10,0 
"OWW04440-0445",2004,1,"Oak",1,".3-.75","L",">30",11,6.7272727273,"Oak","Unknown_Deciduous",8,3,"OAK,OAK,OAK,OAK,OAK,OTHER DECIDUOUS,OAK,OTHER DECIDUOUS,OTHER DECIDUOUS,OAK,OAK",11,11,11,0 
"OWW04440-0447",2004,1,"Unknown",1.5,".3-.75","M","5-15",11,4.7727272727,"Unknown"," ",11, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,11,0,0 
"OWW04440-0451",2004,1," ",5,".75-2","L","15-30",11,6.2222222222," ","Willow",5,4,"WILLOW,OTHER DECIDUOUS,OTHER DECIDUOUS,WILLOW,ELM,WALNUT,PECAN,WILLOW,PECAN,WILLOW,MULBERRY",11,9,6,0 
"OWW04440-0453",2004,1,"Unknown",1,"0-0.1","S","<5",5,2.6,"Unknown"," ",5, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",5,0,0,0 
"OWW04440-0455",2004,1,"Poplar/Cottonwood",7,".75-2","L","15-30",11,16.090909091,"Poplar/Cottonwood","Oak",6,5,"OAK,OAK,POPLAR/COTTONWOOD,OAK,OAK,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,OAK,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD",11,11,11,0 
"OWW04440-0456",2004,1,"Maple/Boxelder",3,".75-2","L","15-30",11,5,"Maple/Boxelder","Sycamore",4,2,"BIRCH,WALNUT,MAPLE,MAPLE,SYCAMORE,MAPLE,BIRCH,MAPLE,SYCAMORE,BIRCH,SYCAMORE",11,11,5,0 
"OWW04440-0457",2004,1,"Pine",20,".75-2","X",">30",11,9.7272727273,"Pine"," ",6,2,"OAK,RED PINE,OTHER DECIDUOUS,RED PINE,RED PINE,UNKNOWN,RED PINE,BEECH,RED PINE,BEECH,RED PINE",11,11,11,4 
"OWW04440-0458",2004,1,"Unknown_Deciduous",2,".75-2","X",">30",11,7.8181818182,"Unknown_Deciduous","Maple/Boxelder",10,1,"MAPLE/BOXELDER,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS",11,11,11,2 
"OWW04440-0459",2004,1,"Alder/Birch",20,".75-2","X",">30",11,19.4,"Pine","Alder/Birch",3,2,"BIRCH,BIRCH,BIRCH,BIRCH,BIRCH,PINE,PINE,PINE,PINE,BIRCH,BIRCH",11,11,7,5 
"OWW04440-0464",2004,1,"Poplar/Cottonwood",1,">2","X",">30",11,0.4444444444,"Poplar/Cottonwood","Unknown",7,1,"BIG TOOTH ASPEN,UNKNOWN,BIG TOOTH ASPEN,BIG TOOTH ASPEN,BIG TOOTH ASPEN,WILLOW,BIG TOOTH ASPEN,COTTONWOOD,ASPEN,ASPEN,ASPEN",11,11,11,9 
"OWW04440-0465",2004,1,"Unknown",15,".3-.75","L",">30",11,4.2777777778,"Unknown","Pine",8,1,"SYCAMORE,UNKNOWN,UNKNOWN,PINE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,11,9,0 
"OWW04440-0466",2004,1,"Maple/Boxelder",1,".75-2","X",">30",11,3.6,"Maple/Boxelder","Sycamore",6,3,"MAPLE,MAPLE,SYCAMORE,MAPLE,MAPLE,MAPLE,SYCAMORE,MAPLE,MAPLE,SYCAMORE,POPLAR",11,11,11,6 
"OWW04440-0467",2004,1,"Oak",3,".3-.75","L","15-30",11,7.4,"Unknown_Deciduous","Oak",9,1,"OAK,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS",11,11,1,0 
"OWW04440-0469",2004,1,"Oak",6,".75-2","L","15-30",11,8.0909090909,"Unknown_Deciduous","Oak",5,4,"PINE,OAK,OAK,OAK,OAK,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,PINE,OTHER DECIDUOUS",11,11,6,0 
"OWW04440-0471",2004,1,"Ash",1,".3-.75","L",">30",11,6.5454545455," ","Ash",5,5,"ASH,ASH,BASSWOOD,ASH,ASH,BASSWOOD,BASSWOOD,BASSWOOD,BASSWOOD,ASH,MAPLE",11,11,11,0 
"OWW04440-0472",2004,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"OWW04440-0473",2004,1,"Oak",2,".75-2","L","15-30",11,6,"Oak","Sycamore",6,2,"OAK,OAK,OAK,OAK,SYCAMORE,SYCAMORE,OAK,OAK,OAK,OAK,OAK",11,11,7,0 
"OWW04440-0474",2004,1,"Maple/Boxelder",5,".75-2","X",">30",11,11,"Maple/Boxelder","Oak",4,4,"BLACK CHERRY,MAPLE,OAK,WHITE PINE,OAK,MAPLE,OAK,MAPLE,MAPLE,MAPLE,OAK",11,11,10,2 
"OWW04440-0475",2004,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"OWW04440-0479",2004,1,"Unknown",9,".75-2","L","15-30",11,11.555555556,"Unknown"," ",9, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,11,5,0 
"OWW04440-0480",2004,1,"Unknown",0.5,".3-.75","L","15-30",11,1.35,"Unknown"," ",10, ,"UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN",11,10,1,0 
"OWW04440-0481",2004,1,"Poplar/Cottonwood",1,".75-2","X",">30",11,10.555555556,"Oak","Poplar/Cottonwood",7,2,"TULIP POPLAR,TULIP POPLAR,OAK,TULIP POPLAR,OAK,OAK,OAK,OAK,SWEETGUM,OAK,OAK",11,11,9,2 
"OWW04440-0482",2004,1,"Poplar/Cottonwood",6,".75-2","L","15-30",11,10.428571429,"Poplar/Cottonwood"," ",3,2,"ELM,ELM,BOXELDER,COTTONWOOD,COTTONWOOD,COTTONWOOD,ELM,WILLOW,SNAG,CHERRY,POPLAR",11,11,5,0 
"OWW04440-0483",2004,1,"Sycamore",15,".75-2","L","15-30",10,9.2857142857," ","Sycamore",4,2,"COTTONWOOD,ELM,ELM,SYCAMORE,ELM,ELM,SYCAMORE,ELM,ELM,ELM,ELM",10,10,7,0 
"OWW04440-0485",2004,1,"Maple/Boxelder",1,".75-2","X",">30",11,2.6818181818,"Pine","Maple/Boxelder",9,2,"MAPLE,RED PINE,RED PINE,MAPLE,RED PINE,RED PINE,RED PINE,RED PINE,RED PINE,RED PINE,RED PINE",11,11,10,5 
"OWW04440-0486",2004,1,"Oak",45,".3-.75","L",">30",11,12.555555556,"Pine","Oak",7,2,"PINE,OAK,PINE,PINE,OAK,PINE,OAK,OAK,PINE,PINE,PINE",11,11,9,0 
"OWW04440-0487",2004,1,"Ash",25,".3-.75","L","15-30",11,24,"Ash","Spruce",10,1,"ASH,SPRUCE,ASH,ASH,ASH,ASH,ASH,ASH,ASH,ASH,ASH",11,11,1,0 
"OWW04440-0488",2004,1,"Poplar/Cottonwood",10,".3-.75","L","15-30",9,11.555555556,"Unknown_Deciduous","Poplar/Cottonwood",7,2,"OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,SNAG,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,COTTONWOOD,OTHER DECIDUOUS,COTTONWOOD",9,8,1,0 
"OWW04440-0489",2004,1,"Pine",10,".75-2","X",">30",11,17.272727273,"Pine","Oak",9,2,"LOBLOLLY PINE,LOBLOLLY PINE,LOBLOLLY PINE,OAK,LOBLOLLY PINE,LOBLOLLY PINE,LOBLOLLY PINE,LOBLOLLY PINE,LOBLOLLY PINE,OAK,LOBLOLLY PINE",11,11,11,5 
