"SITE_ID","YEAR","VISIT_NO","DATE_COL","TEAM_ID","CHAN_CON","PERCENT","BANKFULL","VALLEY","PATTERN","CONSTRNT","FEATURES","VALLYBOX" 
"WWAP99-0637",2001,1,08/07/2001,"1"," ",100,5,200,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0639",2001,1,07/10/2001,"1"," ",50,16,100,"SINGLE","CON_BROAD","TERRACE","Y" 
"WWAP99-0640",2001,1,10/03/2001,"1"," ",40,4,500,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"WWAP99-0641",2001,1,07/03/2001,"1"," ",100,8,150,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0642",2001,1,08/08/2001,"1"," ",70,4,200,"SINGLE","UNC_NARROW","HILLSLOPE","Y" 
"WWAP99-0676",2002,1,08/15/2002,"1"," ",100,16,40,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0677",2002,1,09/20/2002,"1"," ",25,23,500,"SINGLE","UNC_NARROW","BEDROCK"," " 
"WWAP99-0681",2002,1,10/17/2002,"1"," ",100,0.5,2000,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWAP99-0682",2002,1,08/20/2002,"1"," ",0,3,300,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWAP99-0688",2002,1,07/11/2002,"1"," ",80,5,200,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWAP99-0689",2002,1,07/02/2002,"1"," ",0,2,1000,"SINGLE","UNC_BROAD","NOCONST","Y" 
"WWAP99-0692",2002,1,07/23/2002,"1"," ",100,6,100,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0695",2002,1,08/02/2002,"1"," ",100,4,30,"SINGLE","CON_VSHAPED","TERRACE","Y" 
"WWAP99-0697",2002,1,08/07/2002,"1"," ",100,2,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0700",2002,1,07/18/2002,"1"," ",100,6,200,"SINGLE","CON_VSHAPED","HUMAN"," " 
"WWAP99-0701",2002,1,10/09/2002,"1"," ",100,6,1400,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0702",2002,1,08/28/2002,"1"," ",0,2,100,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWAP99-0704",2002,1,09/19/2002,"1"," ",100,6,50,"SINGLE","CON_VSHAPED"," "," " 
"WWAP99-0705",2002,1,10/08/2002,"1"," ",100,4,2000,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0706",2002,1,08/06/2002,"1"," ",0,2,200,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWAP99-0712",2002,1,08/08/2002,"1"," ",50,10,2300,"SINGLE","UNC_NARROW","BEDROCK"," " 
"WWAP99-0713",2002,1,09/24/2002,"1"," ",100,18,1000,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0714",2002,1,07/03/2002,"1"," ",80,33,50,"SINGLE","UNC_BROAD","NOCONST","Y" 
"WWAP99-0716",2002,1,08/13/2002,"1"," ",20,11,800,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WWAP99-0719",2002,1,09/25/2002,"1"," ",100,10,100,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0720",2002,1,08/14/2002,"1"," ",100,6,100,"SINGLE","CON_BROAD","TERRACE"," " 
"WWAP99-0721",2002,1,10/03/2002,"1"," ",100,4,25,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0722",2002,1,10/16/2002,"1"," ",0,4,200,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWAP99-0729",2002,1,09/12/2002,"1"," ",0,20,2300,"ANASTOM","UNC_BROAD","NOCONST"," " 
"WWAP99-0729",2002,1,09/12/2002,"1"," ",0,20,2300,"ANASTOM","UNC_BROAD","NOCONST"," " 
"WWAP99-0730",2002,1,07/17/2002,"1"," ",100,5,100,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0732",2002,1,08/29/2002,"1"," ",70,5,20,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0733",2002,1,09/05/2002,"1"," ",20,25,700,"SINGLE","CON_BROAD","BEDROCK"," " 
"WWAP99-0735",2002,1,08/01/2002,"1"," ",0,15,2500," ","UNC_NARROW","NOCONST"," " 
"WWAP99-0736",2002,1,09/17/2002,"1"," ",70,14,200,"SINGLE","CON_BROAD","TERRACE"," " 
"WWAP99-0765",2003,1,07/22/2003,"1"," ",100,4,300,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"WWAP99-0766",2003,1,07/08/2003,"1"," ",100,8,3500,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0768",2003,1,09/17/2003,"1"," ",90,14,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"WWAP99-0770",2003,1,07/24/2003,"1"," ",100,6,500,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWAP99-0772",2003,1,09/11/2003,"1"," ",100,16,600,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0776",2003,1,07/23/2003,"1"," ",100,4,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWAP99-0777",2003,1,07/10/2003,"1"," ",100,15,750,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWAP99-0778",2003,1,08/14/2003,"1"," ",100,3,250,"SINGLE","CON_BROAD","TERRACE"," " 
"WWAP99-0780",2003,1,08/20/2003,"1"," ",100,4,1300,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"WWYP99-0501",2000,1,08/16/2000,"1","CB",100,1,20," "," "," "," " 
"WWYP99-0504",2000,1,09/07/2000,"1","CH",40,5,200," "," "," "," " 
"WWYP99-0506",2000,1,08/02/2000,"1","US",0,4,75," "," "," "," " 
"WWYP99-0508",2000,1,09/12/2000,"1","CT",100,2,200," "," "," "," " 
"WWYP99-0509",2000,1,08/05/2000,"2","US",0,2,600," "," "," "," " 
"WWYP99-0511",2000,1,09/11/2000,"1","CH",100,5,100," "," "," "," " 
"WWYP99-0513",2000,1,08/27/2000,"2","CT",90,70,1200," "," "," "," " 
"WWYP99-0515",2000,1,09/28/2000,"2","CH",90,3,30," "," "," "," " 
"WWYP99-0516",2000,1,09/08/2000,"1","US",0,2,50," "," "," "," " 
"WWYP99-0524",2000,1,08/01/2000,"2","CT",67,25,120," "," "," "," " 
"WWYP99-0525",2000,1,08/06/2000,"1","US",0,15,750," "," "," "," " 
"WWYP99-0526",2000,1,09/08/2000,"2","CH",4,11,125," "," "," "," " 
"WWYP99-0530",2000,1,08/05/2000,"1","US",0,1,15," "," "," "," " 
"WWYP99-0531",2000,1,08/03/2000,"2","CT",10,493,1070," "," "," "," " 
"WWYP99-0533",2000,1,09/10/2000,"2","CH",15,7,40," "," "," "," " 
"WWYP99-0535",2000,1,09/24/2000,"1","CB",40,3,100," "," "," "," " 
"WWYP99-0537",2001,1,08/15/2001,"1"," ",100,3,200,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0538",2000,1,09/26/2000,"1","CB",30,6,200," "," "," "," " 
"WWYP99-0540",2000,1,09/22/2000,"1","US",0,3,50," "," "," "," " 
"WWYP99-0553",2003,1,07/15/2003,"1"," ",50,8, ,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"WWYP99-0556",2003,1,07/09/2003,"1"," ",100,13,1000,"SINGLE","UNC_NARROW","TERRACE"," " 
"WWYP99-0582",2001,1,08/07/2001,"1"," ",75,6,50,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWYP99-0585",2001,1,07/31/2001,"1"," ",20,10,300,"SINGLE","UNC_NARROW","BEDROCK"," " 
"WWYP99-0586",2001,1,09/20/2001,"1"," ",100,3,1500,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0587",2001,1,07/16/2001,"1"," ",60,9,40,"SINGLE","UNC_NARROW","HUMAN"," " 
"WWYP99-0589",2001,1,08/24/2001,"1"," ",100,3,150,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0590",2001,1,08/21/2001,"1"," ",100,2,600,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0591",2001,1,09/13/2001,"1"," ",100,12,800,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0592",2001,1,08/01/2001,"1"," ",0, ,175,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0594",2001,1,07/25/2001,"1"," ",20,7,100,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0598",2001,1,08/27/2001,"1"," ",75,2,75,"SINGLE","CON_BROAD","TERRACE","Y" 
"WWYP99-0599",2001,1,07/17/2001,"1"," ",100,4,150,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWYP99-0600",2001,1,07/18/2001,"1"," ",30,3,250,"SINGLE","UNC_NARROW","BEDROCK"," " 
"WWYP99-0603",2001,1,08/30/2001,"1"," ",75,2,100,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0604",2001,1,08/10/2001,"1"," ",0, ,350,"SINGLE","UNC_BROAD","NOCONST"," " 
"WWYP99-0605",2001,1,07/19/2001,"1"," ",100,5,800,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWYP99-0606",2001,1,08/20/2001,"1"," ",100,3,300,"SINGLE","CON_BROAD","HUMAN"," " 
"WWYP99-0607",2001,1,07/27/2001,"1"," ",75,50,400,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0608",2001,1,08/17/2001,"1"," ",100,1,75,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0609",2001,1,08/09/2001,"1"," ",30,1,50,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0610",2001,1,08/23/2001,"1"," ",100,5,200,"SINGLE","CON_BROAD","BEDROCK"," " 
"WWYP99-0612",2001,1,08/16/2001,"1"," ",20,4,2000,"SINGLE","UNC_BROAD","TERRACE"," " 
"WWYP99-0613",2001,1,08/03/2001,"1"," ",100,1,200,"SINGLE","CON_BROAD"," "," " 
"WWYP99-0614",2001,1,08/22/2001,"1"," ",100,2,150,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWYP99-0615",2001,1,09/12/2001,"1"," ",100,2,150,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0616",2001,1,09/14/2001,"1"," ",100,28,500,"SINGLE","CON_BROAD","HUMAN"," " 
"WWYP99-0651",2002,1,08/14/2002,"1"," ",40,8,1000,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWYP99-0652",2002,1,07/08/2002,"1"," ",100,5,5000,"SINGLE","CON_BROAD","TERRACE","Y" 
"WWYP99-0653",2002,1,07/13/2002,"1"," ",100,3,9999,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0655",2002,1,07/18/2002,"1"," ",0,25,1500,"SINGLE","UNC_BROAD","NOCONST"," " 
"WWYP99-0656",2002,1,07/17/2002,"1"," ",100,15,700,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"WWYP99-0657",2002,1,08/07/2002,"1"," ",70,10,200,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWYP99-0659",2002,1,07/31/2002,"1"," ",100,4,500,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0660",2002,1,07/11/2002,"1"," ",100,2,400,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0661",2002,1,07/12/2002,"1"," ",100,10,1000,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0662",2002,1,08/13/2002,"1"," ",50,2,600,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0665",2002,1,07/09/2002,"1"," ",75,1,9000,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0669",2002,1,08/15/2002,"1"," ",60,15,300,"SINGLE","CON_VSHAPED","HILLSLOPE","Y" 
"WWYP99-0670",2002,1,07/29/2002,"1"," ",50,3,200,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0671",2002,1,09/04/2002,"1"," ",100,3,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"WWYP99-0707",2003,1,07/24/2003,"1"," ",100,19,900,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWYP99-0708",2003,1,07/23/2003,"1"," ",100,6,200,"SINGLE","CON_BROAD","TERRACE"," " 
"WWYP99-0710",2003,1,07/18/2003,"1"," ",50,4,1000,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0713",2003,1,08/12/2003,"1"," ",100,13,50,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0715",2003,1,09/23/2003,"1"," ",100,3,2500,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWYP99-0716",2003,1,07/10/2003,"1"," ",100,35,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"WWYP99-0717",2003,1,08/14/2003,"1"," ",100,6,300,"SINGLE","CON_VSHAPED","BEDROCK"," " 
"WWYP99-0719",2003,1,07/22/2003,"1"," ",100,4,200,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0720",2003,1,07/21/2003,"1"," ",100,3,100,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0721",2003,1,09/25/2003,"1"," ",100,8,50,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"WWYP99-0722",2003,1,07/08/2003,"1"," ",100,3,100,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0096",2004,1,06/14/2004,"1"," ",80,7,1500,"SINGLE","CON_BROAD","TERRACE","Y" 
"IAW02344-0097",2004,1,07/29/2004,"1"," ",100,35,3200,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0098",2004,1,07/21/2004,"1"," ",90,5,1600,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0099",2004,1,08/16/2004,"1"," ",80,25,800,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0100",2004,1,07/20/2004,"1"," ",60,9,800,"SINGLE","CON_BROAD","BEDROCK"," " 
"IAW02344-0103",2004,1,06/22/2004,"1"," ",90,5,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0104",2004,1,07/08/2004,"2"," ",80,2.5,800,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0105",2004,1,06/30/2004,"1"," ",100,10,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0106",2004,1,06/29/2004,"1"," ",100,6,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0108",2004,1,08/03/2004,"1"," ",100,18, ,"SINGLE","CON_BROAD","TERRACE","Y" 
"IAW02344-0109",2004,1,09/06/2004,"1"," ",60,28,300,"SINGLE","CON_BROAD","HUMAN"," " 
"IAW02344-0110",2004,1,09/11/2004,"1"," ",100,24,1800,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0111",2004,1,08/18/2004,"1"," ",100,25,1000,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0112",2004,1,07/27/2004,"1"," ",80,5,1400,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0113",2004,1,06/23/2004,"1"," ",80,9,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0114",2004,1,06/28/2004,"1"," ",80,5,1000,"SINGLE","CON_VSHAPED","TERRACE"," " 
"IAW02344-0115",2004,1,08/17/2004,"1"," ",100,26,4000,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0117",2004,1,07/14/2004,"1"," ",80,24,1500,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0118",2004,1,07/15/2004,"1"," ",90,12,800,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0119",2004,1,09/12/2004,"1"," ",100,24,1600,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0120",2004,1,07/26/2004,"1"," ",100,5,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"IAW02344-0121",2004,1,07/19/2004,"1"," ",100,5,2000,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0122",2004,1,07/28/2004,"1"," ",40,16,1600,"SINGLE","CON_BROAD","HUMAN"," " 
"IAW02344-0123",2004,1,08/17/2004,"1"," ",100,8,3000,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0125",2004,1,07/13/2004,"1"," ",60,6,1000,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0128",2004,1,06/17/2004,"1"," ",100,6,800,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0130",2004,1,06/22/2004,"1"," ",100,6,1500,"SINGLE","CON_VSHAPED","TERRACE"," " 
"IAW02344-0132",2004,1,07/21/2004,"1"," ",100,10,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"IAW02344-0133",2004,1,08/04/2004,"1"," ",100,4,800,"SINGLE","CON_BROAD","HUMAN"," " 
"IAW02344-0134",2004,1,08/12/2004,"1"," ",100,18, ,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0135",2004,1,07/22/2004,"1"," ",80,8,2000,"SINGLE","CON_BROAD","TERRACE","Y" 
"IAW02344-0139",2004,1,09/23/2004,"1"," ",80,6,800,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0232",2004,1,06/15/2004,"1"," ",100,5,1000,"SINGLE","CON_BROAD","TERRACE"," " 
"IAW02344-0250",2004,1,06/24/2004,"1"," ",100,8,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"IAW02344-0253",2004,1,08/10/2004,"1"," ",80,10,1200,"SINGLE","CON_BROAD","BEDROCK"," " 
"IAW02344-0261",2004,1,08/02/2004,"1"," ",100,12,800,"SINGLE","CON_BROAD","TERRACE"," " 
"NEWS04-0101",2004,1,10/10/2004,"1"," ",50,10,20,"ANASTOM","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-0108",2004,1,10/11/2004,"1"," ",75,6,75,"SINGLE","CON_BROAD","TERRACE"," " 
"NEWS04-0203",2004,1,10/15/2004,"1"," ",0,14,200,"SINGLE","UNC_NARROW","NOCONST","Y" 
"NEWS04-0305",2004,1,10/13/2004,"1"," ",40,27,500,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-0401",2004,1,10/14/2004,"1"," ",100,12,20,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-0502",2004,1,10/18/2004,"1"," ",20,15,80,"ANASTOM","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-0602",2004,1,10/08/2004,"1"," ",20,15,20,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-0703",2004,1,10/09/2004,"1"," ",50,6,40,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-0806",2004,1,10/19/2004,"1"," ",20,7,200,"SINGLE","UNC_BROAD","HILLSLOPE","Y" 
"NEWS04-0905",2004,1,08/18/2004,"1"," ",50,10,100,"SINGLE","UNC_BROAD","HILLSLOPE"," " 
"NEWS04-1001",2004,1,08/20/2004,"1"," ",100, ,40,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"NEWS04-1105",2004,1,09/15/2004,"15"," ",75,10,100,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-1106",2004,1,09/12/2004,"15"," ",100,9,40,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"NEWS04-1202",2004,1,09/17/2004,"15"," ",25,10,100,"SINGLE","UNC_NARROW","BEDROCK"," " 
"NEWS04-1302",2004,1,09/19/2004,"15"," ", ,18,100,"SINGLE","UNC_BROAD","NOCONST","Y" 
"NEWS04-1303",2004,1,09/22/2004,"15"," ",5,20,500,"SINGLE","UNC_BROAD","HILLSLOPE"," " 
"NEWS04-1410",2004,1,09/21/2004,"15"," ",75,6,50,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-1702",2004,1,08/17/2004,"1"," ",100,22,500,"SINGLE","CON_BROAD","TERRACE"," " 
"NEWS04-1801",2004,1,08/19/2004,"1"," ",100,14,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"NEWS04-1901",2004,1,09/16/2004,"15"," ",50,1,10,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-1903",2004,1,09/14/2004,"15"," ",50,10,500,"SINGLE","UNC_NARROW","HUMAN"," " 
"NEWS04-2002",2004,1,09/18/2004,"15"," ",0,18,100,"SINGLE","UNC_BROAD","NOCONST","Y" 
"NEWS04-2101",2004,1,09/20/2004,"15"," ",75,8,30,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-2301",2004,1,08/16/2004,"1"," ",100,20,700,"SINGLE","CON_BROAD","TERRACE"," " 
"NEWS04-2302",2004,1,10/07/2004,"1"," ",75,7,20,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-2401",2004,1,08/14/2004,"1"," ",100,8,30,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"NEWS04-2502",2004,1,08/12/2004,"1"," ",75,16,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"NEWS04-2805",2004,1,08/15/2004,"1"," ",100,10,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"NEWS04-2907",2004,1,07/21/2004,"1"," ",100,6,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"NEWS04-3004",2004,1,08/10/2004,"1"," ",50,15,1000,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-3102",2004,1,09/23/2004,"15"," ",25,6,400,"SINGLE","CON_BROAD","HILLSLOPE"," " 
"NEWS04-3206",2004,1,07/22/2004,"1"," ", ,8,1000,"SINGLE","UNC_BROAD","NOCONST","Y" 
"NEWS04-3303",2004,1,08/08/2004,"1"," ",100,12,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"NEWS04-3406",2004,1,08/09/2004,"1"," ",25,10,500,"SINGLE","UNC_BROAD","TERRACE"," " 
"NEWS04-3504",2004,1,07/11/2004,"1"," ",70,4,40,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"NEWS04-3603",2004,1,07/12/2004,"1"," ",25,13,125,"SINGLE","UNC_NARROW","HUMAN"," " 
"NEWS04-3701",2004,1,07/17/2004,"1"," ",100,4,20,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"NEWS04-3802",2004,1,07/18/2004,"1"," ",10,4,200,"SINGLE","CON_BROAD","HUMAN","Y" 
"NEWS04-3901",2004,1,07/08/2004,"1"," ",100,8,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"NEWS04-4003",2004,1,07/10/2004,"1"," ",40,5,60,"SINGLE","UNC_NARROW","HUMAN"," " 
"NEWS04-4104",2004,1,07/13/2004,"1"," ",50,8,500,"SINGLE","CON_BROAD","TERRACE"," " 
"NEWS04-4201",2004,1,07/15/2004,"1"," ", ,6,1000,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0004",2004,1,09/16/2004,"2"," ",100,9,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"OWW04440-0008",2004,1,08/23/2004,"11"," ",95,75,1500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0010",2004,1,08/18/2004,"2"," ",100,4,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0011",2004,1,09/14/2004,"11"," ",100,13,900,"SINGLE","CON_BROAD","BEDROCK"," " 
"OWW04440-0014",2004,1,07/17/2004,"3"," ",100,4,500,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0015",2004,1,10/19/2004,"1"," ",100,3,4.5,"SINGLE","CON_VSHAPED","HUMAN"," " 
"OWW04440-0016",2004,1,07/28/2004,"5"," ",100,12,60,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0017",2004,1,07/14/2004,"3"," ",100,10,300,"SINGLE"," ","TERRACE"," " 
"OWW04440-0019",2004,1,07/14/2004,"2"," ",100,5,5000,"SINGLE","CON_VSHAPED","TERRACE","Y" 
"OWW04440-0020",2004,1,08/11/2004,"2"," ",100,11,35,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"OWW04440-0021",2004,1,07/14/2004,"1"," ",5,6,150,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0023",2004,1,07/15/2004,"4"," ",0,10,300,"SINGLE","UNC_BROAD","NOCONST","Y" 
"OWW04440-0026",2004,1,08/17/2004,"1"," ",80,4,90,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0029",2004,1,06/20/2004,"1"," ",100,20,60,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0030",2004,1,09/14/2004,"1"," ",100,3,100,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0032",2004,1,09/09/2004,"2"," ",68,6,200,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0034",2004,1,10/05/2004,"2"," ",100,6,50,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"OWW04440-0039",2004,1,07/19/2004,"4"," ",20,5,200,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0040",2004,1,07/28/2004,"2"," ",100, ,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0041",2004,1,06/16/2004,"2"," ",100,4,300,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0043",2004,1,10/02/2004,"5"," ",100,9,100,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0045",2004,1,09/17/2004,"1"," ",100,1,40,"SINGLE","UNC_NARROW","HILLSLOPE"," " 
"OWW04440-0046",2004,1,08/19/2004,"1"," ",100,12,1000,"SINGLE","CON_BROAD","HILLSLOPE","Y" 
"OWW04440-0048",2004,1,07/09/2004,"1"," ",100,2,50,"SINGLE","UNC_NARROW","HUMAN"," " 
"OWW04440-0050",2004,1,08/05/2004,"1"," ",100,4,1000,"SINGLE","CON_BROAD","HUMAN","Y" 
"OWW04440-0051",2004,1,09/14/2004,"1"," ",100,10,1500,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0054",2004,1,07/20/2004,"1"," ",100,4,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0055",2004,1,08/15/2004,"5"," ",100,11,1000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0056",2004,1,07/30/2004,"2"," ",100,14,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0058",2004,1,08/18/2004,"3"," ",50,5,200,"SINGLE","UNC_NARROW","BEDROCK"," " 
"OWW04440-0059",2004,1,08/25/2004,"2"," ",100,4,30,"SINGLE","CON_VSHAPED","HUMAN"," " 
"OWW04440-0060",2004,1,07/09/2004,"2"," ",40,4,300,"SINGLE","CON_BROAD","HUMAN","Y" 
"OWW04440-0061",2004,1,10/27/2004,"13"," ",100,8,3000,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0063",2004,1,07/24/2004,"2"," ",100,4,600,"SINGLE","CON_BROAD","TERRACE"," " 
"OWW04440-0064",2004,1,09/12/2004,"16"," ",100,40,500,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0066",2004,1,06/29/2004,"2"," ",50,8,800,"SINGLE","CON_BROAD","TERRACE","Y" 
"OWW04440-0070",2004,1,08/30/2004,"20"," ",95,8,10,"SINGLE","CON_VSHAPED","HILLSLOPE"," " 
"OWW04440-0071",2004,1,08/20/2004,"2"," ",80,4,9999,"SINGLE","CON_BROAD","TERRACE","Y" 
