"SITE_ID","YEAR","VISIT_NO","XBKA","XUN","XBKF_W","XBKF_H","XINC_H","XPCM","XPCMG","XPMG","XPMGH","XPMGW","XCL","XGB","XC","XG","XCMW","XCMGW","PCAN_C","XCDENBK","XCDENMID","XEMBED","XFC_ALG","XFC_AQM","XFC_LWD","XFC_BRS","XFC_OHV","XFC_UCB","XFC_RCK","XFC_HUM","XFC_ALL","XFC_NAT","XFC_BIG","W1_HALL","W1_HNOAG","W1_HAG","W1H_WALL","W1H_PIPE","LSUB_DMM","LTEST","LRBS_TST","LDMB_BW5","LRBS_BW5","REACHLEN","XSLOPE","XDEPTH","RPGT75","RPGT100","RPMXDEP","RPXAREA","RP100","PCT_FN","PCT_SA","PCT_HP","PCT_RC","PCT_SAFN","PCT_SFGF","PCT_BIGR","PCT_BDRK","PCT_ORG","LSUBD_SD","V1W_MSQ","V4W_MSQ","V1TM100","V4TM100","SINU","SDDEPTH","XWIDTH","XWXD","XWD_RAT","SDWXD","PCT_FA","PCT_FAST","PCT_SLOW","PCT_POOL","PCT_DRS","PCT_SIDE","SAMPLED" 
"OWW04440-0124",2004,1,35.772727273,0,9.3818181818,0.5818181818,1.9109090909,1,1,1,1,0,0.1113636364,0.0965909091,0.2613636364,0.5477272727,0.5136363636,0.5136363636,0,91.176470588,87.43315508,100,0,0,0.0977272727,0.0818181818,0.0318181818,0,0,0.0227272727,0.2340909091,0.2113636364,0.1204545455,1.5227727273,0.8560727273,0.6667,0.1363636364,0,-1.690674786,2.0797196393,-3.770394425,2.2052697325,-3.895944518,277.2,2.02,86.831578947,3,3,231.25,7.9515568949,28.685270184,75.238095238,23.80952381,0,0,99.047619048,100,0,0,0,0.7452385461,0.001947982,0.0011193399,2.2691197691,1.0501443001,1.1208474012,43.511713422,8.03,6.7406,10.624481895,2.6631816034,0,0,100,100,0,5.2631578947,"YES" 
"OWW04440-0125",2004,1,31.227272727,0.0136363636,11.5,0.8,0.9,1,1,1,1,1,0.1920454545,0.7386363636,0.6545454545,0.2136363636,0.8602272727,0.9647727273,0.1363636364,40.909090909,9.4919786096,34.909090909,0.0590909091,0.0681818182,0,0.0136363636,0.0681818182,0.0227272727,0.0272727273,0,0.1318181818,0.1318181818,0.05,0,0,0,0,0,1.5997544024,1.4874530189,0.1123013835,1.9742218536,-0.374467451,277.2,1.3,34.5,0,0,35.016,1.8490190533,8.6714457767,20,3.8095238095,0,0,23.80952381,31.428571429,68.571428571,38.095238095,0,2.2048644689,0.0000181944,0,0.0209235209,0,1.0136624209,12.337427658,8.155,2.83185,27.974810073,1.5898879231,0,18,82,1,0,0,"YES" 
"OWW04440-0127",2004,1,15.954545455,0,4.3,0.4090909091,0.5272727273,1,1,1,0.8181818182,0.8181818182,0.0818181818,0.0863636364,0.2943181818,0.5227272727,0.6011363636,0.7738636364,0,90.909090909,87.165775401,56.636363636,0.0045454545,0.1454545455,0.0045454545,0.0954545455,0.1477272727,0,0.0318181818,0,0.2795454545,0.2795454545,0.0363636364,0.8863909091,0.0681818182,0.8182090909,0,0,0.7504583448,0.6188318774,0.1316264674,2.2272969293,-1.476838585,150,5.99,1.0132450331,0,0,12,0.0353458333,0.2827666667,14.285714286,15.238095238,0,0,29.523809524,56.19047619,43.80952381,5.7142857143,0,1.5711332804,0.0025379845,0,3.0433333333,0,1.1846031516,2.1999598632,0.235483871,0.0078387097,29.819444444,0.0164420128,0,0,33.112582781,20.529801325,66.887417219,0,"YES" 
"OWW04440-0128",2004,1,35.227272727,0.0318181818,9.4090909091,0.6136363636,1.4272727273,0.6818181818,0.6818181818,0.9545454545,0.9090909091,0.5909090909,0.0363636364,0.1193181818,0.1136363636,0.5238636364,0.2306818182,0.2693181818,0,72.727272727,56.818181818,75.090909091,0.0136363636,0,0.0363636364,0.0545454545,0.1022727273,0.1568181818,0.0772727273,0.0090909091,0.4363636364,0.4272727273,0.2795454545,1.4242454545,0.1969727273,1.2272727273,0,0,0.0822397836,0.9582884063,-0.876048623,1.2456318859,-1.163392102,237.6,0.3241666667,40.91,1,0,82.14,6.7956048186,22.880824305,23.80952381,25.714285714,1.9047619048,0,49.523809524,68.571428571,27.619047619,0,1.9047619048,1.5736378899,0.0005555556,0,0.5227272727,0,1.4924160961,20.509221873,6.725,2.84015,21.163035768,1.6891474422,0,10,90,75,0,0,"YES" 
"OWW04440-0130",2004,1,16.181818182,0.0409090909,5.7090909091,0.2818181818,0.6454545455,1,1,1,1,0.9583333333,0.1458333333,0.0791666667,0.7833333333,0.5291666667,1.1010416667,1.3135416667,0.0833333333,92.647058824,89.583333333,53.166666667,0.1229166667,0,0.0458333333,0.1333333333,0.1958333333,0.025,0.11875,0,0.51875,0.51875,0.1895833333,0,0,0,0,0,1.1795732888,1.511432505,-0.331859216,2.0100293778,-0.830456089,150,4.2,11.284768212,0,0,20.32,0.1067410497,2.7041065934,3.6363636364,16.363636364,0,0,20,46.363636364,53.636363636,0,0,1.2469785276,0.0059600849,0,10.986666667,5.002,1.0859145996,5.3707572197,2.8806451613,0.308516129,33.473661643,0.214305525,0,35.761589404,63.57615894,52.98013245,0.6622516556,70.198675497,"YES" 
"OWW04440-0131",2004,1,26.181818182,0,144.81818182,0.9818181818,2.2818181818,0.1818181818,0.1818181818,0.3636363636,0.3636363636,0.0454545455,0.0022727273,0.6329545455,0.0181818182,0.0522727273,0.0340909091,0.0363636364,0,11.764705882,0,100,0.0181818182,0,0.0045454545,0.0272727273,0.0045454545,0,0.0090909091,0,0.0454545455,0.0454545455,0.0136363636,0.2500045455,0,0.2500045455,0,0,-0.563069754,0.9792268368,-1.542296591,1.3758918466,-1.9389616,1485,0.235,59.22,0,0,61.95625,8.5217647059,9.7555555556,7.619047619,90.476190476,0,0,98.095238095,100,0,0,0,0.4766632509,0.0001513473,0.0000541443,3.7073400673,0.9801346801,1.0979933895,15.773382515,88.11,51.2744,156.61129155,16.815477624,0,0,100,0,0,30,"YES" 
"OWW04440-0132",2004,1,92.714285714,0.135,2.4,0.1,1,0,0,0,0,0,0.0420454545,0.2386363636,0.0420454545,0.6659090909,0.0420454545,0.0420454545,0,21.390374332,18.71657754,93.090909091,0,0,0,0.0045454545,0.4931818182,0.4386363636,0.0090909091,0,0.9454545455,0.9454545455,0.4477272727,2.2879181818,0.7879181818,1.5,0,0,0.3882731942,0.9800779456,-0.591804751,1.0058891824,-0.617615988,298,0.56,24.9,0,0,27.4,1.7634857143,8.2848322148,2.8571428571,52.380952381,0,0,55.238095238,74.285714286,25.714285714,0,0,1.2120977272,0.0009521812,0,0.2285234899,0,1.0174907704,9.6778651481,2.56,0.64965,12.031228949,0.3494891422,0,20.666666667,79.333333333,0,0,0,"YES" 
"OWW04440-0133",2004,1,63.318181818,0.1045454545,11.336363636,0.5972727273,0.9727272727,0.3636363636,0.3636363636,0.4545454545,0.4545454545,0.4545454545,0.0318181818,0.3772727273,0.0704545455,0.4522727273,0.1295454545,0.2943181818,0,63.101604278,16.443850267,75.636363636,0,0.0886363636,0.0045454545,0.0318181818,0.05,0.05,0,0,0.1363636364,0.1363636364,0.0545454545,4.947,3.947,1,1.5,0.5303090909,-0.452558586,-0.257651211,-0.194907375,-0.050139853,-0.402418733,396,0,80.66,0,0,35.52,4.5141333333,10.259393939,67.619047619,0,21.904761905,4.7619047619,67.619047619,67.619047619,4.7619047619,0,5.7142857143,2.6542055875,0.0003007217,0,0.4580808081,0,2.483910204,10.527712348,10.71,8.64835,13.554020775,2.3350716945,0,0,100,100,0,0,"YES" 
"OWW04440-0134",2004,1,48.363636364,0.0181818182,15.590909091,0.9636363636,0.9636363636,0.5,0.5,0.5909090909,0,0.2272727273,0.1136363636,0.0659090909,0.1159090909,0.8863636364,0.1636363636,0.175,0,19.251336898,18.582887701,65.272727273,0.1045454545,0,0,0.0136363636,0.05,0.0181818182,0.0454545455,0.0227272727,0.15,0.1272727273,0.0863636364,5.6061227273,5.6061227273,0,0.8181818182,0.5757590909,0.926890128,1.4993491016,-0.572458974,2.0908556338,-1.163965506,554.4,1.45,31.79,0,0,67.298,0.9689753043,4.0199191919,1.9047619048,12.380952381,0,0,14.285714286,62.857142857,37.142857143,0,0,0.8645270913,0.000132468,0,0.2065295815,0,1.0055305169,12.297897496,14.065,4.24445,52.415716976,1.5052030979,0,5,95,0,0,0,"YES" 
"OWW04440-0138",2004,1,10.363636364,0,23.8,0.5090909091,0.5090909091,1,1,1,0,1,0.1068181818,0.3295454545,0.4568181818,0.2886363636,0.8397727273,1.0920454545,0,99.197860963,79.946524064,100,0.0181818182,0.3181818182,0.0318181818,0.1522727273,0.0681818182,0,0,0,0.2522727273,0.2522727273,0.0318181818,2.3636863636,2.3636863636,0,0,0,-2.110922507,1.4767836585,-3.587706166,1.6448337885,-3.755756296,540,1,43.761589404,1,1,200,7.076685913,30.14144,100,0,0,0,100,100,0,0,0,0,0.0004553377,0,1.6044444444,0,1.1135715485,70.43632667,14.964516129,9.8159677419,92.402174024,15.58073287,0,0,78.80794702,78.80794702,21.19205298,0,"YES" 
"OWW04440-0139",2004,1,25.772727273,0,13.390909091,1.0636363636,1.7272727273,1,1,1,1,1,0.6147727273,0.2704545455,1.0125,0.6590909091,1.6954545455,1.8090909091,0,94.117647059,94.385026738,35.555555556,0.0090909091,0.0409090909,0.0181818182,0.1113636364,0.0590909091,0,0,0,0.1886363636,0.1886363636,0.0181818182,0.33335,0,0.33335,0,0,0.8171780926,0.8760396971,-0.058861605,1.526741278,-0.709563185,154.96,0.43,25.52,1,0,75.741886838,3.0437127431,17.677732762,11.428571429,5.7142857143,0,0,17.142857143,35.238095238,60.952380952,0,3.8095238095,1.1960337808,0.0001397553,0,0.1871450697,0,1.2015025508,19.444886838,4.595,1.1546,28.309920527,0.8823510102,0,20,80,49.333333333,0,19.333333333,"YES" 
"OWW04440-0142",2004,1,62.590909091,0.164,9.6909090909,0.1636363636,0.3818181818,1,1,1,0.9166666667,1,0.16875,0.1354166667,0.484375,0.7885416667,0.8447916667,1.0135416667,0,78.676470588,58.210784314,52.083333333,0,0,0.0791666667,0.1125,0.3291666667,0.225,0,0,0.7458333333,0.7458333333,0.3041666667,0.4305583333,0.4305583333,0,0,0,0.9263254585,1.4593367497,-0.533011291,1.3892322982,-0.46290684,396,0.87,48.32,1,0,88.95,9.1604684995,20.81924659,5.4545454545,28.181818182,0,0,33.636363636,51.818181818,47.272727273,11.818181818,0.9090909091,1.4966027773,0.0137364499,0.0032134668,13.884090909,3.1141414141,1.2875839407,22.850360826,8.855,4.4687,23.99527084,2.6666904602,0,9,91,12,0,18,"YES" 
"OWW04440-0146",2004,1,42.947368421,0.0904761905,13.722222222,0.3272727273,0.4727272727,1,1,1,1,0.0454545455,0.0907894737,0.1159090909,0.1644736842,0.7181818182,0.3292464115,0.3315191388,0,94.385026738,38.235294118,92.040816327,0.0227272727,0.2113636364,0.225,0.2022727273,0.1,0.0545454545,0,0.0045454545,0.5863636364,0.5818181818,0.2840909091,0.3712181818,0.3712181818,0,0.0681818182,0,-0.138347555,1.0627356259,-1.201083181,1.1059592849,-1.24430684,475.2,0.184,91.67,2,1,106.8128,9.2806603685,21.483010112,3.125,75,0,0,78.125,83.333333333,15.625,0,0,0.8227281409,0.0082561956,0.0036872776,12.323021886,5.6723484848,1.7385091869,23.963800562,12.2,10.648105263,14.913156449,2.9348822217,0,0,100,7,0,4,"YES" 
"OWW04440-0147",2004,1,60.590909091,0.3454545455,8.3181818182,0.2727272727,1.2727272727,0,0,1,1,0.9523809524,0,0.2340909091,0,0.6226190476,0.05,0.0976190476,0,53.20855615,0.1336898396,100,0.875,0.875,0,0.0931818182,0.1954545455,0.05,0,0,0.3386363636,0.3386363636,0.05,0.9091,0,0.9091,0,0,-2.110922507,1.7697454119,-3.880667919,1.7427305402,-3.853653048,316.8,0.99,86.78,1,0,97.944,17.149397333,32.479919192,100,0,0,0,100,100,0,0,0,0,0.0001320583,0,0.1281565657,0,1.0395457445,23.628684844,7.77,6.70185,9.5043261103,1.6143383939,0,0,100,100,0,0,"YES" 
"OWW04440-0149",2004,1,20,0,8.5545454545,0.6454545455,1.4,0,0,0.9090909091,0.9090909091,0,0,0.0454545455,0,0.8772727273,0,0.0022727273,0,70.320855615,71.657754011,100,0.2181818182,0.8204545455,0,0,0.5977272727,0,0,0,0.5977272727,0.5977272727,0,3.39405,2.64405,0.75,0.1515181818,0.0984863636,-2.110922507,1.0229856262,-3.133908134,1.6135675318,-3.724490039,148.5,0.8,19.24,0,0,28.12,1.0930599664,8.832807809,100,0,0,0,100,100,0,0,0,0,0,0,0,0,1.0013647683,7.6026576959,2.74,0.54175,18.623629761,0.4227272201,0,0,100,100,0,0,"YES" 
"OWW04440-0151",2004,1,33.045454545,0,7.4727272727,0.4454545455,0.8818181818,1,1,1,1,1,0.0113636364,0.05,0.5556818182,1.125,1.3556818182,1.6056818182,0,80.481283422,52.272727273,94.081632653,0,0.0772727273,0,0.2136363636,0.0090909091,0,0,0,0.2227272727,0.2227272727,0,0.33335,0.0303045455,0.3030454545,0,0,-1.51481933,0.4065836077,-1.921402937,0.672581494,-2.187400824,237.6,0.1,37.23,0,0,37.564,3.3283720121,12.607469743,60.952380952,20.952380952,0,0,81.904761905,86.666666667,0.9523809524,0,2.8571428571,0.972068858,0.0023919753,0.0014086014,1.7874579125,1.0526094276,1.1718130321,9.4215045229,6.035,2.23505,17.203989294,0.5590058351,0,0,100,0,0,11.111111111,"YES" 
"OWW04440-0157",2004,1,28.363636364,0.0045454545,11.890909091,0.8181818182,3.8181818182,0.9545454545,0.9545454545,0.9545454545,0.6363636364,0.8636363636,0.1795454545,0.2693181818,0.4454545455,0.5647727273,0.6556818182,0.7636363636,0,78.342245989,64.572192513,29.090909091,0.18,0,0.0090909091,0.0590909091,0.0090909091,0.0045454545,0,0.0045454545,0.0863636364,0.0818181818,0.0181818182,0.1818272727,0,0.1818272727,0,0,2.3912498631,1.5550226873,0.8362271759,1.8034798853,0.5877699778,198,0.87,60.23,3,1,224.55,7.3614448279,33.461112854,4.7619047619,24.761904762,67.619047619,0,29.523809524,29.523809524,0,0,0.9523809524,2.0975208193,0.0093055556,0.0052667346,11.065151515,6.2626262626,1.5755188905,42.105172551,5.275,3.2401,11.055554555,3.1123818413,0,10,90,34,0,5,"YES" 
"OWW04440-0158",2004,1,31.590909091,0.0681818182,16.8,1.9090909091,4.9272727273,1,1,1,0.2727272727,1,0.2670454545,0.5670454545,0.45,0.5034090909,0.8738636364,0.9329545455,0,60.427807487,56.14973262,46.181818182,0,0,0.0931818182,0.0681818182,0,0.0318181818,0.575,0,0.7681818182,0.7681818182,0.7,1.1515454545,1.1515454545,0,0,0,1.5665610446,2.1805084155,-0.613947371,2.5212061622,-0.954645118,400,1.55,142.72043011,1,0,98.91,5.3735692308,17.4641,5.7142857143,26.666666667,13.333333333,0,32.380952381,35.238095238,44.761904762,7.619047619,5.7142857143,1.8881500651,0.0171254464,0.0124797619,34.70425,26.621,1.3291726547,28.797782822,11.395,15.9859,8.4411444065,4.3352158193,0,1.0752688172,98.924731183,0,0,0,"YES" 
"OWW04440-0163",2004,1,48.181818182,0.0954545455,8.2363636364,0.3045454545,0.8409090909,1,1,1,0.5909090909,0.7727272727,0.0545454545,0.0659090909,0.3352272727,0.6261363636,0.4204545455,0.4863636364,0,63.636363636,54.278074866,92.090909091,0.0636363636,0.0727272727,0.0045454545,0,0.225,0.2068181818,0,0,0.4363636364,0.4363636364,0.2113636364,0.3181863636,0.3181863636,0,0,0,-0.377283958,0.7322278115,-1.109511769,1.1134064495,-1.490690407,198,0.41,19.22,0,0,27.55,0.516112169,3.3886152513,4.7619047619,81.904761905,0,0,86.666666667,100,0,0,0,0.5675028768,0.000275325,0,0.2267676768,0,1.2565280975,4.764303292,4.67,0.8651,26.571649874,0.3435373112,0,0,100,0,0,30,"YES" 
"OWW04440-0164",2004,1,64.818181818,0.0445454545,10.463636364,0.2636363636,0.5636363636,1,1,1,0.1363636364,0.9545454545,0.3147727273,0.7238636364,0.7454545455,0.2306818182,1.2931818182,1.4375,0,94.385026738,95.721925134,7.6363636364,0,0,0.0227272727,0.0090909091,0.0090909091,0,0.875,0,0.9159090909,0.9159090909,0.8977272727,0.6590954545,0.6590954545,0,0,0,2.6334381826,2.3247373411,0.3087008415,2.445302382,0.1881358006,237.6,6.4,48.18,0,0,68.488,1.0048494545,9.3041616162,0,1.9047619048,0,0,1.9047619048,4.7619047619,95.238095238,0,0,0.7351625799,0.0082158831,0.006131142,8.736952862,6.4154040404,1.1796793288,19.756282724,8.05,3.43915,21.688930813,1.7675462705,1,35,65,2,0,19,"YES" 
"OWW04440-0165",2004,1,26.772727273,0,18.754545455,0.8545454545,2.6545454545,0.9545454545,0.9545454545,0.9545454545,0.7727272727,0.9545454545,0.1795454545,0.1443181818,0.325,0.3204545455,0.4420454545,0.5102272727,0,81.818181818,58.957219251,75.272727273,0,0.3659090909,0.2295454545,0.1863636364,0.0636363636,0.0090909091,0,0.0522727273,0.5409090909,0.4886363636,0.2909090909,0.7651772727,0,0.7651772727,0,0,-0.159060187,1.4048560634,-1.56391625,1.6762300944,-1.835290281,277.2,0.62,59.81,5,2,128.07,8.2520616006,32.746276193,39.047619048,2.8571428571,0,0,41.904761905,51.428571429,39.047619048,0,9.5238095238,1.7636864817,0.0039696004,0,10.843434343,3.3986291486,1.2593739078,29.268763299,9.5421052632,6.4859473684,19.045944884,4.4859464562,0,6,94,67,0,0,"YES" 
"OWW04440-0166",2004,1,38.636363636,0.0409090909,5.4272727273,0.2545454545,0.8545454545,0.9545454545,0.9545454545,1,0.9545454545,0.7727272727,0.1875,0.0636363636,0.2772727273,0.5625,0.7534090909,0.7920454545,0,98.128342246,92.780748663,64.818181818,0.0227272727,0.0090909091,0.0090909091,0.0590909091,0.1954545455,0.1090909091,0.0136363636,0,0.3863636364,0.3863636364,0.1318181818,0.9091045455,0.9091045455,0,0,0,0.6352239035,1.5997276476,-0.964503744,1.8481319061,-1.212908003,149,2.51,23.14,0,0,43.7875,0.4506925989,6.9569998495,4.7619047619,20.952380952,0,0,25.714285714,74.285714286,25.714285714,0,0,1.0165728096,0.0031953953,0,2.667114094,0,1.1769375651,12.724246263,3.805,0.8473,19.851699855,0.3964248253,0,38.666666667,61.333333333,18.666666667,0,10.666666667,"YES" 
"OWW04440-0168",2004,1,22.909090909,0,12.209090909,1.3818181818,3.2090909091,1,1,1,1,1,0.5340909091,0.2965909091,0.8772727273,0.6272727273,1.4511363636,1.5920454545,0,58.288770053,44.251336898,82.363636364,0.0636363636,0.0818181818,0.1204545455,0.0863636364,0.0681818182,0,0.0090909091,0.0045454545,0.2886363636,0.2840909091,0.1340909091,0.4621318182,0.0681818182,0.39395,0,0,-0.410599247,0.7292304151,-1.139829662,1.5415032582,-1.952102506,198,0.35,22.36,1,1,105.02,3.3588331908,15.267423594,24.761904762,49.523809524,0,0,74.285714286,78.095238095,20.952380952,0,0.9523809524,1.2519952288,0.000742947,0,0.9070707071,0,1.3041900582,21.223923989,3.805,0.8283,29.073729704,0.7588175774,0,12.244897959,87.755102041,59.183673469,0,4.0816326531,"YES" 
"OWW04440-0169",2004,1,46.954545455,0,6.1909090909,0.1909090909,2.5181818182,1,1,1,0.2727272727,1,0.0795454545,0.4306818182,0.2693181818,0.2977272727,0.5534090909,0.6125,0,98.128342246,86.898395722,94.545454545,0,0.0613636364,0.2068181818,0.35,0.1454545455,0,0.0045454545,0,0.7068181818,0.7068181818,0.2113636364,0.0476190476,0.0476190476,0,0,0,-0.336510334,1.0195921743,-1.356102508,0.7981978341,-1.134708168,198,0.19,80.38,2,1,195.645,15.339553732,46.483496157,0,94.285714286,2.8571428571,0,94.285714286,94.285714286,0,0,2.8571428571,0.7153341764,0.0235446239,0.0137763093,33.581313131,26.422727273,1.1984424588,42.273706516,5.385,4.43025,8.1558238521,2.6634871854,0,0,100,67,0,0,"YES" 
"OWW04440-0170",2004,1,24.5,0.0227272727,3.2636363636,0.2818181818,0.6727272727,0.8181818182,0.8181818182,0.8636363636,0.5909090909,0.8181818182,0.3670454545,0.0431818182,0.4863636364,0.6295454545,0.6625,0.7727272727,0,95.187165775,85.561497326,34.454545455,0,0.0090909091,0.0318181818,0.2363636364,0.0409090909,0,0.2909090909,0,0.6,0.6,0.3227272727,0.6439545455,0.6439545455,0,0,0,1.4915737027,1.2424350777,0.2491386249,1.8998378604,-0.408264158,149,3.6,7.0866666667,0,0,22.92,0.1149789474,2.9323489933,0,0.9523809524,0.9523809524,0,0.9523809524,31.428571429,65.714285714,0,1.9047619048,0.6986474561,0.0006847881,0,0.6080536913,0,1.1014236235,6.0876557535,1.24,0.10235,24.541771094,0.1355694714,0,18.666666667,80.666666667,22.666666667,0.6666666667,0,"YES" 
"OWW04440-0171",2004,1,30.227272727,0,29.172727273,0.4727272727,0.7727272727,1,1,1,1,1,0.2635416667,0.0104166667,0.7833333333,0.8916666667,1.5552083333,2.0989583333,0,92.401960784,19.852941176,58.533333333,0,0,0.05,0.0666666667,0.0041666667,0,0.09375,0,0.2145833333,0.2145833333,0.14375,0,0,0,0,0,0.3769675584,1.4156135771,-1.038646019,1.6335037029,-1.256536145,1188,0.62,61.31,1,0,79.1,4.1199871945,6.589205109,31.818181818,12.727272727,0,0,44.545454545,50.909090909,49.090909091,0,0,1.9461854143,0.0036868241,0.0008026038,11.31456229,2.3414141414,1.1919606061,18.125652897,24.34,15.6656,41.094855713,5.3674194662,0,20,80,0,0,7,"YES" 
"OWW04440-0172",2004,1,23.545454545,0,8.5545454545,0.9272727273,4.2727272727,1,1,1,0.9545454545,0.2727272727,0.0590909091,0.1068181818,0.5215909091,0.2795454545,0.7079545455,0.7215909091,0,98.128342246,96.122994652,26.818181818,0,0.05,0,0.0681818182,0.0045454545,0,0.575,0,0.6477272727,0.6477272727,0.575,0,0,0,0,0,2.1148541223,1.7015668415,0.4132872808,2.4688939927,-0.35403987,150,4.2,17.483443709,0,0,61.47,0.505927677,7.4202725956,0,12.380952381,0,0,12.380952381,22.857142857,77.142857143,22.857142857,0,1.333699059,0.0023597591,0,7.0186666667,1.6673333333,1.107857099,12.541054876,2.7516129032,0.4371935484,23.257192164,0.2890172336,0,27.152317881,72.847682119,41.721854305,0,0,"YES" 
"OWW04440-0176",2004,1,40.454545455,0.0136363636,13.718181818,0.6,0.6,1,1,1,1,0,0.0613636364,0.2454545455,0.2113636364,0.3215909091,0.4840909091,0.4840909091,0,91.978609626,70.187165775,63.454545455,0,0,0.0545454545,0.0886363636,0.05,0.0181818182,0.0090909091,0.0636363636,0.2840909091,0.2204545455,0.1454545455,2.8333590909,2.8333590909,0,0.4090909091,0.1363636364,1.0562412248,1.9094343216,-0.853193097,2.1861345802,-1.129893355,480,2.3,51.524752475,1,1,250.992,4.3283690032,13.526153135,12.380952381,17.142857143,17.142857143,0,29.523809524,48.571428571,34.285714286,0,0,1.775467456,0.0028166694,0.0018990916,4.1189583333,2.6052083333,1.1937129228,31.52985698,11.85,5.32615,33.774248128,2.3974350389,0,14.851485149,85.148514851,55.445544554,0,21,"YES" 
"OWW04440-0178",2004,1,40.045454545,0,6.9818181818,0.3545454545,0.7636363636,0.9545454545,0.9545454545,1,0.1363636364,1,0.0568181818,0.3363636364,0.2113636364,0.2386363636,0.5136363636,0.6840909091,0,97.593582888,85.427807487,100,0.0181818182,0.2727272727,0,0.0227272727,0.4386363636,0,0,0,0.4613636364,0.4613636364,0,0,0,0,0,0,-1.340688992,1.4462087851,-2.786897777,1.6328405612,-2.973529553,149,1,40.786666667,0,0,35.38,3.3080333333,13.320939597,53.333333333,46.666666667,0,0,100,100,0,0,0,0.8273635156,0.0011862067,0,0.867114094,0,1.2615345354,11.569217817,5.0833333333,2.0199666667,14.977004759,0.7253973695,0,0,100,41.333333333,0,0,"YES" 
"OWW04440-0179",2004,1,40.590909091,0.0272727273,5.4654545455,0.3045454545,1.2363636364,0.9545454545,0.9545454545,0.9545454545,0.1363636364,0.9090909091,0.0681818182,0.1454545455,0.2954545455,0.4965909091,0.3681818182,0.425,0,98.663101604,95.187165775,99.818181818,0,0,0.05,0.0863636364,0.0136363636,0.0181818182,0,0,0.1681818182,0.1681818182,0.0681818182,0.6060636364,0.5454545455,0.0606090909,0,0,-0.593902169,0.7484969642,-1.342399133,0.9172550696,-1.511157239,158.4,0.3,27.27,0,0,53.128,3.8798709302,17.145894262,34,53,9,0,87,91,0,0,0,1.609533811,0.0017927109,0,2.2954545455,0,1.0267719276,19.289843981,3.9,1.170875,25.483630205,1.0304919606,0,0,100,56,0,0,"YES" 
"OWW04440-0181",2004,1,31.272727273,0.05,10.94,1,1.1509090909,0.9090909091,0.8636363636,0.9090909091,0.3636363636,0.9090909091,0.1295454545,0.1329545455,0.3227272727,0.5556818182,0.7863636364,1.0761363636,0,81.016042781,71.524064171,100,0.0227272727,0.0363636364,0.1068181818,0.575,0.0681818182,0.0272727273,0,0,0.7772727273,0.7772727273,0.1340909091,0.7576136364,0.3030454545,0.4545681818,0,0,-2.110922507,1.3166986447,-3.427621152,1.5947278499,-3.705650357,237.6,0.42,72.070707071,1,1,124.3,14.004372655,35.364577412,100,0,0,0,100,100,0,0,0,0,0,0,0,0,1.2497238344,27.625503052,6.545,5.0087,9.8569025019,2.891510625,0,0,100,100,0,1,"YES" 
"OWW04440-0182",2004,1,61.090909091,0.0786363636,4.9909090909,0.4427272727,1.4272727273,1,1,1,1,1,0.2647727273,0.2227272727,0.3602272727,0.625,0.8909090909,1.1227272727,0,94.677871148,91.042780749,18.148148148,0.0090909091,0.0045454545,0.0045454545,0.0954545455,0.0818181818,0.0454545455,0.0090909091,0,0.2363636364,0.2363636364,0.0590909091,2.9773636364,2.0985636364,0.8788,0.0909090909,0,2.0867515649,1.5828692429,0.503882322,1.7014465598,0.3853050051,149,1.11,50.333333333,0,0,58.23,6.9521027773,27.995044741,12.5,3.8461538462,51.923076923,0,16.346153846,36.538461538,7.6923076923,0,3.8461538462,2.1259165783,0.0023788218,0,1.1872483221,0,1.04500675,22.0023387,4.485,2.53,11.096713941,1.3885516877,0,10,90,67.333333333,0,0.6666666667,"YES" 
"OWW04440-0184",2004,1,67.272727273,0.0385714286,6.9909090909,0.4090909091,0.5454545455,0.4090909091,0.4090909091,1,1,1,0,0,0.1318181818,1.0295454545,0.5636363636,0.7738636364,0,70.320855615,22.192513369,91.132075472,0,0.0409090909,0.0045454545,0.0318181818,0.05,0.0136363636,0,0.0227272727,0.1227272727,0.1,0.0409090909,0.6363772727,0.6363772727,0,0.1818181818,0,-1.707939403,0.8472779298,-2.555217333,0.9577323067,-2.66567171,237.6,0.14,73.36,1,0,86.536,5.784795373,19.477425498,85.714285714,0,0,0,85.714285714,94.285714286,2.8571428571,0,0.9523809524,1.1586822487,0.0009337523,0,0.6527777778,0,1.7163348507,17.980640543,6.84,4.9234,10.068145267,1.76305421,0,0,100,34,0,0,"YES" 
