"SITE_ID","YEAR","VISIT_NO","FLOWTYPE","DATE_COL","TEAM_ID","EPIF_SUB","POOL_SUB","POOL_VAR","SEDI_DEP","CHAN_FLS","CHAN_ALT","CHAN_SIN","BANK_STL","BANK_STR","VEG_PROL","VEG_PROR","RIPA_VL","RIPA_VR","EMBEDDED","VELOCITY","FRQ_RIFF","FORMTYPE","SAMPTYPE","TRANSECT","RH_SUM","RH_XHAB" 
"IAW02344-0102",2004,1,"G/P",10/07/2004,"1",13,10,19,9,16,20,14,6,6,4,4,10,8, , , ,"P"," "," ",139,10.692307692 
"IAW02344-0103",2004,1,"G/P",06/22/2004,"1",9,9,9,16,14,8,6,6,6,6,6,3,4, , , ,"P"," "," ",102,7.8461538462 
"IAW02344-0104",2004,1,"R/R",07/08/2004,"2",17, , ,12,16,14, ,7,7,5,5,3,3,15,13,13,"R"," "," ",130,10 
"IAW02344-0105",2004,1,"G/P",06/30/2004,"1",1,2,2,1,12,2,3,3,3,3,3,6,6, , , ,"P"," "," ",47,3.6153846154 
"IAW02344-0106",2004,1,"G/P",06/29/2004,"1",2,6,2,4,8,0,0,2,2,4,4,3,3, , , ,"P"," "," ",40,3.0769230769 
"IAW02344-0108",2004,1,"G/P",08/03/2004,"1",2,6,2,2,7,19,6,7,7,7,7,10,10, , , ,"P"," "," ",92,7.0769230769 
"IAW02344-0109",2004,1,"G/P",09/06/2004,"1",3,7,10,8,12,7,5,4,4,4,4,1,1, , , ,"P"," "," ",70,5.3846153846 
"IAW02344-0110",2004,1,"G/P",09/11/2004,"1",2,6,7,2,14,6,1,5,5,6,6,4,4, , , ,"P"," "," ",68,5.2307692308 
"IAW02344-0111",2004,1,"G/P",08/18/2004,"1",9,11,9,4,12,20,14,6,4,8,8,9,9, , , ,"P"," "," ",123,9.4615384615 
"IAW02344-0112",2004,1,"G/P",07/27/2004,"1",6,6,2,2,8,14,13,6,6,6,6,7,7, , , ,"P"," "," ",89,6.8461538462 
"IAW02344-0113",2004,1,"G/P",06/23/2004,"1",9,12,11,13,13,14,10,4,4,6,6,4,4, , , ,"P"," "," ",110,8.4615384615 
"IAW02344-0114",2004,1,"R/R",06/28/2004,"1",5, , ,10,10,8, ,7,6,5,5,3,3,3,2,2,"R"," "," ",69,5.3076923077 
"IAW02344-0115",2004,1,"G/P",08/17/2004,"1",2,6,6,2,7,6,1,3,4,5,5,9,7, , , ,"P"," "," ",63,4.8461538462 
"IAW02344-0117",2004,1,"G/P",07/14/2004,"1",6,6,12,8,11,14,19,4,4,4,4,8,8, , , ,"P"," "," ",108,8.3076923077 
"IAW02344-0118",2004,1,"G/P",07/15/2004,"1",9,9,4,6,10,15,13,4,4,2,2,0,0, , , ,"P"," "," ",78,6 
"IAW02344-0119",2004,1,"G/P",09/12/2004,"1",3,6,7,3,10,12,5,4,4,5,5,8,6, , , ,"P"," "," ",78,6 
"IAW02344-0120",2004,1,"R/R",07/26/2004,"1",9, , ,5,13,16, ,3,3,3,3,0,0,5,8,3,"R"," "," ",71,5.4615384615 
"IAW02344-0121",2004,1,"G/P",07/19/2004,"1",3,6,1,3,8,2,1,4,4,4,4,1,1, , , ,"P"," "," ",42,3.2307692308 
"IAW02344-0122",2004,1,"G/P",07/28/2004,"1",3,6,4,3,13,10,10,4,4,4,4,8,8, , , ,"P"," "," ",81,6.2307692308 
"IAW02344-0123",2004,1,"G/P",08/17/2004,"1",2,6,0,3,8,9,2,4,4,5,5,8,8, , , ,"P"," "," ",64,4.9230769231 
"IAW02344-0125",2004,1,"R/R",07/13/2004,"1",11, , ,6,11,15, ,7,7,4,4,8,8,14,9,14,"R"," "," ",118,9.0769230769 
"IAW02344-0128",2004,1,"G/P",06/17/2004,"1",2,0,0,16,12,2,1,3,3,4,4,3,3, , , ,"P"," "," ",53,4.0769230769 
"IAW02344-0130",2004,1,"G/P",06/22/2004,"1",8,9,9,3,13,16,12,1,1,3,3,3,2, , , ,"P"," "," ",83,6.3846153846 
"IAW02344-0132",2004,1,"G/P",07/21/2004,"1",9,6,0,3,10,2,0,3,3,4,4,7,7, , , ,"P"," "," ",58,4.4615384615 
"IAW02344-0133",2004,1,"R/R",08/04/2004,"1",18, , ,16,20,20, ,9,9,9,9,10,10,18,15,19,"R"," "," ",182,14 
"IAW02344-0134",2004,1,"G/P",08/12/2004,"1",2,6,3,3,8,15,6,4,3,5,5,7,7, , , ,"P"," "," ",74,5.6923076923 
"IAW02344-0135",2004,1,"G/P",07/22/2004,"1",11,12,11,14,19,13,15,9,9,4,4,2,2, , , ,"P"," "," ",125,9.6153846154 
"IAW02344-0139",2004,1,"G/P",09/23/2004,"1",7,6,7,6,20,16,15,7,7,5,5,3,3, , , ,"P"," "," ",107,8.2307692308 
"IAW02344-0232",2004,1,"G/P",06/15/2004,"1",7,16,5,13,16,13,7,4,5,6,6,8,8, , , ,"P"," "," ",114,8.7692307692 
"IAW02344-0250",2004,1,"G/P",06/24/2004,"1",0,6,0,0,13,6,2,0,0,0,0,0,0, , , ,"P"," "," ",27,2.0769230769 
"IAW02344-0253",2004,1,"R/R",08/10/2004,"1",12, , ,15,18,15, ,8,8,7,7,6,6,11,14,17,"R"," "," ",144,11.076923077 
"IAW02344-0261",2004,1,"R/R",08/02/2004,"1",19, , ,16,16,16, ,8,10,8,8,8,10,19,15,15,"R"," "," ",168,12.923076923 
"NEWS04-0101",2004,1,"R/R",10/10/2004,"1",20, , ,19,14,20, ,10,10,10,10,10,10,20,20,20,"R"," "," ",193,14.846153846 
"NEWS04-0108",2004,1,"R/R",10/11/2004,"1",15, , ,17,19,15, ,7,7,8,8,5,5,14,15,18,"R"," "," ",153,11.769230769 
"NEWS04-0203",2004,1,"R/R",10/15/2004,"1",13, , ,10,16,12, ,10,10,7,7,10,10,8,19,17,"R"," "," ",149,11.461538462 
"NEWS04-0305",2004,1,"R/R",10/13/2004,"1",17, , ,19,17,20, ,10,10,10,10,10,7,19,20,20,"R"," "," ",189,14.538461538 
"NEWS04-0401",2004,1,"R/R",10/14/2004,"1",18, , ,19,15,20, ,10,10,10,8,10,8,14,19,19,"R"," "," ",180,13.846153846 
"NEWS04-0502",2004,1,"G/P",10/18/2004,"1",20,19,20,11,20,20,20,10,10,10,10,7,10, , , ,"P"," "," ",187,14.384615385 
"NEWS04-0602",2004,1,"R/R",10/08/2004,"1",16, , ,15,15,20, ,10,10,10,10,10,8,18,19,20,"R"," "," ",181,13.923076923 
"NEWS04-0703",2004,1,"R/R",10/09/2004,"1",19, , ,20,16,20, ,10,10,10,10,8,8,20,15,20,"R"," "," ",186,14.307692308 
"NEWS04-0806",2004,1,"R/R",10/19/2004,"1",19, , ,18,15,14, ,10,10,9,9,9,9,11,20,15,"R"," "," ",168,12.923076923 
"NEWS04-0905",2004,1,"R/R",08/18/2004,"1",9, , ,3,18,14, ,6,5,7,5,10,4,5,7,5,"R"," "," ",98,7.5384615385 
"NEWS04-1001",2004,1,"R/R",08/20/2004,"1",18, , ,19,20,20, ,7,8,6,10,8,10,19,20,20,"R"," "," ",185,14.230769231 
"NEWS04-1105",2004,1,"R/R",09/15/2004,"15",17, , ,19,20,20, ,10,10,10,10,10,10,18,19,20,"R"," "," ",193,14.846153846 
"NEWS04-1106",2004,1,"R/R",09/12/2004,"15",16, , ,18,20,20, ,10,10,9,9,8,9,16,19,19,"R"," "," ",183,14.076923077 
"NEWS04-1202",2004,1,"R/R",09/17/2004,"15",13, , ,16,18,19, ,9,9,9,9,5,8,14,18,12,"R"," "," ",159,12.230769231 
"NEWS04-1302",2004,1,"R/R",09/19/2004,"15",15, , ,13,20,19, ,9,9,9,9,9,10,11,16,12,"R"," "," ",161,12.384615385 
"NEWS04-1303",2004,1,"G/P",09/22/2004,"15",6,12,13,10,19,14,10,3,3,4,4,4,5, , , ,"P"," "," ",107,8.2307692308 
"NEWS04-1410",2004,1,"R/R",09/21/2004,"15",18, , ,19,18,20, ,8,8,9,9,10,10,18,20,19,"R"," "," ",186,14.307692308 
"NEWS04-1702",2004,1,"R/R",08/17/2004,"1",4, , ,2,20,9, ,3,3,5,4,3,4,2,8,2,"R"," "," ",69,5.3076923077 
"NEWS04-1801",2004,1,"R/R",08/19/2004,"1",19, , ,18,10,20, ,5,10,2,10,1,10,19,17,20,"R"," "," ",161,12.384615385 
"NEWS04-1901",2004,1,"R/R",09/16/2004,"15",10, , ,6,10,20, ,10,10,10,10,10,10,5,11,16,"R"," "," ",138,10.615384615 
"NEWS04-1903",2004,1,"R/R",09/14/2004,"15",16, , ,15,18,15, ,8,8,8,8,5,10,15,16,16,"R"," "," ",158,12.153846154 
"NEWS04-2002",2004,1,"R/R",09/18/2004,"15",13, , ,14,20,18, ,8,8,9,9,9,10,12,16,12,"R"," "," ",158,12.153846154 
"NEWS04-2101",2004,1,"R/R",09/20/2004,"15",15, , ,11,20,16, ,8,8,8,8,10,10,12,19,14,"R"," "," ",159,12.230769231 
"NEWS04-2301",2004,1,"R/R",08/16/2004,"1",15, , ,20,20,14, ,7,8,7,6,4,7,19,20,19,"R"," "," ",166,12.769230769 
"NEWS04-2302",2004,1,"R/R",10/07/2004,"1",17, , ,18,14,15, ,9,9,10,10,6,10,20,19,20,"R"," "," ",177,13.615384615 
"NEWS04-2401",2004,1,"R/R",08/14/2004,"1",15, , ,19,9,19, ,10,10,10,8,10,6,18,14,19,"R"," "," ",167,12.846153846 
"NEWS04-2502",2004,1,"R/R",08/12/2004,"1",19, , ,18,13,18, ,9,9,9,9,7,9,18,19,19,"R"," "," ",176,13.538461538 
"NEWS04-2805",2004,1,"R/R",08/15/2004,"1",18, , ,19,13,19, ,8,7,9,6,5,6,18,19,20,"R"," "," ",167,12.846153846 
"NEWS04-2907",2004,1,"R/R",07/21/2004,"1",13, , ,14,16,15, ,6,8,6,8,2,5,15,15,18,"R"," "," ",141,10.846153846 
"NEWS04-3004",2004,1,"G/P",08/10/2004,"1",9,13,12,10,15,19,8,5,7,10,10,7,10, , , ,"P"," "," ",135,10.384615385 
"NEWS04-3102",2004,1,"G/P",09/23/2004,"15",5,11,11,6,16,16,13,2,2,1,1,10,7, , , ,"P"," "," ",101,7.7692307692 
"NEWS04-3206",2004,1,"R/R",07/22/2004,"1",13, , ,11,15,14, ,7,7,7,7,4,3,13,17,14,"R"," "," ",132,10.153846154 
"NEWS04-3303",2004,1,"R/R",08/08/2004,"1",18, , ,17,15,20, ,10,10,10,10,10,10,17,18,19,"R"," "," ",184,14.153846154 
"NEWS04-3406",2004,1,"G/P",08/09/2004,"1",3,13,18,9,20,20,10,6,10,10,10,6,10, , , ,"P"," "," ",145,11.153846154 
"NEWS04-3504",2004,1,"R/R",07/11/2004,"1",10, , ,5,14,13, ,9,9,8,8,8,8,5,15,18,"R"," "," ",130,10 
"NEWS04-3603",2004,1,"R/R",07/12/2004,"1",10, , ,9,15,12, ,5,6,5,5,3,2,10,16,16,"R"," "," ",114,8.7692307692 
"NEWS04-3701",2004,1,"R/R",07/17/2004,"1",11, , ,9,16,11, ,8,8,7,7,4,4,10,13,10,"R"," "," ",118,9.0769230769 
"NEWS04-3802",2004,1,"G/P",07/18/2004,"1",5,8,12,6,16,12,10,5,5,5,5,7,6, , , ,"P"," "," ",102,7.8461538462 
"NEWS04-3901",2004,1,"R/R",07/08/2004,"1",12, , ,10,15,10, ,9,9,8,7,10,6,10,13,12,"R"," "," ",131,10.076923077 
"NEWS04-4003",2004,1,"R/R",07/10/2004,"1",12, , ,10,14,11, ,8,8,6,7,5,5,11,14,14,"R"," "," ",125,9.6153846154 
"NEWS04-4104",2004,1,"R/R",07/13/2004,"1",11, , ,10,17,17, ,8,8,9,9,10,10,11,15,13,"R"," "," ",148,11.384615385 
"NEWS04-4201",2004,1,"G/P",07/15/2004,"1",14,16,13,13,16,11,10,9,9,8,8,7,2, , , ,"P"," "," ",136,10.461538462 
"OWW04440-0004",2004,1,"R/R",09/16/2004,"2",18, , ,8,9,16, ,7,8,10,10,10,10,8,19,19,"R"," "," ",152,11.692307692 
"OWW04440-0008",2004,1,"G/P",08/23/2004,"11",8,12,8,16,17,15,8,8,8,5,6,5,5, , , ,"P"," "," ",121,9.3076923077 
"OWW04440-0010",2004,1,"R/R",08/18/2004,"2",13, , ,12,14,17, ,8,7,5,7,9,7,9,10,13,"R"," "," ",131,10.076923077 
"OWW04440-0011",2004,1,"G/P",09/14/2004,"11",15,13,9,17,14,18,6,9,9,8,9,9,10, , , ,"P"," "," ",146,11.230769231 
"OWW04440-0014",2004,1,"R/R",07/17/2004,"3",11, , ,10,15,16, ,7,8,8,8,9,10,10,15,16,"R"," "," ",143,11 
"OWW04440-0015",2004,1,"G/P",10/19/2004,"1",8,13,2,13,7,8,6,4,7,8,10,1,10, , , ,"P"," "," ",97,7.4615384615 
"OWW04440-0016",2004,1,"R/R",07/28/2004,"5",14, , ,11,17,19, ,8,7,7,6,7,8,13,16,19,"R"," "," ",152,11.692307692 
"OWW04440-0017",2004,1,"G/P",07/14/2004,"3",14,13,16,7,15,19,9,8,8,9,9,8,5, , , ,"P"," "," ",140,10.769230769 
"OWW04440-0019",2004,1,"G/P",07/14/2004,"2",3,7,7,5,18,10,4,9,9,8,8,1,1, , , ,"P"," "," ",90,6.9230769231 
"OWW04440-0020",2004,1,"R/R",08/11/2004,"2",19, , ,18,17,20, ,10,9,10,10,10,10,19,16,19,"R"," "," ",187,14.384615385 
"OWW04440-0021",2004,1,"G/P",07/14/2004,"1",19,11,11,18,20,19,20,10,10,10,10,10,10, , , ,"P"," "," ",178,13.692307692 
"OWW04440-0023",2004,1,"G/P",07/15/2004,"4",11,18,10,8,11,20,14,8,8,9,9,9,9, , , ,"P"," "," ",144,11.076923077 
"OWW04440-0026",2004,1,"G/P",08/17/2004,"1",15,15,6,8,4,17,9,3,5,6,9,4,9, , , ,"P"," "," ",110,8.4615384615 
"OWW04440-0029",2004,1,"G/P",06/20/2004,"1",13,14,14,4,18,18,9,6,6,7,5,6,4, , , ,"P"," "," ",124,9.5384615385 
"OWW04440-0030",2004,1,"R/R",09/14/2004,"1",12, , ,13,7,18, ,2,2,2,2,4,4,13,13,16,"R"," "," ",108,8.3076923077 
"OWW04440-0032",2004,1,"G/P",09/09/2004,"2",10,13,15,10,17,13,11,8,5,9,9,8,5, , , ,"P"," "," ",133,10.230769231 
"OWW04440-0034",2004,1,"R/R",10/05/2004,"2",19, , ,16,20,15, ,8,8,10,10,9,10,11,13,14,"R"," "," ",163,12.538461538 
"OWW04440-0039",2004,1,"G/P",07/19/2004,"4",7,7,11,4,9,19,8,7,7,8,8,10,10, , , ,"P"," "," ",115,8.8461538462 
"OWW04440-0040",2004,1,"R/R",07/28/2004,"2",4, , ,8,8,15, ,5,5,4,4,10,7,7,11,7,"R"," "," ",95,7.3076923077 
"OWW04440-0041",2004,1,"G/P",06/16/2004,"2",6,7,7,11,12,18,9,7,7,6,5,3,2, , , ,"P"," "," ",100,7.6923076923 
"OWW04440-0043",2004,1,"G/P",10/02/2004,"5",15,14,15,12,20,20,20,10,10,10,10,10,10, , , ,"P"," "," ",176,13.538461538 
"OWW04440-0045",2004,1,"G/P",09/17/2004,"1",14,15,15,14,19,20,18,8,8,7,7,10,10, , , ,"P"," "," ",165,12.692307692 
"OWW04440-0046",2004,1,"R/R",08/19/2004,"1",14, , ,15,15,15, ,7,5,6,6,9,6,11,16,16,"R"," "," ",141,10.846153846 
"OWW04440-0048",2004,1,"G/P",07/09/2004,"1",3,3,1,2,15,0,0,7,7,7,7,1,4, , , ,"P"," "," ",57,4.3846153846 
"OWW04440-0050",2004,1,"R/R",08/05/2004,"1",14, , ,16,3,8, ,8,8,7,7,3,3,18,1,9,"R"," "," ",105,8.0769230769 
"OWW04440-0051",2004,1,"G/P",09/14/2004,"1",11,14,11,6,15,15,13,7,7,5,5,6,6, , , ,"P"," "," ",121,9.3076923077 
"OWW04440-0054",2004,1,"R/R",07/20/2004,"1",10, , ,6,13,17, ,6,3,5,2,8,4,8,13,1,"R"," "," ",96,7.3846153846 
"OWW04440-0055",2004,1,"G/P",08/15/2004,"5",10,10,9,3,15,20,12,1,1,2,1,6,9, , , ,"P"," "," ",99,7.6153846154 
"OWW04440-0056",2004,1,"R/R",07/30/2004,"2",11, , ,13,7,17, ,4,4,4,4,7,10,18,11,2,"R"," "," ",112,8.6153846154 
"OWW04440-0058",2004,1,"R/R",08/18/2004,"3",16, , ,14,15,19, ,9,9,9,9,8,8,16,15,16,"R"," "," ",163,12.538461538 
"OWW04440-0059",2004,1,"G/P",08/25/2004,"2",5,0,0,4,20,4,0,9,6,4,3,0,0, , , ,"P"," "," ",55,4.2307692308 
"OWW04440-0060",2004,1,"G/P",07/09/2004,"2",11,11,5,12,14,7,7,9,8,8,5,4,10, , , ,"P"," "," ",111,8.5384615385 
"OWW04440-0061",2004,1,"G/P",10/27/2004,"13",5,10,8,7,13,7,3,7,7,8,8,1,1, , , ,"P"," "," ",85,6.5384615385 
"OWW04440-0063",2004,1,"R/R",07/24/2004,"2",16, , ,12,9,20, ,6,5,5,5,10,10,6,17,16,"R"," "," ",137,10.538461538 
"OWW04440-0064",2004,1,"G/P",09/12/2004,"16",13,16,16,13,13,16,10,6,6,6,6,7,8, , , ,"P"," "," ",136,10.461538462 
"OWW04440-0066",2004,1,"R/R",06/29/2004,"2",11, , ,8,13,13, ,3,3,5,5,0,0,8,8,18,"R"," "," ",95,7.3076923077 
"OWW04440-0070",2004,1,"R/R",08/30/2004,"20",14, , ,18,16,19, ,7,6,9,9,9,9,18,13,18,"R"," "," ",165,12.692307692 
"OWW04440-0071",2004,1,"G/P",08/20/2004,"2",16,14,0,18,19,20,20,10,10,10,10,10,10, , , ,"P"," "," ",167,12.846153846 
"OWW04440-0077",2004,1,"R/R",09/13/2004,"1",17, , ,19,13,20, ,8,8,9,9,10,10,19,17,18,"R"," "," ",177,13.615384615 
"OWW04440-0078",2004,1,"R/R",07/01/2004,"2",17, , ,6,11,11, ,6,7,7,7,6,6,13,20,15,"R"," "," ",132,10.153846154 
"OWW04440-0080",2004,1,"G/P",06/29/2004,"1",7,8,5,4,14,20,8,5,4,5,5,10,10, , , ,"P"," "," ",105,8.0769230769 
"OWW04440-0081",2004,1,"G/P",07/23/2004,"2",19,17,18,17,17,19,11,9,9,10,10,9,9, , , ,"P"," "," ",174,13.384615385 
"OWW04440-0085",2004,1,"G/P",06/28/2004,"1",17,17,10,18,15,16,10,8,8,8,7,10,7, , , ,"P"," "," ",151,11.615384615 
"OWW04440-0087",2004,1,"G/P",06/23/2004,"1",7,8,13,7,15,20,8,2,2,3,3,10,10, , , ,"P"," "," ",108,8.3076923077 
"OWW04440-0093",2004,1,"G/P",07/14/2004,"1",6,6,6,7,10,20,14,7,7,7,8,10,10, , , ,"P"," "," ",118,9.0769230769 
"OWW04440-0094",2004,1,"G/P",09/18/2004,"2",2,7,1,0,9,20,12,1,1,6,8,10,10, , , ,"P"," "," ",87,6.6923076923 
"OWW04440-0096",2004,1,"G/P",09/15/2004,"16",11,11,13,8,8,18,12,2,2,2,2,5,8, , , ,"P"," "," ",102,7.8461538462 
"OWW04440-0102",2004,1,"R/R",08/10/2004,"3",15, , ,16,17,17, ,7,9,3,9,1,9,15,18,17,"R"," "," ",153,11.769230769 
"OWW04440-0103",2004,1,"G/P",08/10/2004,"4",14,13,14,11,18,20,11,10,10,10,10,10,10, , , ,"P"," "," ",161,12.384615385 
"OWW04440-0106",2004,1,"R/R",09/07/2004,"20",17, , ,10,16,17, ,10,10,9,9,10,8,16,18,19,"R"," "," ",169,13 
"OWW04440-0107",2004,1,"R/R",10/07/2004,"5",16, , ,20,19,20, ,9,9,8,8,8,10,20,19,15,"R"," "," ",181,13.923076923 
"OWW04440-0108",2004,1,"G/P",07/09/2004,"2",16,17,15,15,20,20,18,10,10,9,9,10,10,3,3,3,"P"," "," ",188,11.75 
"OWW04440-0108",2004,1,"R/R",07/09/2004,"2",11, , ,7,20,20, ,10,10,9,9,10,10,3,3,3,"R"," "," ",125,9.6153846154 
"OWW04440-0112",2004,1,"G/P",09/13/2004,"2",15,10,14,7,10,20,13,6,6,7,8,5,5, , , ,"P"," "," ",126,9.6923076923 
"OWW04440-0114",2004,1,"G/P",08/13/2004,"2",19,14,8,9,19,15,11,9,9,9,9,9,9, , , ,"P"," "," ",149,11.461538462 
"OWW04440-0115",2004,1,"G/P",09/16/2004,"1",12,7,5,8,12,11,11,4,4,5,5,5,5, , , ,"P"," "," ",94,7.2307692308 
"OWW04440-0122",2004,1,"R/R",10/12/2004,"2",6, , ,19,19,3, ,10,10,9,9,3,3,7,6,20,"R"," "," ",124,9.5384615385 
"OWW04440-0124",2004,1,"G/P",07/13/2004,"2",9,16,20,15,20,13,7,5,5,5,7,8,8, , , ,"P"," "," ",138,10.615384615 
"OWW04440-0125",2004,1,"R/R",06/21/2004,"1",12, , ,17,14,20, ,9,8,8,8,10,10,19,13,14,"R"," "," ",162,12.461538462 
"OWW04440-0127",2004,1,"R/R",07/11/2004,"2",15, , ,11,1,16, ,7,7,7,7,7,7,11,2,1,"R"," "," ",99,7.6153846154 
"OWW04440-0128",2004,1,"R/R",08/04/2004,"2",9, , ,4,17,13, ,4,4,7,5,1,1,12,13,12,"R"," "," ",102,7.8461538462 
"OWW04440-0130",2004,1,"R/R",07/05/2004,"2",20, , ,20,15,20, ,10,10,9,9,10,10,16,16,18,"R"," "," ",183,14.076923077 
"OWW04440-0131",2004,1,"G/P",09/27/2004,"8",6,7,9,8,8,19,13,7,1,5,2,9,4, , , ,"P"," "," ",98,7.5384615385 
"OWW04440-0132",2004,1,"R/R",10/14/2004,"7",3, , ,6,20,15, ,2,1,1,1,0,0,2,11,11,"R"," "," ",73,5.6153846154 
"OWW04440-0133",2004,1,"G/P",07/21/2004,"1",11,11,12,19,20,6,11,8,8,7,4,3,0, , , ,"P"," "," ",120,9.2307692308 
"OWW04440-0134",2004,1,"G/P",10/13/2004,"2",6,6,2,3,19,10,5,1,1,1,1,1,1, , , ,"P"," "," ",57,4.3846153846 
"OWW04440-0138",2004,1,"G/P",08/10/2004,"2",13,11,5,5,5,16,8,10,10,9,8,9,9, , , ,"P"," "," ",118,9.0769230769 
"OWW04440-0139",2004,1,"G/P",07/29/2004,"11",15,17,16,17,15,18,9,8,7,8,9,10,9, , , ,"P"," "," ",158,12.153846154 
"OWW04440-0142",2004,1,"R/R",09/27/2004,"7",15, , ,13,20,20, ,9,9,10,9,10,10,15,15,10,"R"," "," ",165,12.692307692 
"OWW04440-0146",2004,1,"R/R",10/01/2004,"2",16, , ,10,20,17, ,7,7,9,9,8,8,14,16,12,"R"," "," ",153,11.769230769 
"OWW04440-0147",2004,1,"G/P",06/17/2004,"1",5,10,11,10,18,18,10,3,3,5,5,3,2, , , ,"P"," "," ",103,7.9230769231 
"OWW04440-0149",2004,1,"G/P",07/20/2004,"8",3,11,3,3,3,11,5,7,8,4,5,1,2, , , ,"P"," "," ",66,5.0769230769 
"OWW04440-0151",2004,1,"G/P",07/13/2004,"4",9,11,0,2,15,20,6,7,7,8,8,10,10, , , ,"P"," "," ",113,8.6923076923 
"OWW04440-0157",2004,1,"G/P",08/05/2004,"1",12,4,19,18,10,20,11,5,4,7,6,10,10, , , ,"P"," "," ",136,10.461538462 
"OWW04440-0158",2004,1,"G/P",09/15/2004,"2",13,19,14,13,14,18,6,3,10,8,8,6,8, , , ,"P"," "," ",140,10.769230769 
"OWW04440-0163",2004,1,"G/P",09/28/2004,"1",16,16,10,16,16,16,13,9,9,9,9,9,10, , , ,"P"," "," ",158,12.153846154 
"OWW04440-0164",2004,1,"R/R",10/28/2004,"7",20, , ,20,15,20, ,10,10,7,10,6,10,19,16,20,"R"," "," ",183,14.076923077 
"OWW04440-0165",2004,1,"G/P",06/29/2004,"1",11,13,14,16,14,18,9,4,2,7,7,8,8, , , ,"P"," "," ",131,10.076923077 
"OWW04440-0166",2004,1,"R/R",08/23/2004,"2",15, , ,11,10,18, ,8,8,9,10,8,10,13,15,17,"R"," "," ",152,11.692307692 
"OWW04440-0168",2004,1,"G/P",07/27/2004,"11",8,10,9,7,12,17,10,7,5,8,7,9,6, , , ,"P"," "," ",115,8.8461538462 
"OWW04440-0169",2004,1,"G/P",10/04/2004,"3",15,15,16,14,16,19,17,6,6,7,7,9,10, , , ,"P"," "," ",157,12.076923077 
"OWW04440-0170",2004,1,"R/R",08/22/2004,"3",12, , ,15,7,11, ,5,5,7,7,7,9,16,9,16,"R"," "," ",126,9.6923076923 
"OWW04440-0171",2004,1,"R/R",08/17/2004,"4",19, , ,18,20,20, ,9,9,10,10,10,10,19,19,16,"R"," "," ",189,14.538461538 
"OWW04440-0172",2004,1,"R/R",07/07/2004,"2",18, , ,17,17,20, ,6,6,7,7,10,10,15,15,20,"R"," "," ",168,12.923076923 
"OWW04440-0176",2004,1,"R/R",07/27/2004,"2",12, , ,10,17,9, ,6,6,6,6,8,9,16,14,8,"R"," "," ",127,9.7692307692 
"OWW04440-0178",2004,1,"G/P",08/11/2004,"2",9,12,8,5,15,6,2,9,9,9,9,4,4, , , ,"P"," "," ",101,7.7692307692 
"OWW04440-0179",2004,1,"G/P",09/30/2004,"1",12,12,6,11,13,11,10,7,7,8,8,9,9, , , ,"P"," "," ",123,9.4615384615 
"OWW04440-0181",2004,1,"G/P",07/22/2004,"1",15,8,19,8,12,20,15,5,4,8,7,10,9, , , ,"P"," "," ",140,10.769230769 
"OWW04440-0182",2004,1,"R/R",07/15/2004,"3",13, , ,10,15,16, ,3,3,8,8,3,3,15,19,15,"R"," "," ",131,10.076923077 
"OWW04440-0184",2004,1,"G/P",08/26/2004,"4",8,11,13,7,19,20,9,8,8,8,8,9,9, , , ,"P"," "," ",137,10.538461538 
"OWW04440-0185",2004,1,"R/R",06/23/2004,"2",12, , ,12,12,19, ,8,8,8,8,7,9,10,15,19,"R"," "," ",147,11.307692308 
"OWW04440-0186",2004,1,"R/R",08/11/2004,"3",16, , ,16,15,16, ,8,6,8,4,5,2,17,18,18,"R"," "," ",149,11.461538462 
"OWW04440-0191",2004,1,"R/R",07/23/2004,"2",13, , ,13,8,8, ,4,6,5,6,5,6,12,12,15,"R"," "," ",113,8.6923076923 
"OWW04440-0192",2004,1,"G/P",09/13/2004,"16",17,18,16,13,18,17,13,4,4,4,4,3,3, , , ,"P"," "," ",134,10.307692308 
"OWW04440-0195",2004,1,"G/P",06/15/2004,"1",11,12,15,9,15,18,14,8,7,7,7,8,8, , , ,"P"," "," ",139,10.692307692 
"OWW04440-0196",2004,1,"R/R",08/26/2004,"1",11, , ,18,18,19, ,9,9,6,6,0,0,15,10,12,"R"," "," ",133,10.230769231 
"OWW04440-0197",2004,1,"G/P",07/08/2004,"2",11,6,7,14,9,11,6,7,7,7,7,2,3, , , ,"P"," "," ",97,7.4615384615 
"OWW04440-0199",2004,1,"G/P",08/18/2004,"2",17,15,20,19,20,20,20,10,10,10,10,10,10, , , ,"P"," "," ",191,14.692307692 
"OWW04440-0200",2004,1,"G/P",07/26/2004,"11",17,16,16,17,12,18,9,6,8,8,9,10,10, , , ,"P"," "," ",156,12 
"OWW04440-0203",2004,1,"R/R",10/08/2004,"5",17, , ,20,19,20, ,10,10,9,9,10,9,20,20,20,"R"," "," ",193,14.846153846 
"OWW04440-0205",2004,1,"R/R",10/06/2004,"1",15, , ,20,19,20, ,10,9,8,8,9,9,20,19,19,"R"," "," ",185,14.230769231 
"OWW04440-0206",2004,1,"R/R",08/11/2004,"2",10, , ,2,16,16, ,3,2,5,4,4,1,2,5,0,"R"," "," ",70,5.3846153846 
"OWW04440-0210",2004,1,"G/P",08/04/2004,"1",15,15,14,8,20,20,18,10,10,10,10,10,10, , , ,"P"," "," ",170,13.076923077 
