"SITE_ID","YEAR","VISIT_NO","N_BA","XBKA","SDBK_A","BKA_Q3","MEDBK_A","BKA_Q1","INTQBKA","N_UN","XUN","SDUN","BKUN_Q3","MEDBKUN","BKUN_Q1","INTQBKUN","SIDECNT","N_BW","XBKF_W","SDBKF_W","N_BH","XBKF_H","SDBKF_H","N_INCIS","XINC_H","SDINC_H","XPCAN","XPMID","XPGVEG","XPCM","XPCMG","XPMG","XPMGH","XPMGW","XCL","XCS","XMW","XMH","XGW","XGH","XGB","XC","XM","XG","XCM","XCMW","XCMG","XCMGW","SDCL","SDCS","SDMW","SDMH","SDGW","SDGH","SDGB","SDC","SDM","SDG","SDCM","SDCMW","SDCMG","SDCMGW","PCL10","PCL25","PCL75","PCL90","PCS10","PCS25","PCS75","PCS90","PMW10","PMW25","PMW75","PMW90","PMH10","PMH25","PMH75","PMH90","PGW10","PGW25","PGW75","PGW90","PGH10","PGH25","PGH75","PGH90","PGB10","PGB25","PGB75","PGB90","PC10","PC25","PC75","PC90","PM10","PM25","PM75","PM90","PG10","PG25","PG75","PG90","PCM10","PCM25","PCM75","PCM90","PCMW10","PCMW25","PCMW75","PCMW90","PCMG10","PCMG25","PCMG75","PCMG90","PCMGW10","PCMGW25","PCMGW75","PCMGW90","IQRCL","IDRCL","IQRCS","IDRCS","IQRMW","IDRMW","IQRMH","IDRMH","IQRGW","IDRGW","IQRGH","IDRGH","IQRGB","IDRGB","IQRC","IDRC","IQRM","IDRM","IQRG","IDRG","IQRCM","IDRCM","IQRCMW","IDRCMW","IQRCMG","IDRCMG","IQRCMGW","IDRCMGW","PCAN_C","PCAN_D","PCAN_E","PCAN_M","PCAN_N","PMID_C","PMID_D","PMID_E","PMID_M","PMID_N","NMID","NBNK","XCDENBK","VCDENBK","XCDENMID","VCDENMID","N55","XEMBED","VEMBED","N33","XCEMBED","VCEMBED","XFC_ALG","XFC_AQM","XFC_LWD","XFC_BRS","XFC_OHV","XFC_UCB","XFC_RCK","XFC_HUM","PFC_ALG","PFC_AQM","PFC_LWD","PFC_BRS","PFC_OHV","PFC_UCB","PFC_RCK","PFC_HUM","PFC_ALL","PFC_NAT","PFC_BIG","SDFC_OHV","SDFC_UCB","XFC_ALL","XFC_NAT","XFC_BIG","IQROHV","IDROHV","IQRUCB","IDRUCB","SDB_HALL","SDC_HALL","SDCB_HALL","SDWCB_HALL","XB_HALL","XC_HALL","XF_HALL","XCB_HALL","X_HALL","XB_HNOAG","XC_HNOAG","XF_HNOAG","XCB_HNAG","X_HNOAG","XB_HAG","XC_HAG","XF_HAG","XCB_HAG","X_HAG","W1_HALL","W1_HNOAG","W1_HAG","W1H_BLDG" 
"WCAP99-0503",2000,1,22,30.227272727,23.551224451,48,19,12,36,22,0,0,0,0,0,0,0,11,19.663636364,7.1502828933,11,0.6181818182,0.0603022689,11,0.6181818182,0.0603022689,0.9090909091,1,1,0.9090909091,0.9090909091,1,0.1818181818,1,0.1386363636,0.1022727273,0.2795454545,0.0090909091,0.3090909091,0.0431818182,0.6545454545,0.2409090909,0.2886363636,0.3522727273,0.5295454545,0.5204545455,0.8818181818,0.8295454545,0.125291867,0.1051951392,0.0956296065,0.0197385508,0.1283005805,0.0518593669,0.1942072352,0.1524688599,0.0947199106,0.1358196219,0.2029010379,0.2017241698,0.2931948217,0.2603381916,0,0,0.25,0.25,0,0.05,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0.05,0.25,0.25,0.25,0.575,0,0,0.05,0.05,0.575,0.575,0.875,0.875,0.05,0.05,0.3,0.5,0.25,0.25,0.3,0.3,0.25,0.25,0.3,0.625,0.3,0.3,0.6,0.75,0.3,0.3,0.55,0.75,0.55,0.6,1.05,1.225,0.55,0.55,1,1.125,0.25,0.25,0.2,0.25,0,0,0,0.05,0,0.325,0.05,0.05,0.3,0.3,0.25,0.45,0.05,0.05,0.05,0.375,0.3,0.45,0.25,0.45,0.45,0.675,0.45,0.575,0.8636363636,0,0,0.0454545455,0.0909090909,0.0454545455,0.0454545455,0,0.9090909091,0,44,22,78.877005348,26.596903157,36.898395722,29.923419232,55,31.272727273,25.679978183,33,27.575757576,22.504208361,0.1,0,0.0090909091,0.0227272727,0.0318181818,0.0090909091,0.3795454545,0,0.9090909091,0,0.1818181818,0.4545454545,0.6363636364,0.1818181818,1,0,1,1,1,0.025226249,0.0202259959,0.4522727273,0.4522727273,0.3977272727,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
"WCAP99-0505",2000,1,22,28.590909091,23.953643904,30,22,15,15,22,0,0,0,0,0,0,0,11,18.581818182,4.4373005717,11,0.5636363636,0.1747725795,11,0.5636363636,0.1747725795,0.7272727273,1,1,0.7142857143,0.7142857143,1,0.619047619,1,0.125,0.1875,0.3602272727,0.0404761905,0.2579545455,0.0613636364,0.6534090909,0.3125,0.3988636364,0.3193181818,0.7113636364,0.6727272727,1.0306818182,0.9306818182,0.1279415789,0.1438728771,0.231796695,0.0538958431,0.1504727399,0.0800770733,0.217301559,0.2311655251,0.2582538979,0.1947116027,0.4632781275,0.4369066787,0.6254013863,0.5567193348,0,0,0.25,0.25,0,0,0.25,0.25,0.05,0.25,0.575,0.575,0,0,0.05,0.05,0.05,0.25,0.25,0.575,0,0,0.05,0.25,0.25,0.575,0.875,0.875,0,0,0.5,0.5,0.05,0.25,0.625,0.625,0.05,0.25,0.3,0.625,0.05,0.25,1.125,1.2,0.05,0.25,1.075,1.075,0.1,0.55,1.425,1.825,0.1,0.5,1.325,1.65,0.25,0.25,0.25,0.25,0.325,0.525,0.05,0.05,0,0.525,0.05,0.25,0.3,0.625,0.5,0.5,0.375,0.575,0.05,0.575,0.875,1.15,0.825,1.025,0.875,1.725,0.825,1.55,0,0.1363636364,0,0.5909090909,0.2727272727,0,0.3636363636,0,0.6363636364,0,44,22,78.877005348,29.643851306,49.86631016,31.930172375,55,23.727272727,21.326782454,33,25.606060606,21.130456979,0.0136363636,0,0.0045454545,0.0136363636,0.0227272727,0,0.3386363636,0,0.2727272727,0,0.0909090909,0.2727272727,0.4545454545,0,1,0,1,1,1,0.0261116484,0,0.3795454545,0.3795454545,0.3431818182,0.05,0.05,0,0,0.4670993665,0,0.4670993665,0.7006490497,0.15,0,0.5238095238,0.15,0.6738095238,0.15,0,0.5238095238,0.15,0.6738095238,0,0,0,0,0,0.5742238095,0.5742238095,0,0 
"WCAP99-0506",2000,1,22,52.636363636,39.201002726,65,40,25,40,22,0.0227272727,0.0611930449,0,0,0,0,0,11,13.727272727,2.3065519327,11,0.4181818182,0.1778661397,11,0.4181818182,0.1778661397,0.9090909091,1,1,0.9047619048,0.9047619048,1,1,1,0.1068181818,0.2068181818,0.3295454545,0.094047619,0.1045454545,0.4068181818,0.5420454545,0.3136363636,0.4193181818,0.5113636364,0.7329545455,0.6431818182,1.2443181818,0.7477272727,0.1227613389,0.0942330628,0.159544807,0.1254752869,0.0911684612,0.297227448,0.3454970853,0.1800673275,0.1971420533,0.3179854063,0.3138078692,0.286416885,0.3969325703,0.2831486538,0,0,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.575,0.575,0.05,0.05,0.05,0.25,0.05,0.05,0.25,0.25,0.05,0.25,0.575,0.875,0.05,0.25,0.875,0.875,0.05,0.25,0.5,0.5,0.3,0.3,0.625,0.625,0.1,0.3,0.625,0.925,0.3,0.55,1,1.125,0.25,0.5,0.825,1.075,0.775,0.85,1.5,1.7,0.5,0.55,0.875,1.125,0.25,0.25,0,0.25,0.325,0.325,0,0.2,0.2,0.2,0.325,0.825,0.625,0.825,0.25,0.45,0.325,0.325,0.325,0.825,0.45,0.825,0.325,0.825,0.65,0.925,0.325,0.625,0.5909090909,0,0,0.3181818182,0.0909090909,0.1818181818,0,0,0.8181818182,0,44,22,62.032085561,36.384975539,17.245989305,21.803962352,55,45.363636364,29.874034084,33,47.424242424,31.152879384,0,0.0727272727,0.0090909091,0.0181818182,0.0681818182,0.0318181818,0.3613636364,0,0,0.7272727273,0.1818181818,0.3636363636,1,0.6363636364,1,0,1,1,1,0.0603022689,0.025226249,0.4886363636,0.4886363636,0.4022727273,0,0,0.05,0.05,0.4045199175,0,0.4045199175,0.6067798762,1.0909090909,0,0.2727272727,1.0909090909,1.3636363636,0.0909090909,0,0.2727272727,0.0909090909,0.3636363636,1,0,0,1,1,1.8181909091,0.3181909091,1.5,0 
"WCAP99-0515",2000,1,22,33.818181818,36.787208392,45,24.5,8,37,22,0.0272727273,0.088273483,0,0,0,0,0,11,13.427272727,4.3890980643,11,0.7727272727,0.1678744119,11,0.7727272727,0.1678744119,0.7272727273,0.9090909091,0.9090909091,0.6818181818,0.6363636364,0.8636363636,0.5,0.8636363636,0.0409090909,0.0454545455,0.0818181818,0.0340909091,0.0613636364,0.0636363636,0.8181818182,0.0863636364,0.1159090909,0.125,0.2022727273,0.1681818182,0.3272727273,0.2295454545,0.0526361356,0.0509647191,0.0824411111,0.0543059315,0.0634931908,0.0620710388,0.1839030895,0.1025645188,0.1106112494,0.125118991,0.1577198184,0.1367526918,0.2724349082,0.1868658106,0,0,0.05,0.05,0,0,0.05,0.05,0.05,0.05,0.05,0.25,0,0,0.05,0.05,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.875,0.875,0.875,0.875,0,0,0.1,0.1,0.05,0.05,0.1,0.25,0.05,0.1,0.1,0.1,0.1,0.1,0.2,0.35,0.05,0.05,0.15,0.35,0.15,0.2,0.3,0.45,0.1,0.1,0.2,0.4,0.05,0.05,0.05,0.05,0,0.2,0.05,0.05,0,0.05,0,0,0,0,0.1,0.1,0.05,0.2,0,0.05,0.1,0.25,0.1,0.3,0.1,0.3,0.1,0.3,0,0,0,0.6818181818,0.2727272727,0,0.0454545455,0,0.8636363636,0.0909090909,44,22,61.229946524,43.098751249,31.28342246,27.903105384,55,40.727272727,31.672779846,33,54.242424242,29.264985801,0.0704545455,0,0.0045454545,0.0045454545,0.0227272727,0.0045454545,0.1477272727,0,0.4545454545,0,0.0909090909,0.0909090909,0.4545454545,0.0909090909,0.9090909091,0,0.9090909091,0.9090909091,0.9090909091,0.0261116484,0.0150755672,0.1840909091,0.1840909091,0.1568181818,0.05,0.05,0,0,0,1.2060453783,1.2060453783,1.2060453783,0,0.3181818182,1.0909090909,0.3181818182,1.4090909091,0,0.3181818182,1.0909090909,0.3181818182,1.4090909091,0,0,0,0,0,1.0454909091,1.0454909091,0,0 
"WCAP99-0521",2000,1,22,20.363636364,9.8442415101,25,18,15,10,22,0,0,0,0,0,0,0,11,12.663636364,2.3951086519,11,0.4727272727,0.0786245393,11,0.4727272727,0.0786245393,0.3636363636,0.9545454545,1,0.3636363636,0.3636363636,0.9545454545,0.9545454545,0.9545454545,0.0852272727,0.0681818182,0.2681818182,0.1022727273,0.2375,0.1136363636,0.6909090909,0.1534090909,0.3704545455,0.3511363636,0.5238636364,0.4215909091,0.875,0.6590909091,0.1521001962,0.1139605765,0.2482296625,0.0931936958,0.2439445195,0.0953462589,0.2835306163,0.2478833557,0.2967719547,0.2915963119,0.472107564,0.4110306047,0.7207387084,0.6019089402,0,0,0.25,0.25,0,0,0.25,0.25,0.05,0.05,0.575,0.575,0.05,0.05,0.25,0.25,0.05,0.05,0.25,0.575,0.05,0.05,0.25,0.25,0.25,0.25,0.875,0.875,0,0,0.25,0.5,0.1,0.1,0.625,0.825,0.1,0.1,0.5,0.825,0.1,0.1,0.875,1,0.05,0.05,0.75,0.925,0.2,0.2,1.5,1.9,0.1,0.1,1.15,1.65,0.25,0.25,0.25,0.25,0.525,0.525,0.2,0.2,0.2,0.525,0.2,0.2,0.625,0.625,0.25,0.5,0.525,0.725,0.4,0.725,0.775,0.9,0.7,0.875,1.3,1.7,1.05,1.55,0.2727272727,0,0,0.0909090909,0.6363636364,0,0.5,0,0.4090909091,0.0454545455,44,22,64.705882353,34.539075948,40.374331551,28.722173314,55,42.145454545,28.684373202,33,38.727272727,25.421782893,0.0318181818,0,0.0090909091,0.0045454545,0.0136363636,0.0090909091,0.3204545455,0,0.6363636364,0,0.1818181818,0.0909090909,0.2727272727,0.1818181818,1,0,1,1,1,0.0233549683,0.0202259959,0.3568181818,0.3568181818,0.3386363636,0.05,0.05,0,0.05,0.4045199175,0,0.4045199175,0.6067798762,0.0909090909,0,0,0.0909090909,0.0909090909,0.0909090909,0,0,0.0909090909,0.0909090909,0,0,0,0,0,0.1363636364,0.1363636364,0,0 
"WCAP99-0534",2000,1,22,46.909090909,25.182966826,63,37.5,29,34,22,0.0590909091,0.1967814618,0,0,0,0,0,11,8.4727272727,4.2795071934,11,0.9818181818,1.5341565643,11,0.9818181818,1.5341565643,0.7727272727,1,1,0.7727272727,0.7727272727,1,0.8181818182,1,0.025,0.1568181818,0.5068181818,0.1590909091,0.05,0.1590909091,0.4534090909,0.1818181818,0.6659090909,0.2090909091,0.8477272727,0.6886363636,1.0568181818,0.7386363636,0.0735980072,0.1157742616,0.2701610871,0.1130069147,0,0.1019294383,0.2295564375,0.1539522611,0.2113653819,0.1019294383,0.2759085739,0.3409307352,0.241791653,0.3409307352,0,0,0,0.05,0,0.05,0.25,0.25,0.25,0.25,0.575,0.875,0,0.05,0.25,0.25,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0.25,0.25,0.25,0.575,0.875,0,0.05,0.25,0.3,0.3,0.5,0.825,0.875,0.1,0.1,0.3,0.3,0.35,0.75,1.125,1.125,0.25,0.5,1.075,1.125,0.65,0.975,1.225,1.375,0.3,0.55,1.125,1.175,0,0.05,0.2,0.25,0.325,0.625,0.2,0.25,0,0,0.2,0.2,0.325,0.625,0.2,0.3,0.325,0.575,0.2,0.2,0.375,0.775,0.575,0.875,0.25,0.725,0.575,0.875,0,0.7727272727,0,0,0.2272727273,0,1,0,0,0,44,22,87.43315508,25.368950248,62.43315508,38.816811364,51,54.215686275,40.51385626,30,45.333333333,36.149434424,0.0727272727,0.1840909091,0,0.0409090909,0.2818181818,0.0363636364,0.2545454545,0,0.7272727273,0.9090909091,0,0.4545454545,1,0.3636363636,1,0,1,1,1,0.2459905763,0.0744678088,0.6136363636,0.6136363636,0.2909090909,0.2,0.525,0.05,0.05,0.6741998625,0,0.6741998625,1.0112997937,0.3181818182,0,0,0.3181818182,0.3181818182,0.3181818182,0,0,0.3181818182,0.3181818182,0,0,0,0,0,0.4772727273,0.4772727273,0,0 
"WCAP99-0535",2000,1,22,22.454545455,26.140148418,27,11,6,21,22,0.0113636364,0.0533001791,0,0,0,0,0,10,17.61,4.0607744198,11,0.3863636364,0.0777525212,11,0.3863636364,0.0777525212,0.3636363636,1,1,0.380952381,0.380952381,1,0.9047619048,0.9047619048,0.0340909091,0.0818181818,0.2428571429,0.0928571429,0.1090909091,0.3147727273,0.6363636364,0.1159090909,0.3357142857,0.4238636364,0.4363636364,0.3477272727,0.8602272727,0.4568181818,0.0878125217,0.1180652105,0.1902535902,0.0912218645,0.0995661585,0.2356171091,0.2708811979,0.1834759382,0.2542847111,0.2849892722,0.4069871351,0.3487997354,0.5788771505,0.381349563,0,0,0,0.25,0,0,0.25,0.25,0.05,0.05,0.25,0.575,0.05,0.05,0.05,0.25,0.05,0.05,0.25,0.25,0.05,0.25,0.25,0.575,0.25,0.25,0.875,0.875,0,0,0.25,0.5,0.1,0.1,0.5,0.825,0.1,0.25,0.5,0.625,0.1,0.1,0.55,1.125,0.05,0.05,0.5,1.075,0.2,0.35,1.375,1.675,0.05,0.1,0.55,1.125,0,0.25,0.25,0.25,0.2,0.525,0,0.2,0.2,0.2,0,0.525,0.625,0.625,0.25,0.5,0.4,0.725,0.25,0.525,0.45,1.025,0.45,1.025,1.025,1.475,0.45,1.075,0,0.3636363636,0,0,0.6363636364,0,0.9545454545,0,0,0,8,4,61.764705882,37.357958595,22.058823529,29.116161578,55,77.363636364,37.771909824,33,81.666666667,33.41656276,0.575,0.5454545455,0.0090909091,0.0090909091,0.0409090909,0.0272727273,0.0545454545,0.0045454545,1,1,0.1818181818,0.1818181818,0.8181818182,0.1818181818,0.7272727273,0.0909090909,0.9090909091,0.9090909091,0.7272727273,0.0202259959,0.0753778361,0.1454545455,0.1409090909,0.0954545455,0,0.05,0,0.05,0.7862453931,0.9816498172,1.578261414,1.9282587529,0.8636363636,0.5909090909,0.0909090909,1.4545454545,1.5454545455,0.2727272727,0.2727272727,0.0454545455,0.5454545455,0.5909090909,0.5909090909,0.3181818182,0.0454545455,0.9090909091,0.9545454545,1.9469727273,0.7121227273,1.23485,0 
"WCAP99-0536",2000,1,22,53.045454545,30.027728888,65,42.5,31,34,22,0.0227272727,0.0751621624,0,0,0,0,0,10,11.26,2.1484878403,11,0.3754545455,0.0991326017,11,0.3754545455,0.0991326017,0.9090909091,1,1,0.9090909091,0.9090909091,1,0.9545454545,0.9545454545,0.0431818182,0.2181818182,0.3409090909,0.1625,0.1204545455,0.2045454545,0.6931818182,0.2613636364,0.5034090909,0.325,0.7647727273,0.6022727273,1.0897727273,0.7227272727,0.0863209054,0.1537588205,0.193117509,0.13795919,0.1007815777,0.0857864054,0.2473889624,0.1852808796,0.2971386816,0.1428869017,0.4314744303,0.3372604168,0.4957953621,0.3651409619,0,0,0.05,0.25,0,0.05,0.25,0.25,0.05,0.25,0.575,0.575,0.05,0.05,0.25,0.25,0.05,0.05,0.25,0.25,0.05,0.25,0.25,0.25,0.25,0.575,0.875,0.875,0.05,0.05,0.3,0.5,0.1,0.3,0.825,0.825,0.1,0.3,0.5,0.5,0.15,0.55,1.075,1.325,0.1,0.3,0.825,1.075,0.45,0.85,1.425,1.625,0.3,0.55,0.925,1.125,0.05,0.25,0.2,0.25,0.325,0.525,0.2,0.2,0.2,0.2,0,0.2,0.3,0.625,0.25,0.45,0.525,0.725,0.2,0.4,0.525,1.175,0.525,0.975,0.575,1.175,0.375,0.825,0,0.9090909091,0,0,0.0909090909,0,1,0,0,0,0,0, , , , ,55,28.090909091,31.172918403,33,27.272727273,31.401903532,0.05,0.0090909091,0,0.0045454545,0.0772727273,0.0363636364,0.3977272727,0,1,0.1818181818,0,0.0909090909,0.8181818182,0.3636363636,1,0,1,1,1,0.0876459821,0.0744678088,0.5159090909,0.5159090909,0.4340909091,0,0.25,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
"WCAP99-0539",2000,1,22,37.318181818,27.862564685,46,30,20,26,22,0.0090909091,0.0426401433,0,0,0,0,0,11,3.5363636364,1.2777110215,11,0.3363636364,0.0809039835,11,0.3363636364,0.0809039835,1,1,0.9090909091,1,1,1,1,0.55,0.4795454545,0.3056818182,0.33,0.245,0.0636363636,0.2227272727,0.5375,0.7852272727,0.575,0.2863636364,1.3079545455,1.0852272727,1.5943181818,1.1488636364,0.2444182066,0.1603440902,0.2255986189,0.1922169827,0.0928155085,0.1965338167,0.3265758499,0.1867100966,0.2897367226,0.2196760701,0.3956148292,0.3161015406,0.5309432206,0.3615835931,0.25,0.25,0.575,0.875,0.25,0.25,0.25,0.575,0,0.25,0.575,0.575,0.05,0.05,0.25,0.575,0,0,0.05,0.25,0.05,0.05,0.25,0.575,0.05,0.25,0.875,0.875,0.5,0.825,0.825,0.925,0.05,0.4,0.825,0.825,0.05,0.05,0.5,0.575,0.875,1.125,1.65,1.65,0.825,1.075,1.4,1.4,0.925,1.175,2.075,2.225,0.825,1.075,1.4,1.65,0.325,0.625,0,0.325,0.325,0.575,0.2,0.525,0.05,0.25,0.2,0.525,0.625,0.825,0,0.425,0.425,0.775,0.45,0.525,0.525,0.775,0.325,0.575,0.9,1.3,0.325,0.825,0,0,0,1,0,0,0.7272727273,0,0.1818181818,0,36,18,90.522875817,23.016811605,93.790849673,7.9474851312,45,55.555555556,45.65461022,27,62.592592593,44.600154587,0,0.0222222222,0.0222222222,0.0722222222,0.0833333333,0.0055555556,0.5722222222,0,0,0.4444444444,0.4444444444,1,0.7777777778,0.1111111111,0.8888888889,0,0.8181818182,0.8181818182,0.7272727273,0.0968245837,0.0166666667,0.7555555556,0.7555555556,0.6,0,0.25,0,0.05,0,1.2933395814,1.2933395814,1.2933395814,0,0.2727272727,0.2727272727,0.2727272727,0.5454545455,0,0.2727272727,0.2727272727,0.2727272727,0.5454545455,0,0,0,0,0,0.4545545455,0.4545545455,0,0 
"WCAP99-0540",2000,1,22,18.727272727,15.520130762,25,15,5,20,22,0,0,0,0,0,0,0,11,8.3818181818,2.8092056464,11,0.4454545455,0.0934198733,11,0.4454545455,0.0934198733,0.1818181818,1,1,0.1818181818,0.1818181818,1,0.5454545455,0.9545454545,0.025,0.0045454545,0.3375,0.0363636364,0.0806818182,0.1613636364,0.6102272727,0.0295454545,0.3738636364,0.2420454545,0.4034090909,0.3670454545,0.6454545455,0.4477272727,0.0735980072,0.0147122472,0.1752124561,0.0538556673,0.1190067571,0.163067192,0.2411109075,0.0811510803,0.1732870713,0.2177244824,0.203583295,0.2066435803,0.31039878,0.2595679894,0,0,0,0.05,0,0,0,0,0.25,0.25,0.25,0.575,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.25,0.25,0.25,0.575,0.875,0.875,0,0,0,0.05,0.25,0.25,0.5,0.625,0.1,0.1,0.3,0.625,0.25,0.25,0.55,0.675,0.25,0.25,0.5,0.625,0.35,0.35,0.925,0.975,0.3,0.3,0.625,0.875,0,0.05,0,0,0,0.325,0.05,0.05,0,0,0.2,0.2,0.3,0.625,0,0.05,0.25,0.375,0.2,0.525,0.3,0.425,0.25,0.375,0.575,0.625,0.325,0.575,0.1818181818,0,0,0,0.8181818182,0,0.7727272727,0,0.2272727273,0,44,22,41.176470588,31.020432941,21.79144385,22.140234466,47,92.127659574,18.407957898,31,93.548387097,15.821585908,0.0045454545,0.0045454545,0,0,0.0090909091,0,0.0454545455,0,0.0909090909,0.0909090909,0,0,0.1818181818,0,0.5454545455,0,0.5454545455,0.5454545455,0.5454545455,0.0202259959,0,0.0545454545,0.0545454545,0.0454545455,0,0.05,0,0,0.6030226892,0,0.6030226892,0.9045340337,0.0909090909,0,0.9090909091,0.0909090909,1,0,0,0,0,0,0.0909090909,0,0.9090909091,0.0909090909,1,0.7424545455,0,0.7424545455,0 
"WCAP99-0542",2000,1,22,25.545454545,27.946764482,34,11.5,9,25,22,0.0227272727,0.1066003582,0,0,0,0,0,11,7.8909090909,1.703205534,11,0.3272727273,0.0904534034,11,0.3272727273,0.0904534034,0.8181818182,1,1,0.8181818182,0.8181818182,1,0.6363636364,1,0.0727272727,0.1011363636,0.3965909091,0.0318181818,0.2602272727,0.1102272727,0.5125,0.1738636364,0.4284090909,0.3704545455,0.6022727273,0.5704545455,0.9727272727,0.8306818182,0.1714623884,0.1444359457,0.1905967219,0.0246182982,0.1958891649,0.1301690958,0.209697912,0.1951002906,0.186492604,0.2005403955,0.2762319905,0.2786699238,0.3755083135,0.3826545609,0,0,0.05,0.25,0,0,0.25,0.25,0.25,0.25,0.575,0.575,0,0,0.05,0.05,0.05,0.05,0.25,0.575,0.05,0.05,0.05,0.25,0.25,0.25,0.575,0.875,0,0.05,0.25,0.575,0.25,0.3,0.575,0.625,0.1,0.3,0.625,0.625,0.3,0.4,0.675,1.15,0.3,0.35,0.625,1.125,0.45,0.65,1.2,1.45,0.35,0.55,1.125,1.375,0.05,0.25,0.25,0.25,0.325,0.325,0.05,0.05,0.2,0.525,0,0.2,0.325,0.625,0.2,0.575,0.275,0.375,0.325,0.525,0.275,0.85,0.275,0.825,0.55,1,0.575,1.025,0,0.8181818182,0,0,0.1818181818,0,1,0,0,0,44,22,74.064171123,25.131657997,54.545454545,27.833542746,55,66.181818182,28.770542361,33,65.757575758,23.852450481,0.3613636364,0.0272727273,0.0045454545,0.0136363636,0.0454545455,0.0045454545,0.1045454545,0,1,0.1818181818,0.0909090909,0.2727272727,0.5454545455,0.0909090909,1,0,1,1,1,0.0722998805,0.0150755672,0.1727272727,0.1727272727,0.1136363636,0.05,0.05,0,0,0.5045249791,0,0.5045249791,0.7567874687,0.6818181818,0,0.5454545455,0.6818181818,1.2272727273,0.0454545455,0,0,0.0454545455,0.0454545455,0.6363636364,0,0.5454545455,0.6363636364,1.1818181818,1.3863818182,0.0681818182,1.3182,0 
"WCAP99-0550",2000,1,22,41.227272727,28.428576867,55,32.5,25,30,20,0.005,0.0223606798,0,0,0,0,0,11,2.1818181818,0.5288065465,11,0.2545454545,0.0820199532,11,0.2545454545,0.0820199532,1,1,1,1,1,1,0.9545454545,0.9090909091,0.2193181818,0.1273809524,0.1863636364,0.1477272727,0.1420454545,0.1806818182,0.6522727273,0.3409090909,0.3340909091,0.3227272727,0.675,0.5272727273,0.9977272727,0.6693181818,0.2227976631,0.1573024082,0.0953462589,0.1051951392,0.1404470676,0.1349452751,0.2381612463,0.2208675339,0.1475081625,0.1748994764,0.2781743201,0.2360272748,0.3275003718,0.2531858693,0,0,0.25,0.575,0,0,0.25,0.25,0.05,0.05,0.25,0.25,0.05,0.05,0.25,0.25,0.05,0.05,0.25,0.25,0.05,0.05,0.25,0.25,0.25,0.575,0.875,0.875,0.05,0.25,0.575,0.575,0.1,0.3,0.5,0.5,0.1,0.1,0.5,0.5,0.35,0.55,0.8,1.075,0.3,0.35,0.625,0.825,0.6,0.775,1.25,1.375,0.35,0.55,0.75,0.925,0.25,0.575,0.25,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.625,0.325,0.525,0.2,0.4,0.4,0.4,0.25,0.725,0.275,0.525,0.475,0.775,0.2,0.575,0,0.9545454545,0,0.0454545455,0,0,0.9090909091,0,0.0909090909,0,44,22,97.058823529,5.0536746646,95.053475936,5.2219094212,54,73.333333333,29.203256474,33,72.424242424,26.342729432,0,0,0.0681818182,0.0772727273,0.2727272727,0.0090909091,0.1909090909,0,0,0,0.6363636364,0.8181818182,1,0.1818181818,0.9090909091,0,1,1,1,0.1689876273,0.0202259959,0.6181818182,0.6181818182,0.2681818182,0,0.525,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
