"SITE_ID","YEAR","VISIT_NO","DATE_COL","TEAM_ID","NINTRVL","SWIDTH","FLOW","FLOW_CFS","FLOWMETH","COMM_FLW","SAMPLED","XS_AREA" 
"WUTP99-0668",2004,1,08/25/2004," ",23,11.8872,1.20931,42.701,"VEL_DEPTH"," ","Yes",39402.50184 
"WUTP99-0670",2002,1,09/29/2002," ",13,0.12,0.00554,0.196,"VEL_DEPTH"," ","Yes",109.728 
"WUTP99-0677",2002,1,10/02/2002," ",18,0.36,0.07315,2.583,"VEL_DEPTH"," ","Yes",1037.844 
"WUTP99-0692",2004,1,08/26/2004," ",21,13.716,1.37744,48.638,"VEL_DEPTH"," ","Yes",25258.014 
"WUTP99-0693",2002,1,09/10/2002," ",20,0.2375,0.06362,2.246,"VEL_DEPTH"," ","Yes",573.0875 
"WUTP99-0694",2002,1,09/28/2002," ",13,0.16,0.01161,0.41,"VEL_DEPTH"," ","Yes",245.872 
"WUTP99-0695",2002,1,10/01/2002," ",13,0.13,0.00351,0.124,"VEL_DEPTH"," ","Yes",62.738 
"WUTP99-0696",2002,1,09/12/2002," ", , , , ," ","LITTLE OR NO CURRENT COULD NOT BE MEASURED BECAUSE OF CLOGGING CAUSED BY AQUATIC MACROPHYTES","Sampling failed",  
"WUTP99-0698",2002,1,10/08/2002," ",13,0.065,0.00435,0.154,"VEL_DEPTH"," ","Yes",50.3555 
"WUTP99-0721",2003,1,10/20/2003," ", , , , ," ","TOO SHALLOW TO MEASURE FLOW","Sampling failed",  
"WUTP99-0723",2003,1,09/26/2003," ",13,0.13,0.00625,0.221,"VEL_DEPTH"," ","Yes",140.335 
"WUTP99-0725",2003,1,05/02/2003," ",10,0.04,0.00088,0.031,"VEL_DEPTH"," ","Yes",12.7 
"WUTP99-0728",2003,1,10/02/2003," ",8,0.11,0.00423,0.149,"VEL_DEPTH"," ","Yes",93.599 
"WUTP99-0731",2003,1,10/05/2003," ",7,0.08,0.00227,0.08,"VEL_DEPTH"," ","Yes",52.832 
"WUTP99-0732",2003,1,09/16/2003," ",9,0.051,0.00069,0.024,"VEL_DEPTH"," ","Yes",17.16405 
"WUTP99-0733",2003,1,10/17/2003," ",16,0.32,0.06269,2.214,"VEL_DEPTH"," ","Yes",772.16 
"WUTP99-0734",2004,1,08/23/2004," ",19,14.478,0.28089,9.918,"VEL_DEPTH"," ","Yes",18846.7365 
"WUTP99-0735",2003,1,09/10/2003," ",17,0.24,0.04658,1.645,"VEL_DEPTH"," ","Yes",417.576 
"WUTP99-0737",2003,1,10/04/2003," ",10,0.045,0.0037,0.131,"VEL_DEPTH"," ","Yes",22.86 
"WUTP99-0738",2003,1,09/14/2003," ",11,0.044,0.00069,0.024,"VEL_DEPTH"," ","Yes",18.9992 
"WWAP99-0501",2000,1,07/11/2000," ",8,1.37,0.00302,0.107,"VEL_DEPTH"," ","Yes",120.0531 
"WWAP99-0502",2000,1,07/13/2000," ",10,1.3,0.07294,2.575,"VEL_DEPTH"," ","Yes",808.99 
"WWAP99-0504",2000,1,08/29/2000," ",7,1.8,0.00917,0.324,"VEL_DEPTH"," ","Yes",598.932 
"WWAP99-0507",2000,1,07/12/2000," ",8,2.3,0.02866,1.012,"VEL_DEPTH"," ","Yes",601.726 
"WWAP99-0508",2003,1,07/02/2003," ",16,0.09,0.00143,0.051,"VEL_DEPTH"," ","Yes",91.8972 
"WWAP99-0509",2000,1,09/07/2000,"1", ,3.3,0.04937,1.743,"ROUGH_EST"," ","Yes",  
"WWAP99-0512",2000,1,07/20/2000," ",7,2.25,0.0448,1.582,"VEL_DEPTH"," ","Yes",1143 
"WWAP99-0513",2000,1,08/16/2000," ",2,0.55,0.00037,0.013,"VEL_DEPTH"," ","Yes",55.88 
"WWAP99-0515",2000,1,09/13/2000," ",9,17,0.53466,18.879,"VEL_DEPTH"," ","Yes",60236.1 
"WWAP99-0516",2000,1,08/30/2000," ",5,0.6,0.0036,0.127,"VEL_DEPTH"," ","Yes",104.394 
"WWAP99-0517",2000,1,09/06/2000," ",5,1.2, , ," "," ","Sampling failed",4029.456 
"WWAP99-0520",2000,1,09/12/2000," ",15,2.44,0.03993,1.41,"VEL_DEPTH"," ","Yes",1270.508 
"WWAP99-0521",2000,1,09/20/2000," ",6,0.5,0.00303,0.107,"VEL_DEPTH"," ","Yes",92.71 
"WWAP99-0522",2000,1,09/26/2000," ",10,4.05,0.02741,0.968,"VEL_DEPTH"," ","Yes",1234.44 
"WWAP99-0524",2001,1,07/26/2001,"1",17,2.85,0.02214,0.782,"VEL_DEPTH"," ","Yes",2674.8105 
"WWAP99-0526",2001,1,09/05/2001,"1",14,28.5,3.40089,120.086,"VEL_DEPTH"," ","Yes",80497.68 
"WWAP99-0527",2001,1,07/05/2001,"1",17,10.668,1.50452,53.125,"VEL_DEPTH"," ","Yes",30348.3264 
"WWAP99-0529",2001,1,09/11/2001,"1", , ,0.00757,0.267,"BUCKET"," ","Yes",  
"WWAP99-0531",2002,1,07/30/2002," ",1,0.38,0.00016,0.006,"VEL_DEPTH"," ","Yes",84.455 
"WWAP99-0532",2002,1,08/22/2002," ",16,7.2,0.79042,27.91,"VEL_DEPTH"," ","Yes",21671.28 
"WWAP99-0534",2002,1,09/10/2002,"1", ,4.9,1.0964,38.714,"ROUGH_EST"," ","Yes",  
"WWAP99-0535",2002,1,07/16/2002,"1", ,24,17.33547,612.115,"ROUGH_EST"," ","Yes",  
"WWAP99-0538",2003,1,07/30/2003,"1", ,2.1,0.10448,3.689,"ROUGH_EST"," ","Yes",  
"WWAP99-0541",2003,1,10/01/2003,"1", , ,0.00024,0.008,"BUCKET"," ","Yes",  
"WWAP99-0542",2003,1,07/09/2003," ",15,2,0.0434,1.532,"VEL_DEPTH"," ","Yes",2969.26 
"WWAP99-0546",2003,1,09/09/2003," ",17,11.1,0.20288,7.164,"VEL_DEPTH"," ","Yes",15337.536 
"WWAP99-0560",2003,1,10/06/2003,"1", ,2.4,0.32348,11.422,"ROUGH_EST"," ","Yes",  
"WWAP99-0563",2003,1,09/23/2003," ",18,0.47,0.12001,4.237,"VEL_DEPTH"," ","Yes",1366.901 
"WWAP99-0566",2003,1,08/27/2003," ",9,1.3,0.01657,0.585,"VEL_DEPTH"," ","Yes",647.192 
"WWAP99-0568",2003,1,08/12/2003," ",18,13.4,0.54044,19.083,"VEL_DEPTH"," ","Yes",26531.062 
"WWAP99-0593",2003,1,08/06/2003,"1", ,2.3,0.13799,4.872,"ROUGH_EST"," ","Yes",  
"WWAP99-0595",2001,1,07/12/2001,"1",18,0.57,0.04211,1.487,"VEL_DEPTH"," ","Yes",752.856 
"WWAP99-0598",2001,1,07/17/2001,"1",13,1.5,0.00658,0.232,"VEL_DEPTH"," ","Yes",419.1 
"WWAP99-0602",2001,1,10/17/2001,"1",17,9.2,0.4903,17.313,"VEL_DEPTH"," ","Yes",24536.4 
"WWAP99-0604",2001,1,07/11/2001,"1",17,11.43,0.80199,28.318,"VEL_DEPTH"," ","Yes",38104.7625 
"WWAP99-0608",2001,1,09/27/2001,"1", ,0.8,0.00894,0.316,"ROUGH_EST"," ","Yes",  
"WWAP99-0611",2001,1,09/25/2001,"1", , ,0.00128,0.045,"BUCKET"," ","Yes",  
"WWAP99-0612",2001,1,07/19/2001,"1",18,1.9,0.01622,0.573,"VEL_DEPTH"," ","Yes",1146.175 
"WWAP99-0614",2001,1,07/24/2001,"1",11,1.4,0.03642,1.286,"VEL_DEPTH"," ","Yes",924.56 
"WWAP99-0617",2001,1,07/18/2001,"1", , ,0,0,"VISUAL_EST","PARTIAL INTERUPTED FLOW.","Not sampled",  
"WWAP99-0618",2001,1,08/15/2001,"1",16,2.7,1.10512,39.022,"VEL_DEPTH"," ","Yes",4560.57 
"WWAP99-0622",2001,1,09/06/2001,"1",8,0.91,0.00928,0.328,"VEL_DEPTH"," ","Yes",323.596 
"WWAP99-0630",2001,1,08/01/2001,"1",12,3.25,0.47209,16.669,"VEL_DEPTH"," ","Yes",9493.25 
"WWAP99-0632",2001,1,09/29/2001,"1", ,2.1,0.32013,11.304,"ROUGH_EST"," ","Yes",  
"WWAP99-0633",2001,1,07/31/2001,"1",14,4.4,0.55283,19.52,"VEL_DEPTH"," ","Yes",6370.32 
"WWAP99-0635",2001,1,07/25/2001,"1",17,9.5,0.45011,15.894,"VEL_DEPTH"," ","Yes",10761.98 
"WWAP99-0636",2001,1,08/14/2001,"1",22,46,26.30668,928.889,"VEL_DEPTH"," ","Yes",243611.4 
"WWAP99-0637",2001,1,08/07/2001,"1",11,3.25,2.18626,77.197,"VEL_DEPTH"," ","Yes",4622.8 
"WWAP99-0639",2001,1,07/10/2001,"1",15,10.3632,0.07617,2.69,"VEL_DEPTH"," ","Yes",39681.21096 
"WWAP99-0640",2001,1,10/03/2001,"1",7,1.04,0.00189,0.067,"VEL_DEPTH"," ","Yes",235.1024 
"WWAP99-0641",2001,1,07/03/2001,"1",8,1.6764,0.0183,0.646,"VEL_DEPTH"," ","Yes",685.547016 
"WWAP99-0642",2001,1,08/08/2001,"1",4,1,0.00167,0.059,"VEL_DEPTH"," ","Yes",165.1 
"WWAP99-0676",2002,1,08/15/2002,"1", ,1.9,0.16787,5.927,"ROUGH_EST"," ","Yes",  
"WWAP99-0677",2002,1,09/20/2002,"1", ,10.1,2.90669,102.635,"ROUGH_EST"," ","Yes",  
"WWAP99-0681",2002,1,10/17/2002," ", , ,0,0,"VISUAL_EST","NO FLOW TAKEN, WATER VERY STAGNANT","Not sampled",  
"WWAP99-0682",2002,1,08/20/2002," ",5,0.3,0.0353,1.247,"VEL_DEPTH"," ","Yes",685.8 
"WWAP99-0688",2002,1,07/11/2002,"1", ,2.8,0.20456,7.223,"ROUGH_EST"," ","Yes",  
"WWAP99-0689",2002,1,07/02/2002," ",2,0.75,0.00088,0.031,"VEL_DEPTH"," ","Yes",15.625 
"WWAP99-0692",2002,1,07/23/2002," ",5,1.3,0.00116,0.041,"VEL_DEPTH"," ","Yes",313.69 
"WWAP99-0695",2002,1,08/02/2002," ",5,1.11,0.00492,0.174,"VEL_DEPTH"," ","Yes",507.492 
"WWAP99-0697",2002,1,08/07/2002,"1", ,0.6,0.00718,0.254,"ROUGH_EST"," ","Yes",  
"WWAP99-0700",2002,1,07/18/2002," ",13,7,0.17057,6.023,"VEL_DEPTH"," ","Yes",22136.1 
"WWAP99-0701",2002,1,10/09/2002,"1", ,1.3,0.138,4.873,"ROUGH_EST"," ","Yes",  
"WWAP99-0702",2002,1,08/28/2002,"1", ,1.6,0.05168,1.825,"ROUGH_EST"," ","Yes",  
"WWAP99-0704",2002,1,09/19/2002,"1", ,2.9,0.07076,2.499,"ROUGH_EST"," ","Yes",  
"WWAP99-0705",2002,1,10/08/2002,"1", ,2,0.04364,1.541,"ROUGH_EST"," ","Yes",  
"WWAP99-0706",2002,1,08/06/2002,"1", ,1.3,0.04091,1.445,"ROUGH_EST"," ","Yes",  
"WWAP99-0712",2002,1,08/08/2002,"1", ,2.2,0.30355,10.718,"ROUGH_EST"," ","Yes",  
"WWAP99-0713",2002,1,09/24/2002,"1", ,21,12.16,429.37,"ROUGH_EST"," ","Yes",  
"WWAP99-0714",2002,1,07/03/2002," ",18,14.25,2.33218,82.349,"VEL_DEPTH"," ","Yes",34204.275 
"WWAP99-0716",2002,1,08/13/2002,"1", ,2.4,0.19224,6.788,"ROUGH_EST"," ","Yes",  
"WWAP99-0719",2002,1,09/25/2002,"1", ,1.6,0.27634,9.758,"ROUGH_EST"," ","Yes",  
"WWAP99-0720",2002,1,08/14/2002,"1", ,1.1,0.05652,1.996,"ROUGH_EST"," ","Yes",  
"WWAP99-0721",2002,1,10/03/2002,"1", ,0.5,0.00581,0.205,"ROUGH_EST"," ","Yes",  
"WWAP99-0722",2002,1,10/16/2002," ", ,0.92,0,0,"VISUAL_EST","STREAM FLOW BELOW DETECTABLE VELOCITY","Not sampled",295.16666667 
"WWAP99-0730",2002,1,07/17/2002," ",15,7.1,0.73278,25.874,"VEL_DEPTH"," ","Yes",11036.808 
"WWAP99-0732",2002,1,08/29/2002," ",8,0.0266,0.00072,0.025,"VEL_DEPTH"," ","Yes",11.012932 
"WWAP99-0733",2002,1,09/05/2002,"1", ,12.7,6.37401,225.066,"ROUGH_EST"," ","Yes",  
"WWAP99-0735",2002,1,08/01/2002," ",18,21.1,8.52676,301.08,"VEL_DEPTH"," ","Yes",97192.719 
"WWAP99-0736",2002,1,09/17/2002,"1", ,2.3,0.46204,16.315,"ROUGH_EST"," ","Yes",  
"WWAP99-0765",2003,1,07/22/2003," ",14,1.6,0.00418,0.147,"VEL_DEPTH"," ","Yes",1040.384 
"WWAP99-0766",2003,1,07/08/2003," ",14,0.048,0.00411,0.145,"VEL_DEPTH"," ","Yes",49.3776 
"WWAP99-0768",2003,1,09/17/2003," ",18,9,0.23365,8.25,"VEL_DEPTH"," ","Yes",26266.14 
"WWAP99-0770",2003,1,07/24/2003," ",18,2,0.08991,3.175,"VEL_DEPTH"," ","Yes",2354.58 
"WWAP99-0772",2003,1,09/11/2003," ",12,7,0.12393,4.376,"VEL_DEPTH"," ","Yes",5778.5 
"WWAP99-0776",2003,1,07/23/2003," ",7,0.8,0.00628,0.222,"VEL_DEPTH"," ","Yes",166.624 
"WWAP99-0777",2003,1,07/10/2003," ",16,0.38,0.03762,1.328,"VEL_DEPTH"," ","Yes",930.9354 
"WWAP99-0778",2003,1,08/14/2003," ",10,1.36,0.01201,0.424,"VEL_DEPTH"," ","Yes",478.4344 
"WWAP99-0780",2003,1,08/20/2003,"1", ,2,0.1273,4.495,"ROUGH_EST"," ","Yes",  
"WWYP99-0501",2000,1,08/16/2000," ",10,0.8,0.0064,0.226,"VEL_DEPTH"," ","Yes",324.104 
"WWYP99-0504",2000,1,09/07/2000,"1", ,3,0.04198,1.482,"ROUGH_EST"," ","Yes",  
"WWYP99-0506",2000,1,08/02/2000," ",8,3,0.04243,1.498,"VEL_DEPTH"," ","Yes",1276.35 
"WWYP99-0508",2000,1,09/12/2000," ",15,2.29,0.05494,1.94,"VEL_DEPTH"," ","Yes",1105.154 
"WWYP99-0509",2000,1,08/05/2000," ",1,0.1,0.00081,0.029,"VEL_DEPTH"," ","Yes",3.683 
"WWYP99-0511",2000,1,09/11/2000," ",18,2.32,0.05484,1.937,"VEL_DEPTH"," ","Yes",1384.808 
"WWYP99-0515",2000,1,09/28/2000," ",20,2.05,0.07396,2.612,"VEL_DEPTH"," ","Yes",2874.264 
"WWYP99-0516",2000,1,09/08/2000," ",13,1.5,0.02543,0.898,"VEL_DEPTH"," ","Yes",1209.675 
"WWYP99-0524",2000,1,08/01/2000," ",12,6.5,0.20067,7.086,"VEL_DEPTH","VISIT 2 WAS A QC CHECK  FLOW NOT MEASURED","Yes",3599.18 
"WWYP99-0525",2000,1,08/06/2000," ",19,2.1,0.03972,1.402,"VEL_DEPTH"," ","Yes",1640.205 
"WWYP99-0526",2000,1,09/08/2000," ",16,3.65,0.07311,2.581,"VEL_DEPTH"," ","Yes",3189.224 
"WWYP99-0530",2000,1,08/05/2000,"1", ,0.2,0.00177,0.062,"ROUGH_EST"," ","Yes",  
"WWYP99-0531",2000,1,08/03/2000," ",22,9.9,0.14464,5.107,"VEL_DEPTH"," ","Yes",9065.133 
"WWYP99-0533",2000,1,09/10/2000," ",17,4.4,0.14135,4.991,"VEL_DEPTH"," ","Yes",4895.088 
"WWYP99-0535",2000,1,09/24/2000," ",18,3.8,0.12741,4.499,"VEL_DEPTH"," ","Yes",4140.708 
"WWYP99-0537",2001,1,08/15/2001,"1", ,2.2,0.03121,1.102,"ROUGH_EST"," ","Yes",  
"WWYP99-0538",2000,1,09/26/2000," ",14,5,0.08006,2.827,"VEL_DEPTH"," ","Yes",5918.2 
"WWYP99-0540",2000,1,09/22/2000," ",13,1.62,0.1069,3.775,"VEL_DEPTH"," ","Yes",2777.49 
"WWYP99-0553",2003,1,07/15/2003," ", , ,0.9090909091,32.1,"QVAL"," ","Yes",  
"WWYP99-0556",2003,1,07/09/2003," ", , ,1.3565562164,47.9,"QVAL"," ","Yes",  
"WWYP99-0582",2001,1,08/07/2001,"1", , ,0.3115264798,11,"QVAL"," ","Yes",  
"WWYP99-0585",2001,1,07/31/2001," ", , ,0.0354007363,1.25,"QVAL"," ","Yes",  
"WWYP99-0586",2001,1,09/20/2001,"1",14,3.048,0.12855,4.539,"VEL_DEPTH"," ","Yes",3650.31528 
"WWYP99-0587",2001,1,07/16/2001,"1", , ,0.3398470688,12,"QVAL"," ","Yes",  
"WWYP99-0589",2001,1,08/24/2001,"1",7,0.46,0.00012,0.004,"VEL_DEPTH"," ","Yes",2.4916666667 
"WWYP99-0590",2001,1,08/21/2001,"1", , ,0.0314358539,1.11,"QVAL"," ","Yes",  
"WWYP99-0591",2001,1,09/13/2001,"1", , ,0.6910223733,24.4,"QVAL"," ","Yes",  
"WWYP99-0592",2001,1,08/01/2001,"1", , ,0.5012744265,17.7,"QVAL"," ","Yes",  
"WWYP99-0594",2001,1,07/25/2001,"1", , , , ," ","NO MEASUREMENT TAKEN, NO REASON GIVEN","Sampling failed",  
"WWYP99-0598",2001,1,08/27/2001,"1", , ,0.0099122062,0.35,"QVAL"," ","Yes",  
"WWYP99-0599",2001,1,07/17/2001,"1",4,0.57912,0.0012,0.042,"VEL_DEPTH"," ","Yes",90.4643352 
"WWYP99-0600",2001,1,07/18/2001,"1",9,1.6764,0.06414,2.265,"VEL_DEPTH"," ","Yes",774.966192 
"WWYP99-0603",2001,1,08/30/2001,"1", , , , ," ","LOST","Sampling failed",  
"WWYP99-0604",2001,1,08/10/2001,"1", , ,0.0014160295,0.05,"QVAL"," ","Yes",  
"WWYP99-0605",2001,1,07/19/2001,"1", , ,0.0821297083,2.9,"QVAL"," ","Yes",  
"WWYP99-0606",2001,1,08/20/2001,"1", , ,0.0331350892,1.17,"QVAL"," ","Yes",  
"WWYP99-0607",2001,1,07/27/2001,"1", , ,2.1240441801,75,"QVAL"," ","Yes",  
"WWYP99-0608",2001,1,08/17/2001,"1", , ,0.0566411781,2,"QVAL"," ","Yes",  
"WWYP99-0609",2001,1,08/09/2001,"1", , ,0.0056641178,0.2,"QVAL"," ","Yes",  
"WWYP99-0610",2001,1,08/23/2001,"1", , ,0.031152648,1.1,"QVAL"," ","Yes",  
"WWYP99-0612",2001,1,08/16/2001,"1", , ,0.1016709148,3.59,"QVAL"," ","Yes",  
"WWYP99-0613",2001,1,08/03/2001,"1", , ,0.0266213537,0.94,"QVAL"," ","Yes",  
"WWYP99-0614",2001,1,08/22/2001,"1",1,0.9144,0.00226,0.08,"VEL_DEPTH"," ","Yes",11.61288 
"WWYP99-0615",2001,1,09/12/2001,"1", , , , ," ","NO DISCHARGE TAKEN","Sampling failed",  
"WWYP99-0616",2001,1,09/14/2001,"1", , ,0.9572359105,33.8,"QVAL"," ","Yes",  
"WWYP99-0651",2002,1,08/14/2002,"1", ,2.6,0.12767,4.508,"ROUGH_EST"," ","Yes",  
"WWYP99-0652",2002,1,07/08/2002," ", , , , ," ","CREW REPORTED INVALID NUMBERS, SO FLOW SET TO MISSING","Sampling failed",  
"WWYP99-0653",2002,1,07/13/2002," ",7,0.06,0.00212,0.075,"VEL_DEPTH"," ","Yes",38.1 
"WWYP99-0655",2002,1,07/18/2002," ", , , , ," ","MALFUNCTIONING EQUIPMENT AND LIGHTENING STORM PREVENTED MEASUREMENT OF DISCHARGE","Sampling failed",  
"WWYP99-0656",2002,1,07/17/2002," ", , , , ," ","NO DISCHARGE MEASUREMENT DUE TO LACK OF EQUIPMENT AND TIME","Sampling failed",  
"WWYP99-0657",2002,1,08/07/2002,"1", ,10,2.61505,92.337,"ROUGH_EST"," ","Yes",  
"WWYP99-0659",2002,1,07/31/2002," ", , ,0.2010761824,7.1,"QVAL"," ","Yes",  
"WWYP99-0660",2002,1,07/11/2002," ", , , , ," ","CREW REPORTED INVALID NUMBERS, SO FLOW SET TO MISSING","Sampling failed",  
"WWYP99-0661",2002,1,07/12/2002," ", , ,0.0141602945,0.5,"QVAL"," ","Yes",  
"WWYP99-0662",2002,1,08/13/2002,"1", ,1.1,0.01348,0.476,"ROUGH_EST"," ","Yes",  
"WWYP99-0665",2002,1,07/09/2002," ", , ,0.0792976494,2.8,"QVAL"," ","Yes",  
"WWYP99-0669",2002,1,08/15/2002," ", , , , ," ","SHORT ON TIME, ONLY 3 HOURS AVAILABLE AT SITE TO COMPLETE WORK","Sampling failed",  
"WWYP99-0670",2002,1,07/29/2002," ", , ,0.0212404418,0.75,"QVAL"," ","Yes",  
"WWYP99-0671",2002,1,09/04/2002," ",10,0.076,0.00119,0.042,"VEL_DEPTH"," ","Yes",36.09848 
"WWYP99-0707",2003,1,07/24/2003," ", , ,2.1863494761,77.2,"QVAL"," ","Yes",  
"WWYP99-0708",2003,1,07/23/2003," ", , ,0.0419144718,1.48,"QVAL"," ","Yes",  
"WWYP99-0710",2003,1,07/18/2003," ", , ,0.0889266497,3.14,"QVAL"," ","Yes",  
"WWYP99-0713",2003,1,08/12/2003," ", , ,0.121778533,4.3,"QVAL"," ","Yes",  
"WWYP99-0715",2003,1,09/23/2003,"1", ,1,0.02172,0.767,"ROUGH_EST"," ","Yes",  
"WWYP99-0716",2003,1,07/10/2003," ", , ,0.059473237,2.1,"QVAL"," ","Yes",  
"WWYP99-0717",2003,1,08/14/2003," ", , , , ," ","NOT COLLECTED","Sampling failed",  
"WWYP99-0719",2003,1,07/22/2003," ", , ,0.0424808836,1.5,"QVAL"," ","Yes",  
"WWYP99-0720",2003,1,07/21/2003," ", , ,0.0014160295,0.05,"QVAL"," ","Yes",  
"WWYP99-0721",2003,1,09/25/2003,"1", ,2.9,0.11897,4.201,"ROUGH_EST"," ","Yes",  
"WWYP99-0722",2003,1,07/08/2003," ", , ,0,0,"VISUAL_EST","NO FLOW","Not sampled",  
"IAW02344-0096",2004,1,06/14/2004," ", , ,0.515,18.28765,"QVAL",".","Yes",  
"IAW02344-0097",2004,1,07/29/2004," ", , ,7.69,273.0719,"QVAL",".","Yes",  
"IAW02344-0098",2004,1,07/21/2004," ", , ,0.17,6.0367,"QVAL",".","Yes",  
"IAW02344-0099",2004,1,08/16/2004," ", , ,0.19,6.7469,"QVAL",".","Yes",  
"IAW02344-0100",2004,1,07/20/2004," ", , ,0.16,5.6816,"QVAL",".","Yes",  
"IAW02344-0102",2004,1,10/07/2004," ", , ,1.2177853299,43,"QVAL",".","Yes",  
"IAW02344-0103",2004,1,06/22/2004," ", , ,0.51,18.1101,"QVAL",".","Yes",  
"IAW02344-0104",2004,1,07/08/2004," ", , ,0.18,6.3918,"QVAL",".","Yes",  
"IAW02344-0105",2004,1,06/30/2004," ", , ,2.59,91.9709,"QVAL",".","Yes",  
"IAW02344-0106",2004,1,06/29/2004," ", , ,0.58,20.5958,"QVAL",".","Yes",  
"IAW02344-0108",2004,1,08/03/2004," ", , ,0.63,22.3713,"QVAL",".","Yes",  
"IAW02344-0109",2004,1,09/06/2004," ", , ,1.36,48.2936,"QVAL",".","Yes",  
"IAW02344-0110",2004,1,09/11/2004," ", , ,2.8,99.428,"QVAL",".","Yes",  
"IAW02344-0111",2004,1,08/18/2004," ", , ,0.73,25.9223,"QVAL",".","Yes",  
"IAW02344-0112",2004,1,07/27/2004," ", , ,0.07,2.4857,"QVAL",".","Yes",  
"IAW02344-0113",2004,1,06/23/2004," ", , ,0.78,27.6978,"QVAL",".","Yes",  
"IAW02344-0114",2004,1,06/28/2004," ", , ,0.01,0.3551,"QVAL",".","Yes",  
"IAW02344-0115",2004,1,08/17/2004," ", , ,0.63,22.3713,"QVAL",".","Yes",  
"IAW02344-0117",2004,1,07/14/2004," ", , ,4.23,150.2073,"QVAL",".","Yes",  
"IAW02344-0118",2004,1,07/15/2004," ", , ,0.77,27.3427,"QVAL",".","Yes",  
"IAW02344-0119",2004,1,09/12/2004," ", , ,1.18,41.9018,"QVAL",".","Yes",  
"IAW02344-0120",2004,1,07/26/2004," ", , ,0.14,4.9714,"QVAL",".","Yes",  
"IAW02344-0121",2004,1,07/19/2004," ", , ,0.34,12.0734,"QVAL",".","Yes",  
"IAW02344-0122",2004,1,07/28/2004," ", , ,2.16,76.7016,"QVAL",".","Yes",  
"IAW02344-0123",2004,1,08/17/2004," ", , ,0.44,15.6244,"QVAL",".","Yes",  
"IAW02344-0125",2004,1,07/13/2004," ", , ,0.02,0.7102,"QVAL",".","Yes",  
"IAW02344-0128",2004,1,06/17/2004," ", , ,0.46,16.3346,"QVAL",".","Yes",  
"IAW02344-0130",2004,1,06/22/2004," ", , ,0.43,15.2693,"QVAL",".","Yes",  
"IAW02344-0132",2004,1,07/21/2004," ", , ,0.92,32.6692,"QVAL",".","Yes",  
"IAW02344-0133",2004,1,08/04/2004," ", , ,0.22,7.8122,"QVAL",".","Yes",  
"IAW02344-0134",2004,1,08/12/2004," ", , ,0.47,16.6897,"QVAL",".","Yes",  
"IAW02344-0135",2004,1,07/22/2004," ", , ,1.98,70.3098,"QVAL",".","Yes",  
"IAW02344-0139",2004,1,09/23/2004," ", , ,0,0,"VISUAL_EST","VERY LITTLE FLOW. HARD TO GET ACURATE MEASUREMENT.  TEAM WROTE VELOCITY AS <0.001; IM LEFT BLANK. .","Yes",  
"IAW02344-0232",2004,1,06/15/2004," ", , ,0.84,29.8284,"QVAL",".","Yes",  
"IAW02344-0250",2004,1,06/24/2004," ", , ,1.35,47.9385,"QVAL",".","Yes",  
"IAW02344-0253",2004,1,08/10/2004," ", , ,0.3,10.653,"QVAL",".","Yes",  
"IAW02344-0261",2004,1,08/02/2004," ", , ,0.45,15.9795,"QVAL",".","Yes",  
"NEWS04-0101",2004,1,10/10/2004," ",14,4,0.04449,1.571,"VEL_DEPTH",".","Yes",3048 
"NEWS04-0108",2004,1,10/11/2004," ",15,4.3,0.12215,4.313,"VEL_DEPTH",".","Yes",7781.925 
"NEWS04-0203",2004,1,10/15/2004," ",14,8,0.24681,8.715,"VEL_DEPTH",".","Yes",8128 
"NEWS04-0305",2004,1,10/13/2004," ",18,3.325,0.09484,3.349,"VEL_DEPTH",".","Yes",4771.7075 
"NEWS04-0401",2004,1,10/14/2004," ",13,7.6,0.09083,3.207,"VEL_DEPTH",".","Yes",10520.68 
"NEWS04-0502",2004,1,10/18/2004," ",13,8.33,0.20551,7.256,"VEL_DEPTH",".","Yes",27823.033 
"NEWS04-0602",2004,1,10/08/2004," ",11,3.45,0.03555,1.255,"VEL_DEPTH",".","Yes",3549.015 
"NEWS04-0703",2004,1,10/09/2004," ",12,3.43,0.02247,0.793,"VEL_DEPTH",".","Yes",3223.514 
"NEWS04-0806",2004,1,10/19/2004," ",6,4.18,0.04734,1.672,"VEL_DEPTH",".","Yes",8812.276 
"NEWS04-0905",2004,1,08/18/2004," ",17,8.36,1.15484,40.777,"VEL_DEPTH",".","Yes",36098.48 
"NEWS04-1001",2004,1,08/20/2004," ",17,12.35,3.42787,121.038,"VEL_DEPTH",".","Yes",41250.235 
"NEWS04-1105",2004,1,09/15/2004," ",15,9,0.49835,17.597,"VEL_DEPTH",".","Yes",13601.7 
"NEWS04-1106",2004,1,09/12/2004," ",15,5.1,0.5589,19.735,"VEL_DEPTH",".","Yes",11075.67 
"NEWS04-1202",2004,1,09/17/2004," ",16,4,0.22575,7.971,"VEL_DEPTH",".","Yes",6583.68 
"NEWS04-1302",2004,1,09/19/2004," ",13,11.9,0.54805,19.351,"VEL_DEPTH",".","Yes",25858.343 
"NEWS04-1303",2004,1,09/22/2004,"1", ,18,0.57103,20.163,"ROUGH_EST",".","Yes",  
"NEWS04-1410",2004,1,09/21/2004," ",12,3.75,0.09992,3.528,"VEL_DEPTH",".","Yes",3881.4375 
